Handle,Command,Variant Command,Variant SKU,Variant Price
standing-pilot-burner-for-natural-gas-with-left-single-tip-style,UPDATE,UPDATE,HONE-Q314A6094/U,52.90
straight-pattern-1-2-in-thermostatic-radiator-valve,UPDATE,UPDATE,HONE-V2040DSL15,40.94
straight-pattern-3-4-in-thermostatic-radiator-valve,UPDATE,UPDATE,HONE-V2040DSL20,45.23
thermostat-alone-for-replacement-only,UPDATE,UPDATE,HONE-TH5320R1002/U,223.09
thermostat-radiator-actuator-with-remote-sensor-and-dual-capillary,UPDATE,UPDATE,HONE-T100C1026,186.97
thermostatic-head-for-danfoss-ra-valves,UPDATE,UPDATE,HONE-T3019DAW0NA,43.19
thermostatic-head-for-m30x1-5-connection-with-integral-sensor,UPDATE,UPDATE,HONE-T3019W0NA,32.17
thermostatic-head-for-m30x1-5-connection-with-remote-sensor,UPDATE,UPDATE,HONE-T301920W0,80.27
thermostatic-radiator-valve-replacement-cartridge,UPDATE,UPDATE,HONE-CA110C107,50.79
three-way-fan-coil-valve-1-2-in-sweat-4-0-cv-3-4-kvs,UPDATE,UPDATE,HONE-VU54S2008/U,51.41
truefresh-ventilation-timer-20-40-60-min,UPDATE,UPDATE,HONE-50053952-020/U,80.76
truezone-hz322-panel,UPDATE,UPDATE,HONE-HZ322/U,257.00
truezone-hz432-panel-kit,UPDATE,UPDATE,HONE-HZ432K/U,522.34
truezone-kit-dats-transform-hz311-pnl,UPDATE,UPDATE,HONE-HZ311K/U,224.20
truezone-kit-dats-transform-hz322-pnl,UPDATE,UPDATE,HONE-HZ322K/U,292.69
two-position-actuator-for-vu52-normally-open-and-vu54-valve-bodies-120-v-60-hz,UPDATE,UPDATE,HONE-VU444A1007/U,93.43
two-position-actuator-for-vu52-normally-open-and-vu54-valve-bodies-24-v-50-60-hz,UPDATE,UPDATE,HONE-VU844A1045/U,49.84
two-position-actuator-for-vu52-normally-open-and-vu54-valve-bodies-24-v-50-60-hz-nickel-plated-motor,UPDATE,UPDATE,HONE-VU844A1060/U,120.79
two-position-actuator-for-vu53-normally-closed-valve-bodies-120-v-60-hz,UPDATE,UPDATE,HONE-VU443A1008/B,74.53
two-position-actuator-for-vu53-normally-closed-valve-bodies-120-v-60-hz-hone-vu443a1008-u,UPDATE,UPDATE,HONE-VU443A1008/U,95.21
two-position-actuator-for-vu53-normally-closed-valve-bodies-24-v-50-60-hz,UPDATE,UPDATE,HONE-VU843A1004/U,89.66
two-position-actuator-for-vu53-normally-closed-valve-bodies-24-v-50-60-hz-hone-vu844a1003-u,UPDATE,UPDATE,HONE-VU844A1003/U,89.66
two-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,UPDATE,HONE-VR8205Q2795T/U,211.59
two-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-standard-opening-24-v-ac-natural-gas-lp-with-included-conversion-kit,UPDATE,UPDATE,HONE-VR9205Q1507/U,188.24
two-stage-gas-controls-for-direct-ignition-appliance-3-4-in-x-3-4-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,UPDATE,HONE-VR8305Q4500/U,304.67
two-stage-gas-controls-for-direct-spark-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,UPDATE,HONE-VR8205Q2787T/U,211.59
two-stage-lp-to-natural-gas-conversion-kit-3-in-wc-to-5-in-wc-adjustment-range,UPDATE,UPDATE,HONE-396025/U,15.13
two-stage-natural-to-lp-gas-conversion-kit-8-in-wc-to-11-in-wc-adjustment-range,UPDATE,UPDATE,HONE-396021/U,12.70
two-way-fan-coil-valve-1-2-in-npt-3-5-cv-3-0-kvs,UPDATE,UPDATE,HONE-VU52N1019/U,51.41
two-way-fan-coil-valve-1-2-in-npt-3-5-cv-3-0-kvs-hone-vu53n1009-u,UPDATE,UPDATE,HONE-VU53N1009/U,57.31
two-way-fan-coil-valve-1-2-in-sweat-1-0-cv-0-9-kvs-hone-vu53s2018-u,UPDATE,UPDATE,HONE-VU53S2018/U,45.23
two-way-fan-coil-valve-1-2-in-sweat-2-5-cv-2-1-kvs,UPDATE,UPDATE,HONE-VU52S2010/U,45.23
two-way-fan-coil-valve-1-2-in-sweat-3-5-cv-3-0-kvs,UPDATE,UPDATE,HONE-VU52S2028/U,45.23
two-way-fan-coil-valve-1-2-in-sweat-3-5-cv-3-0-kvs-hone-vu53s2034-u,UPDATE,UPDATE,HONE-VU53S2034/U,45.23
union-kit-for-1-1-2-in-ds06-and-fk06-npt-valves,UPDATE,UPDATE,HONE-K06U1037/U,98.41
vc-actuator-2-position-spst-100-130-vac,UPDATE,UPDATE,HONE-VC4011ZZ11/U,91.39
vc-floating-actuator-sp3t-tri-state-floating-24-vac,UPDATE,UPDATE,HONE-VC6930ZZ32/U,79.06
vc-modulating-actuator-0-2-10-vdc-24-vac,UPDATE,UPDATE,HONE-VC7934ZZ11/U,243.34
vc-series-replacement-cartridge-for-2-way-valve-with-equal-percentage-flow,UPDATE,UPDATE,HONE-VCZZ1400/U,33.44
vc-series-replacement-cartridge-for-2-way-valve-with-equal-percentage-low-flow,UPDATE,UPDATE,HONE-VCZZ1600/U,43.47
vc-series-replacement-cartridge-for-2-way-valve-with-extra-low-flow,UPDATE,UPDATE,HONE-VCZZ1500/U,43.47
vc-series-replacement-cartridge-for-2-way-valve-with-linear-flow,UPDATE,UPDATE,HONE-VCZZ7100/U,41.40
vc-series-replacement-cartridge-for-2-way-vc-valve-linear-flow,UPDATE,UPDATE,HONE-VCZZ1132/U,25.14
vc-series-replacement-cartridge-for-2-way-vc-valve-with-equal-percentage-flow,UPDATE,UPDATE,HONE-VCZZ1432/U,25.14
vc-series-replacement-cartridge-for-vc-valve-3-way-with-equal-percentage-extra-low-flow,UPDATE,UPDATE,HONE-VCZZ6532/U,39.59
vc-series-replacement-cartridge-for-vc-valve-3-way-with-equal-percentage-low-flow,UPDATE,UPDATE,HONE-VCZZ6632/U,39.59
vc-series-replacement-cartridge-for-vc-valve-3-way-with-equal-percentage-medium-flow,UPDATE,UPDATE,HONE-VCZZ6832/U,39.59
vc-series-replacement-cartridge-for-vc-valve-3-way-with-linear-flow,UPDATE,UPDATE,HONE-VCZZ6132/U,26.93
vczz1100-vc-series-replacement-cartridge,UPDATE,UPDATE,HONE-VCZZ1100/U,43.26
wireless-adapter-for-use-with-redlink-enabled-thermostats-and-truezone-system,UPDATE,UPDATE,HONE-THM4000R1000/U,88.17
wiresaver-a-c-wire-adapter-for-wi-fi-thermostats-or-redlink-8000-series-models,UPDATE,UPDATE,HONE-THP9045A1023/U,22.84
