handle,modelo,tipo,title,chars_antes,descricao_anterior
high-limit-aquastat-controller-range-130-270-f-manual-reset-spst-contacts-break-on-temperature-rise-remote-bulb-66-in-capillary-length,L4008E1040,Aquastats & Wells,"Resideo High Limit Aquastat Controller, Range 130-270 °F, manual reset, SPST, contacts break on temperature rise, remote bulb, 66 in capillary length",383,"<p>The High Limit Aquastat Controller, Range 130-270 °F, manual reset, SPST, contacts break on temperature rise, remote bulb, 66 in capillary length by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4008E1040/U</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
high-limit-manual-reset-aquastat-130f-270f-66-in-capillary-factory-stop-at-250f,L4008E1156,Aquastats & Wells,"Resideo L4008E1156/U High limit manual reset Aquastat, 130F-270F, 66 in capillary, factory stop at 250F",369,"<p>The High limit manual reset Aquastat, 130F-270F, 66 in capillary, factory stop at 250F by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4008E1156/U</li>
<li>
<strong>UPC:</strong> 085267049191</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
high-or-low-limit-aquastat-controller-with-100-f-to-240-f-operating-temperature,L4008A1015,Aquastats & Wells,Resideo L4008A1015/U High or low limit Aquastat controller with 100 F to 240 F operating temperature,321,"<p>The High or low limit Aquastat controller with 100 F to 240 F operating temperature by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4008A1015/U</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
high-or-low-limit-aquastat-range-130-270-f-adjustable-differential-spst-contacts-break-on-temperature-rise-remote-bulb-120-in-capillary-length,L4008A1130,Aquastats & Wells,"Resideo High or Low Limit Aquastat, Range 130-270 °F, adjustable differential, SPST, contacts break on temperature rise, remote bulb, 120 in",436,"<p>The High or Low Limit Aquastat, Range 130-270 °F, adjustable differential, SPST, contacts break on temperature rise, remote bulb, 120 in capillary length by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4008A1130/U</li>
<li>
<strong>UPC:</strong> 085267049078</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
high-or-low-limit-horizontal-mount-controller-with-spdt-operating-range-100-240f-3-inch-capillary,L6006A1145,Aquastats & Wells,"Resideo L6006A1145/U High or low limit horizontal mount controller with SPDT, operating range 100-240F, 3 inch capillary.",393,"<p>The High or low limit horizontal mount controller with SPDT, operating range 100-240F, 3 inch capillary. by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L6006A1145/U</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
<li>
<strong>Shipping Weight:</strong> 1.4 lb</li>
</ul>"
high-or-low-limit-surface-mount-controller-with-spdt-operating-range-65-200f-factory-stop-at-200f,L6006C1018,Aquastats & Wells,"Resideo L6006C1018/U High or low limit surface mount controller with SPDT, operating range 65-200F, factory stop at 200F",392,"<p>The High or low limit surface mount controller with SPDT, operating range 65-200F, factory stop at 200F by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L6006C1018/U</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
<li>
<strong>Shipping Weight:</strong> 1.4 lb</li>
</ul>"
honeywell-home-dehumidifier-filter-for-dr65-9-in-x-11-in-x-1-in,50049537-005,Dehumidifiers & Humidifiers,Resideo 50049537-005/U Honeywell Home Dehumidifier Filter for DR65 9 in x 11 in x 1 in,474,"<p>The Honeywell Home Dehumidifier Filter for DR65 9 in x 11 in x 1 in by Resideo is part of our dehumidifiers &amp; humidifiers selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 50049537-005/U</li>
<li>
<strong>UPC:</strong> 085267262965</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
humidifier-pad-w-agion-he265-he365,HC26E1004,Dehumidifiers & Humidifiers,"Resideo HC26E1004/U Humidifier Pad w. AgION® - HE265, HE365",447,"<p>The Humidifier Pad w. AgION® - HE265, HE365 by Resideo is part of our dehumidifiers &amp; humidifiers selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> HC26E1004/U</li>
<li>
<strong>UPC:</strong> 085267208536</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
humidipro-digital-humidity-control,H6062A1000,Dehumidifiers & Humidifiers,Resideo H6062A1000/U HumidiPRO Digital Humidity Control,341,"<p>The HumidiPRO Digital Humidity Control by Resideo is part of our dehumidifiers &amp; humidifiers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> H6062A1000/U</li>
<li>
<strong>UPC:</strong> 085267278126</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
</ul>"
immersion-type-aquastat,L4080B1352,Aquastats & Wells,Resideo L4080B1352/U Immersion type Aquastat,310,"<p>The Immersion type Aquastat by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4080B1352/U</li>
<li>
<strong>UPC:</strong> 085267153713</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
in-line-scale-sediment-humidifier-filter,50028044-001,Dehumidifiers & Humidifiers,Resideo 50028044-001/U In-line Scale/Sediment Humidifier Filter,349,"<p>The In-line Scale/Sediment Humidifier Filter by Resideo is part of our dehumidifiers &amp; humidifiers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 50028044-001/U</li>
<li>
<strong>UPC:</strong> 085267334693</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
</ul>"
low-limit-controller-with-66-inch-capillary-spdt-operating-range-100-240f-factory-stop-at-240f,L6008A1192,Aquastats & Wells,"Resideo L6008A1192/U Low limit controller with 66 inch capillary, SPDT, operating range 100 - 240F, factory stop at 240F",386,"<p>The Low limit controller with 66 inch capillary, SPDT, operating range 100 - 240F, factory stop at 240F by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L6008A1192/U</li>
<li>
<strong>UPC:</strong> 085267053877</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
multi-function-aquastat-controller-high-and-low-limit-spst-high-circulator,L4081B1047,Aquastats & Wells,"Resideo L4081B1047/U Multi-Function Aquastat Controller, High and Low Limit, SPST: High & Circulator",370,"<p>The Multi-Function Aquastat Controller, High and Low Limit, SPST: High &amp; Circulator by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L4081B1047/U</li>
<li>
<strong>UPC:</strong> 085267053433</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
replacement-ac-solenoid-valve-for-trueease-advanced-humidifiers-he100-he200,50041883-002,Dehumidifiers & Humidifiers,Resideo 50041883-002/U Replacement AC Solenoid valve for TrueEASE advanced humidifiers HE100 HE200,384,"<p>The Replacement AC Solenoid valve for TrueEASE advanced humidifiers HE100 HE200 by Resideo is part of our dehumidifiers &amp; humidifiers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 50041883-002/U</li>
<li>
<strong>UPC:</strong> 085267946889</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
</ul>"
replacement-circuit-board-for-he300-trueease-fan-humidifier,50057547-001,Dehumidifiers & Humidifiers,Resideo 50057547-001/U Replacement circuit board for HE300 TrueEASE fan humidifier,470,"<p>The Replacement circuit board for HE300 TrueEASE fan humidifier by Resideo is part of our dehumidifiers &amp; humidifiers selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 50057547-001/U</li>
<li>
<strong>UPC:</strong> 085267799157</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
replacement-dc-solenoid-valve-for-trueease-advanced-humidifiers-he100-he200-he300,50041883-001,Dehumidifiers & Humidifiers,Resideo 50041883-001/U Replacement DC Solenoid valve for TrueEASE advanced humidifiers HE100 HE200 HE300,390,"<p>The Replacement DC Solenoid valve for TrueEASE advanced humidifiers HE100 HE200 HE300 by Resideo is part of our dehumidifiers &amp; humidifiers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 50041883-001/U</li>
<li>
<strong>UPC:</strong> 085267346306</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
</ul>"
replacement-duct-or-remote-mount-differential-pressure-switch-truesteam-humidifier,50027910-001,Dehumidifiers & Humidifiers,Resideo 50027910-001/U Replacement Duct or Remote Mount Differential Pressure Switch TrueSTEAM Humidifier,493,"<p>The Replacement Duct or Remote Mount Differential Pressure Switch TrueSTEAM Humidifier by Resideo is part of our dehumidifiers &amp; humidifiers selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 50027910-001/U</li>
<li>
<strong>UPC:</strong> 085267338196</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
replacement-hardware-kit-for-solenoid-assembly-does-not-include-solenoid-valve-he220-he225-he260-he265-he360-he365,32001752-001,Dehumidifiers & Humidifiers,"Resideo 32001752-001/U Replacement Hardware Kit for Solenoid Assembly (does not include solenoid valve) HE220, HE225, HE260, HE265, HE360, HE365",532,"<p>The Replacement Hardware Kit for Solenoid Assembly (does not include solenoid valve) HE220, HE225, HE260, HE265, HE360, HE365 by Resideo is part of our dehumidifiers &amp; humidifiers selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 32001752-001/U</li>
<li>
<strong>UPC:</strong> 085267186322</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
replacement-tank-and-gasket-for-truesteam-humidifers-hm506-hm509-hm512-or-steam-humidifier-hm609-and-hm612,50033181-001,Dehumidifiers & Humidifiers,"Resideo 50033181-001/U Replacement Tank and gasket for TrueSTEAM humidifers HM506, HM509, HM512, or STEAM humidifier HM609 and HM612",520,"<p>The Replacement Tank and gasket for TrueSTEAM humidifers HM506, HM509, HM512, or STEAM humidifier HM609 and HM612 by Resideo is part of our dehumidifiers &amp; humidifiers selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 50033181-001/U</li>
<li>
<strong>UPC:</strong> 085267176880</li>
<li>
<strong>Category:</strong> Dehumidifiers &amp; Humidifiers</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
universal-electronic-oil-aquastat-with-enviracom-communication,L7224U1002,Aquastats & Wells,Resideo L7224U1002/U Universal Electronic Oil Aquastat with EnviraCOM communication,349,"<p>The Universal Electronic Oil Aquastat with EnviraCOM communication by Resideo is part of our aquastats &amp; wells selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> L7224U1002/U</li>
<li>
<strong>UPC:</strong> 085267255431</li>
<li>
<strong>Category:</strong> Aquastats &amp; Wells</li>
</ul>"
