sku,vendor,ptype,price,lb_loja,lb_fornecedor,usd_lb,teto_lb,handle,variant_id,product_id
NORT-NSC42,NorthStar,Water Softeners,1534.1,1.94,,790.8,51.7,42-000-grain-water-softener-ideal-for-an-sized-households-11-ppm-clear-water-ferrous-iron-reduction,44351199772775,7715671867495
GVLF-A7788SS-250-316,Gruvlok,Gruvlok Fittings,1528.56,0.52,,2939.5,51.51,2-1-2-flange-adapter-316-stainless-steel-gr-x-flange,44350753308775,7715451600999
MLWV-1404-400,Milwaukee Valve,Check Valves,1528.31,1.33,,1149.1,51.5,4-wafer-cast-iron-check-valve-class-125-stainless-steel-seat-stainless-steel-disc,44350948900967,7715562553447
BOSC-BMS500-AAS009-1CSXRD,Bosch,Outdoor Units (Compressor/Condenser),1516.9,7.0,,216.7,51.12,3-4-ton-ductless-mini-split-single-zone-outdoor-heat-pump-regular-performance-r454b-9-000-btu-r454b-208-230v,44350354587751,7715252207719
GRUN-95906632,Grundfos,Hot Water Recirculating Pumps,1511.97,6.0,,252.0,50.95,ups26-150sf-max-head-max-flow-stainless-steel-body-115v,44350731649127,7715437412455
IBCT-P-126,IBC,IBC Parts,1509.53,2.19,,689.3,50.87,fan-replacement-kit-sl-80-399,44350818943079,7715476635751
SANI-018,SANIFLO,Drain & Condensate Pumps,1499.2,20.5,,73.1,50.52,sanicom-1-commercial-gray-water-drain-pump-1hp-hdpe-laundry-sink-shower-bathtub,44351364071527,7715765878887
GVLF-469-150-E-316,Tyler Pipe Company,Press Ball Valves,1481.16,3.0,,493.7,49.92,1-1-2-ball-valve-316-stainless-steel-press,44353401847911,7716757176423
GVLF-474-200.050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1458.12,0.5,,2916.2,49.14,2x1-2-fitting-reducer-316-stainless-steel-press,44353402732647,7716758061159
PDWV-1000CPL-P,Charlotte Pipe,PVC DWV Fittings,1429.8,0.81,,1765.2,48.18,10-pvc-dwv-coupling-h-x-h,44350437392487,7715311812711
GVLF-478-200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1429.32,0.34,,4203.9,48.17,2-tee-female-316-stainless-steel-press,44353403781223,7716759109735
TOTO-SW4724AT40-01,Toto,Toilet Seats,1424.28,9.2,,154.8,48.0,toto-s7-washlet-electronic-bidet-toilet-seat-with-ewater-bowl-and-wand-cleaning-and-classic-lid-elongated-cotton-white-sw4724at40-01,44353397719143,7716753145959
TOTO-SW4726AT40-01,Toto,Toilet Seats,1424.28,9.2,,154.8,48.0,toto-s7-washlet-electronic-bidet-toilet-seat-with-ewater-bowl-and-wand-cleaning-and-contemporary-lid-elongated-cotton-white-sw4726at40-01,44353397751911,7716753178727
WILK-112-975XL3,Zurn Wilkins,Backflow Preventers,1414.29,16.0,,88.4,47.66,1-1-2-975xl3-reduced-pressure-principle-backflow-preventer,44353501429863,7716847321191
DURA-0329850000,Duravit,Wall-Mount Sinks,1413.75,1.0,,1413.8,47.64,duravit-vero-33-1-2-rectangular-wall-mounted-sink-in-white-with-single-faucet-hole-and-with-overflow,44350672437351,7715400777831
WATT-88004113,Watts,Backflow Preventers,1410.84,11.1,,127.1,47.55,1-1-4-lead-free-reduced-pressure-zone-backflow-preventer-assembly-with-quarter-turn-shutoff-valves-lever-handles-backflow-flood-sensor,44353489829991,7716836376679
GEBE-111.798.00.1,Geberit,Toilet Repair Parts & Accessories,1408.5,0.63,,2235.7,47.47,geberit-19-3-4-x-47-1-4-to-55-1-6-0-8-gpf-carrier-frame-with-concealed-tank-installation-and-rough-in-material-for-wall-hung-toilet-carrier,44350706483303,7715419947111
BOSC-BMS500-AAU018-1AHWXD,Bosch,Wall Mount Head Units,1399.2,2.0,,699.6,47.15,1-1-2-ton-ductless-mini-split-indoor-wall-mounted-unit-18-000-btu-r454b-208-230v,44350355505255,7715252666471
SLOA-3365308BT,Sloan,Hands-Free Faucets,1387.38,5.0,,277.5,46.75,optima-sensor-faucet-etf80-4-plg-bdm-cp-0-5-gpm-mlm-fct-commercial-grade-ada-compliant-electronic-sensor-activated-brass-hand-washing-faucet-with-the-following-features-single-hole-in-polished-chrome,44351422169191,7715795763303
MPEX-3320700,MrPEX Systems,Manifolds (Radiant Heating),1387.15,0.8,,1733.9,46.75,7-branches-1-1-2-chrome-plated-brass-manifold-assembly-w-flowmeter-and-ball-valve,44351003754599,7715599712359
MOUN-MT1841-NLDK/CHBRZ,Mountain Plumbing Products,Hot & Cold Beverage Faucets,1370.85,5.0,,274.2,46.2,mini-hot-cold-faucet-w-knurled-lever-spout-ti-champagne-bronze,44350996742247,7715593846887
MOUN-MT1841-NLK/CHBRZ,Mountain Plumbing Products,Hot & Cold Beverage Faucets,1370.85,5.0,,274.2,46.2,mini-faucet-with-knurled-lever-spout-tip-champagne-bronze,44350996775015,7715593879655
WILK-112-375XLFT,Zurn Wilkins,Backflow Preventers,1367.54,25.0,,54.7,46.09,1-1-2-375xl-reduced-pressure-principle-backflow-preventer-with-sae-flare-test-fitting,44353501397095,7716847288423
MILW-3697-25,Milwaukee Tools,Combo Kits (M18),1363.35,0.73,,1867.6,45.94,m18-fuel-5-tool-combo-kit,44350916755559,7715537813607
SLOA-3335149,Sloan,Flush Valve Parts & Accessories,1360.56,3.0,,453.5,45.85,eaf-250-bat-ism-gr-0-5gpm-aer-ir-iq-fct,44351421775975,7715795370087
GVLF-473-200.150-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1348.14,0.5,,2696.3,45.43,2x1-1-2-tee-316-stainless-steel-press,44353402503271,7716757831783
HLNK-20335,HeatLink,Non-Barrier Tubing,1346.79,13.14,,102.5,45.39,heatlink-1-1-4-x-300-black-print-on-white-purelink-plus-uv-stabilized-pex-a-tubing,44350774739047,7715460939879
TACO-0026E-SF2,Taco Comfort Solutions,Variable Speed Circulators,1346.1,2.19,,614.7,45.36,0026ee-series-vm2644-dd1-rs2w00-stainless-steel-ecm-high-efficiency-variable-speed-flanged-rotated-analog-115-208-230-50-60-hz,44353377927271,7716733976679
SLOA-3315166BT,Sloan,Hands-Free Faucets,1337.78,5.0,,267.6,45.08,optima-sensor-faucet-ebf750-8-bat-cp-2-2-gpm-lam-s-fct-commercial-grade-ada-compliant-electronic-sensor-activated-brass-gooseneck-hand-washing-faucet-with-the-following-features-single-hole-in-polishe,44351420432487,7715794518119
WATT-0065378,Watts,Backflow Preventers,1331.03,11.1,,119.9,44.86,3-4-lead-free-reduced-pressure-zone-backflow-preventer-assembly-quarter-turn-ball-valves-strainer,44353487601767,7716834672743
SLOA-3365320BT,Sloan,Hands-Free Faucets,1330.56,5.0,,266.1,44.84,optima-sensor-faucet-etf80-4-plg-cp-0-5-gpm-mlm-fct-commercial-grade-ada-compliant-electronic-sensor-activated-brass-hand-washing-faucet-with-the-following-features-single-hole-in-polished-chrome,44351422201959,7715795796071
NAVI-30018659A,Navien,Navien Parts,1329.18,4.0,,332.3,44.79,nr-np-series-parts-kits-cr-cc,44351183618151,7715667443815
MPEX-8110720,MrPEX Systems,Tools (Radiant Heating),1318.29,2.19,,602.0,44.43,heavy-duty-compact-adjustable-tubing-uncoiler,44351043076199,7715607937127
GVLF-473-200.100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1317.96,0.5,,2635.9,44.42,2x1-tee-316-stainless-steel-press,44353402470503,7716757799015
GVLF-7074T-600-PNTD,Gruvlok,Gruvlok Fittings,1316.93,0.52,,2532.6,44.38,6-cap-painted-gr,44350745215079,7715447799911
WILK-114-975XL3,Zurn Wilkins,Backflow Preventers,1314.93,15.0,,87.7,44.31,1-1-4-975xl3-reduced-pressure-principle-backflow-preventer,44353501528167,7716847419495
ELKA-LRAD-3122-65-3,Elkay,Drop-In Sinks,1311.3,1.0,,1311.3,44.19,elkay-lustertone-classic-stainless-steel-31-x-22-x-6-1-2-3-hole-single-bowl-drop-in-ada-sink,44350691868775,7715410247783
GVLF-478-200.100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1307.89,0.5,,2615.8,44.08,2x1-tee-female-316-stainless-steel-press,44353403879527,7716759208039
MOEN-900-002,Moen,Leak Detection Valves,1296.21,0.6,,2160.4,43.68,flo-by-moen-1-25-in-water-leak-detector-with-automatic-water-shut-off-valve,44350979178599,7715580674151
GROH-31.380DC0,Grohe,Semi-Pro Faucets,1289.41,11.1,,116.2,43.45,k7-medium-single-handle-semi-pro-dual-spray-kitchen-faucet-1-75-gpm-in-grohe-supersteel,44350725914727,7715432792167
MILW-2941-21,Milwaukee Tools,Refrigeration Tools,1284.32,5.5,,233.5,43.28,m18-fuel-5-cfm-vacuum-pump-kit,44350915903591,7715536961639
COPT-100-LS,Mueller Streamline,Type L Soft,1277.4,39.3,,32.5,43.05,1-x-60-copper-tube-l-soft,44351113986151,7715645292647
MLWV-2885-M-300,Milwaukee Valve,Gate Valves,1276.85,1.44,,886.7,43.03,3-flange-x-flange-cast-iron-gate-valve-125-swp-200-wog-os-y-stem-bronze-seat-solid-wedge-disc,44350949425255,7715563012199
WATT-T063235,Watts,Backflow Preventers,1268.54,3.0,,422.8,42.75,2-lead-free-double-check-valve-backflow-preventer-assembly-quarter-turn-shutoff-single-top-entry-with-freeze-stop,44353489961063,7716836507751
SANI-081,SANIFLO,Drain & Condensate Pumps,1266.07,20.5,,61.8,42.67,saniaccess-2-half-bathroom-macerating-pump-1-2hp-2pcs-install-with-any-saniflo-bowls-tank,44351364497511,7715766075495
MPEX-3811000,MrPEX Systems,Manifolds (Radiant Heating),1262.55,0.8,,1578.2,42.55,10-loop-composite-manifold-valve-flowmeter-complete-kit,44351004770407,7715600466023
TACO-0013-VDTF3,Taco Comfort Solutions,Variable Speed Circulators,1262.14,2.19,,576.3,42.53,0013-vdt-series-variable-speed-delta-t-diff-temp-cast-iron-integral-flow-check-in-box-115v-60-1-flanged-rotated,44353377599591,7716733648999
MILW-MXFXC608,Milwaukee Tools,MX Batteries,1251.78,0.73,,1714.8,42.18,mx-fuel-redlithium-forge-xc8-0-battery-pack,44350948180071,7715561930855
MLWV-CL223E-D3,Milwaukee Valve,Butterfly Valves,1242.66,1.8,,690.4,41.88,3-lug-pattern-cast-iron-butterfly-valve-200-psi-epdm-seat-bronze-disc,44350952964199,7715565863015
TACO-0034E-F2,Taco Comfort Solutions,Variable Speed Circulators,1241.61,2.19,,566.9,41.84,0034ee-series-vm3450-hd1-rc2w00-cast-iron-ecm-high-efficiency-variable-speed-flanged-rotated-analog-115-208-230-50-60-hz,44353378058343,7716734107751
GVLF-70-800-EP-PNTD,Gruvlok,Gruvlok Fittings,1240.49,0.52,,2385.6,41.8,8-slidelok-coupling-painted-gr-x-gr-epdm-green-red,44350736203879,7715441410151
HONE-MX128LF/U,Resideo,Mixing Valve - High Flow,1238.28,6.0,,206.4,41.73,1-1-4-in-npt-mixing-valve-lf,44351319375975,7715739992167
SLOA-3315010BT,Sloan,Hands-Free Faucets,1229.84,5.0,,246.0,41.45,optima-sensor-faucet-ebf85-4-bat-cp-0-5-gpm-mlm-fct-commercial-grade-ada-compliant-electronic-sensor-activated-brass-hand-washing-faucet-with-the-following-features-single-hole-in-polished-chrome,44351420366951,7715794452583
GVLF-473-200.075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1227.4,0.34,,3610.0,41.36,2x3-4-tee-316-stainless-steel-press,44353402437735,7716757766247
GVLF-478-200.075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1227.4,0.34,,3610.0,41.36,2x3-4-tee-female-316-stainless-steel-press,44353403846759,7716759175271
MPEX-1320100,MrPEX Systems,PEX-AL-PEX Tubing,1217.3,0.94,,1295.0,41.02,mrpex-1-2-x-1000-pex-al-pex-tubing-silver-1320100,44351001133159,7715597418599
WATT-0154820,Watts,Relief Valves,1210.93,2.32,,522.0,40.81,1-bronze-automatic-reseating-temperature-and-pressure-relief-valve-125-psi-210-degree-f-test-lever-3-thermostat,44353487929447,7716834967655
STIE-239222,Stiebel Eltron,Tankless Water Heaters - Electric,1208.31,17.8,,67.9,40.72,tempra-24-tankless-whole-house-electric-water-heater,44353372880999,7716729225319
GVLF-473-200.050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1207.29,0.5,,2414.6,40.69,2x1-2-tee-316-stainless-steel-press,44353402404967,7716757733479
GVLF-478-200.050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1207.29,0.34,,3550.9,40.69,2x1-2-tee-female-316-stainless-steel-press,44353403813991,7716759142503
CTSF-BF008,CTS Fabrication,Copper Sweat Fittings,1206.87,0.39,,3094.5,40.67,8-sweat-copper-coated-4-bolt-flange-adapter-150-lb,44350509383783,7715343892583
WOOD-B22P-6,"Woodford Manufacturing Company, LLC",Hot & Cold Box Hydrants,1199.75,3.0,,399.9,40.43,model-b22-hot-cold-box-hydrants-fip-mip-1-2-3-4-connection-wall-depth-6,44353497137255,7716843094119
COPT-075-KS,Mueller Streamline,Type K Soft,1195.8,38.46,,31.1,40.3,3-4-x-60-copper-tube-k-soft,44351113592935,7715644899431
MILW-2823-20,Milwaukee Tools,Lawn Mowers,1191.09,0.73,,1631.6,40.14,m18-fuel-21-self-propelled-dual-battery-mower,44350915149927,7715536207975
MPEX-3251200,MrPEX Systems,Manifolds (Radiant Heating),1189.72,0.8,,1487.1,40.09,12-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003557991,7715599548519
IBCT-P-158B,IBC,IBC Parts,1187.25,2.19,,542.1,40.01,fan-replacement-kit-sl-30-175-45-260,44350819106919,7715476766823
NORT-NSC31,NorthStar,Water Softeners,1185.93,1.94,,611.3,39.97,31-300-grain-water-softener-ideal-for-medium-to-large-households-8-ppm-clear-water-ferrous-iron-reduction,44351199740007,7715671834727
MOEN-S664NL,Moen,Pot Fillers,1182.6,1.0,,1182.6,39.85,moen-traditional-wall-mounted-swing-arm-potfiller-in-nickel,44350985338983,7715583950951
HLNK-20154,HeatLink,Non-Barrier Tubing,1178.88,13.14,,89.7,39.73,heatlink-2-x-100-black-print-on-white-purelink-plus-uv-stabilized-pex-a-tubing,44350774050919,7715460382823
NAVA-NP4DLM,NAVAC,Refrigeration Tools,1175.37,5.5,,213.7,39.61,breakfree-cordless-vacuum-pump-4-cfm,44351182372967,7715666919527
RZNR-UWS-15/21,Reznor,Hydronic Unit Heaters,1174.08,2.19,,536.1,39.57,21-000-btu-uws-hot-water-suspended-unit-heater,44351339364455,7715752378471
MPEX-3810900,MrPEX Systems,Manifolds (Radiant Heating),1167.45,0.8,,1459.3,39.34,9-loop-composite-manifold-valve-flowmeter-complete-kit,44351004541031,7715600400487
MLWV-CL223E-D212,Milwaukee Valve,Butterfly Valves,1159.77,1.8,,644.3,39.08,2-1-2-lug-pattern-cast-iron-butterfly-valve-200-psi-epdm-seat-bronze-disc,44350952931431,7715565830247
BRIZ-63074LF-GL,Brizo,Pull-Out Faucets,1158.27,5.0,,231.7,39.03,brizo-rook-pull-down-faucet-luxe-gold,44350368579687,7715260760167
WILK-114-600XL,Zurn Wilkins,Pressure Reducing Valves,1157.14,7.4,,156.4,39.0,1-1-4-600xl-pressure-reducing-valve,44353501495399,7716847386727
GVLF-478-150.100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1156.98,0.34,,3402.9,38.99,1-1-2x1-tee-female-316-stainless-steel-press,44353403748455,7716759076967
MILW-2674-22C,Milwaukee Tools,Press Tools and Kits,1141.49,6.31,,180.9,38.47,m18-short-throw-press-tool-kit-with-pex-crimp-jaws,44350914592871,7715535650919
MILW-3476-20,Milwaukee Tools,Grinders & Cutoff Saws (M18),1141.45,10.67,,107.0,38.47,m18-fuel-10-gauge-nibbler,44350916460647,7715537518695
MILW-49-16-2496,Milwaukee Tools,Press Jaws,1141.45,3.4,,335.7,38.47,1-2-1-ips-p-press-jaw-kit-for-m12-force-logic-press-tool,44350937235559,7715554590823
MOEN-S665BL,Moen,Pot Fillers,1138.75,1.0,,1138.8,38.38,moen-modern-wall-mounted-swing-arm-potfiller-in-matte-black,44350985371751,7715583983719
JOMA-100-211XLCG,Jomar,Press Ball Valves,1137.11,3.58,,317.6,38.32,4-press-full-port-2-piece-press-xlc-connection-dezincification-resistant-brass-200-wog,44350828019815,7715484106855
GROH-30.295GN0,Grohe,Semi-Pro Faucets,1132.23,5.0,,226.4,38.16,single-handle-semi-pro-dual-spray-kitchen-faucet-1-75-gpm,44350725783655,7715432661095
MLWV-1403-300,Milwaukee Valve,Check Valves,1130.32,1.33,,849.9,38.09,3-wafer-cast-iron-check-valve-class-125-stainless-steel-seat-stainless-steel-disc,44350948868199,7715562520679
TACO-ACUF-250-AF-2,Taco Comfort Solutions,Balancing Valves,1129.47,1.8,,627.5,38.06,2-1-2-flanged-accu-flo-balancing-valve,44353380745319,7716736237671
GVLF-478-150.075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1126.8,0.5,,2253.6,37.97,1-1-2x3-4-tee-female-316-stainless-steel-press,44353403715687,7716759044199
COPT-050-KS/100,Mueller Streamline,Type K Soft,1118.0,34.4,,32.5,37.68,1-2-x-100-copper-tube-k-soft,44351112642663,7715644538983
MPEX-3251100,MrPEX Systems,Manifolds (Radiant Heating),1114.51,0.8,,1393.1,37.56,11-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003525223,7715599515751
MLWV-590T-200,Milwaukee Valve,Globe Valves,1112.91,1.8,,618.3,37.51,2-fip-x-fip-bronze-globe-valve-150-swp-300-wog-rising-stem-ptfe-seat-tfe-disc,44350950670439,7715564060775
MOUN-MT1801-NL/CPB,Mountain Plumbing Products,Hot & Cold Beverage Faucets,1108.5,5.0,,221.7,37.36,hot-cold-water-faucet-with-modern-curved-body-handles-polished-chrome,44350996709479,7715593814119
BRIZ-65330LF-BN-ECO,Brizo,Widespread Faucets,1107.75,22.0,,50.4,37.33,brizo-virage-widespread-lavatory-faucet-brushed-nickel,44350370021479,7715261415527
BOSC-BMS500-AAU012-1AHWXD,Bosch,Wall Mount Head Units,1107.74,2.0,,553.9,37.33,1-ton-ductless-mini-split-indoor-wall-mounted-unit-12-000-btu-r454b-208-230v,44350355406951,7715252568167
GVLF-442-200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1106.68,0.34,,3254.9,37.3,2-tee-316-stainless-steel-press,44353401421927,7716756750439
GVLF-473-150.100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1106.68,0.5,,2213.4,37.3,1-1-2x1-tee-316-stainless-steel-press,44353402372199,7716757700711
MILW-2929-22,Milwaukee Tools,Band Saws (M18),1106.22,0.73,,1515.4,37.28,m18-fuel-deep-cut-band-saw-kit,44350915772519,7715536830567
TACO-008-CT,Taco Comfort Solutions,Hot Water Recirculating Pumps,1104.42,2.0,,552.2,37.22,tacogenie-hot-water-recirc-system-stainless-steel-1-2-male-npt-taco-008-ct,44353378549863,7716734599271
SLOA-3315025BT,Sloan,Hands-Free Faucets,1096.29,5.0,,219.3,36.94,optima-sensor-faucet-ebf650-bat-cp-0-5-gpm-mlm-fct-commercial-grade-ada-compliant-electronic-sensor-activated-cast-brass-4-centerset-hand-washing-faucet-with-the-following-features-4-centers-in-polish,44351420399719,7715794485351
MLWV-509-212,Milwaukee Valve,Check Valves,1091.26,3.0,,363.8,36.78,2-1-2-fip-x-fip-bronze-check-valve-125-swp-200-wog-horizonatal-swing-bronze-seat,44350949884007,7715563405415
GROH-26.420000,Grohe,Thermostatic Valve Trims,1085.14,1.0,,1085.1,36.57,thermostatic-shower-system-in-grohe-chrome,44350722605159,7715429941351
TEKM-091,tekmar Control Systems,Snow Melt Controls,1081.5,2.19,,493.8,36.45,tekmar-snow-melt-control-slab-sensor-091,44353382449255,7716737876071
BRIZ-81399-BN,Brizo,Rain Heads,1080.66,5.0,,216.1,36.42,brizo-essential-12-linear-square-single-function-raincan-shower-head-brushed-nickel,44350371004519,7715262398567
TACO-009-SF5,Taco Comfort Solutions,Fixed Speed Circulators,1078.77,0.5,,2157.5,36.35,009-series-stainless-steel-flanged-rotated-115v-60-1,44353379237991,7716734730343
ROHL-U.1998,Perrin & Rowe,Hot & Cold Beverage Faucets,1078.35,5.0,,215.7,36.34,high-performance-hot-water-tank-in,44351279759463,7715718266983
AXIM-DMF150,Axiom,System Fill Tanks & Autofills,1074.97,3.5,,307.1,36.23,dmf150-pressure-pal-digital-mini-system-feeder,44350332600423,7715245686887
SLOA-3365163BT,Sloan,Hands-Free Faucets,1073.82,5.0,,214.8,36.19,optima-sensor-faucet-etf610-4-plg-cp-0-5-gpm-mlm-fct-commercial-grade-ada-compliant-electronic-sensor-activated-brass-pedestal-hand-washing-faucet-with-the-following-features-single-hole-in-polished-c,44351422136423,7715795730535
MPEX-3810800,MrPEX Systems,Manifolds (Radiant Heating),1073.43,0.8,,1341.8,36.17,8-loop-composite-manifold-valve-flowmeter-complete-kit,44351004508263,7715600367719
MLWV-2974-M-300,Milwaukee Valve,Check Valves,1069.56,1.33,,804.2,36.04,3-flange-x-flange-cast-iron-check-valve-125-swp-200-wog-horizontal-swing-bronze-seat-solid-wedge-disc,44350949654631,7715563208807
SLOA-3335061,Sloan,Hands-Free Faucets,1067.32,5.0,,213.5,35.97,optima-sensor-faucet-eaf250-ism-cp-battery-faucet-iq-commercial-grade-ada-compliant-electronic-sensor-activated-cast-brass-hand-washing-faucet-with-the-following-features-single-hole-in-polished-chrom,44351421743207,7715795337319
TACO-0026E-F2,Taco Comfort Solutions,Variable Speed Circulators,1061.32,2.19,,484.6,35.77,0026ee-series-vm2644-hd1-rc2w00-cast-iron-ecm-high-efficiency-variable-speed-flange-rotated-analog-115-208-230-50-60-hz,44353377894503,7716733943911
GVLF-473-150.075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1056.38,0.34,,3107.0,35.6,1-1-2x3-4-tee-316-stainless-steel-press,44353402339431,7716757667943
GVLF-478-150.050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1056.38,0.5,,2112.8,35.6,1-1-2x1-2-tee-female-316-stainless-steel-press,44353403682919,7716759011431
GVLF-469-100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1056.15,0.34,,3106.3,35.59,1-ball-valve-316-stainless-steel-press,44353401815143,7716757143655
CALE-549567A,Caleffi North America,Hydro Separators,1055.03,5.5,,191.8,35.55,sep-4-4-in-1-union-1-1-4-press,44350382964839,7715272884327
GROH-30.2952430,Grohe,Semi-Pro Faucets,1054.02,5.0,,210.8,35.52,single-handle-semi-pro-dual-spray-kitchen-faucet-1-75-gpm-in-matte-black,44350725685351,7715432595559
BOSC-BMS500-AAS012-0AHWXD,Bosch,Wall Mount Head Units,1050.27,2.0,,525.1,35.39,1-ton-ductless-mini-split-indoor-universal-wall-unit-12-000-btu-r454b-115v,44350354620519,7715252240487
ELKA-DLR-2219-10-1,Elkay,Drop-In Sinks,1046.07,1.0,,1046.1,35.25,elkay-lustertone-classic-stainless-steel-22-x-19-1-2-x-10-1-8-1-hole-single-bowl-drop-in-sink,44350690164839,7715408707687
MILW-48-21-8000,Milwaukee Tools,PACKOUT,1043.67,5.5,,189.8,35.17,packout-rack,44350921080935,7715542106215
MPEX-3251000,MrPEX Systems,Manifolds (Radiant Heating),1039.31,0.8,,1299.1,35.02,10-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003492455,7715599482983
GROH-26.490000,Grohe,Thermostatic Valve Trims,1038.82,1.0,,1038.8,35.01,thermostatic-tub-shower-system-in-grohe-chrome,44350722867303,7715430137959
MLWV-1425-212,Milwaukee Valve,Check Valves,1033.62,1.33,,777.2,34.83,2-1-2-wafer-cast-iron-check-valve-class-125-stainless-steel-seat-stainless-steel-disc,44350948999271,7715562651751
GVLF-478-150-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1030.83,0.34,,3031.9,34.74,1-1-2-tee-female-316-stainless-steel-press,44353403650151,7716758978663
IBCT-P-249,IBC,IBC Parts,1025.26,2.19,,468.2,34.55,fan-replacement-kit-sl-35-199,44350819631207,7715477094503
GROH-29.138A00,Grohe,Thermostatic Valve Trims,1016.81,1.0,,1016.8,34.27,triple-function-thermostatic-valve-trim-in-grohe-hard-graphite,44350725292135,7715432235111
RZNR-UWS-10/15,Reznor,Hydronic Unit Heaters,1015.54,2.19,,463.7,34.22,15-000-btu-uws-hot-water-suspended-unit-heater,44351339331687,7715752345703
AMST-9047.044.020,American Standard,Flush Valve Parts & Accessories,1014.46,3.0,,338.2,34.19,high-rough-in-kit-for-side-mount-retrofit,44350260740199,7715218587751
DURA-2346830000,Duravit,Wall-Mount Sinks,1014.0,1.0,,1014.0,34.17,duravit-me-by-starck-32-5-8-rectangular-wall-mounted-sink-in-white-with-single-faucet-hole-and-with-overflow,44350684627047,7715403464807
WATT-0556016,Watts,Relief Valves,1011.39,2.32,,435.9,34.08,3-4-lead-free-brass-automatic-reseating-t-and-p-relief-valve-150-psi-210-degree-f-test-lever-5-extension-thermostat,44353488846951,7716835393639
HGRO-04824670,Hansgrohe,Rain Heads,1006.2,5.0,,201.2,33.91,hansgrohe-locarno-showerhead-240-1-jet-1-75-gpm-in-matte-black,44350758387815,7715454156903
GVLF-473-150.050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1006.08,0.34,,2959.1,33.9,1-1-2x1-2-tee-316-stainless-steel-press,44353402306663,7716757635175
GVLF-485-100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,1006.08,0.34,,2959.1,33.9,1-union-316-stainless-steel-press,44353404829799,7716760092775
NHSF-1000-TET,Tyler Pipe Company,No Hub Fittings,1001.5,5.7,,175.7,33.75,10-x-10-x-10-nh-x-nh-x-nh-gray-cast-iron-sanitary-test-straight-tee-without-plug,44353405517927,7716760715367
GROH-26.128002,Grohe,Thermostatic Valve Trims,997.82,1.0,,997.8,33.63,260-cooltouch-thermostatic-shower-system-1-75-gpm-in-grohe-chrome,44350722474087,7715429810279
GROH-31.401000,Grohe,Semi-Pro Faucets,991.74,10.1,,98.2,33.42,single-handle-semi-pro-dual-spray-kitchen-faucet-1-75-gpm-in-grohe-chrome,44350725980263,7715432857703
MLWV-2974-M-212,Milwaukee Valve,Check Valves,986.64,1.33,,741.8,33.25,2-1-2-flange-x-flange-cast-iron-check-valve-125-swp-200-wog-horizontal-swing-bronze-seat-solid-wedge-disc,44350949589095,7715563143271
GVLF-442-150-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,985.95,0.34,,2899.9,33.23,1-1-2-tee-316-stainless-steel-press,44353401389159,7716756717671
MILW-3670-22,Milwaukee Tools,Grinders & Cutoff Saws (M18),985.11,10.67,,92.3,33.2,m18-fuel-4-1-2-6-braking-grinder-paddle-switch-kit,44350916690023,7715537748071
CALE-535671HA,Caleffi North America,Pressure Reducing Valves,984.0,2.4,,410.0,33.16,presscal-prv-asse-1003-1-1-4-press-w-pressure-gauge,44350382506087,7715272491111
HGRO-72800251,Hansgrohe,Pull-Out Faucets,981.9,5.0,,196.4,33.09,hansgrohe-talis-n-higharc-kitchen-faucet-o-style-2-spray-pull-down-1-75-gpm-in-brushed-gold-optic,44350772379751,7715459006567
HGRO-72800671,Hansgrohe,Pull-Out Faucets,981.9,5.0,,196.4,33.09,hansgrohe-talis-n-higharc-kitchen-faucet-o-style-2-spray-pull-down-1-75-gpm-in-matte-black,44350772412519,7715459039335
HGRO-72800801,Hansgrohe,Pull-Out Faucets,981.9,5.0,,196.4,33.09,hansgrohe-talis-n-higharc-kitchen-faucet-o-style-2-spray-pull-down-1-75-gpm-in-stainless-steel-optic,44350772478055,7715459104871
MPEX-3810700,MrPEX Systems,Manifolds (Radiant Heating),981.62,0.8,,1227.0,33.08,7-loop-composite-manifold-valve-flowmeter-complete-kit,44351004442727,7715600334951
