prioridade,sku,titulo,marca,categoria,preco_usd,peso_atual_lb_INCORRETO,peso_real_lb_PREENCHER
3,GERB-D520030LSTC,Gerber D520030LSTC Amalfi 1H Tub & Shower Trim Kit & Treysta Cartridge w/ Diverter on Spout Less Showerhead Chrome,Gerber,Tub-Shower Trim Sets,115.02,80.0,
3,GERB-D500122TC,Gerber D500122TC Antioch 1H Tub & Shower Trim Kit w/ Diverter on Spout & Treysta Cartridge 1.75gpm Chrome,Gerber,Tub-Shower Trim Sets,114.21,80.0,
3,MATC-VE-870C,"Matco-Norca VE-870C Three Handle Tub & Shower Trim, Slip on Spout - Chrome",Matco-Norca,Tub-Shower Trim Sets,119.15,80.0,
3,MOEN-T933ORB,Moen Brantford 2-Handle Deck-Mount Roman Tub Faucet Trim Kit in Oil Rubbed Bronze (Valve Sold Separately) T933ORB,Moen,Deck-Mount Tub Faucets,488.91,80.0,
3,MOEN-T943ORB,Moen T943ORB Eva 2-Handle Deck-Mount Roman Tub Faucet Trim Kit in Oil Rubbed Bronze (Valve Sold Separately),Moen,Deck-Mount Tub Faucets,488.91,80.0,
3,MOEN-TS2713EP,Moen TS2713EP 90 Degree Posi-Temp Single-Handle 1-Spray Tub and Shower Faucet Trim Kit in Chrome (Valve Sold Separately),Moen,Tub-Shower Trim Sets,477.53,80.0,
3,MOEN-T373BN,Moen T373BN Glyde 2-Handle High-Arc Roman Tub Faucet in Brushed Nickel (Valve Sold Separately),Moen,Deck-Mount Tub Faucets,444.40,80.0,
3,MOEN-T908BN,Moen T908BN Genta LX 2-Handle Deck-Mount High Arc Roman Tub Faucet Trim Kit in Brushed Nickel(Valve Sold Separately),Moen,Deck-Mount Tub Faucets,444.40,80.0,
3,MOEN-T933BN,Moen T933BN Brantford 2-Handle Deck-Mount Roman Tub Faucet Trim Kit in Brushed Nickel (Valve Sold Separately),Moen,Deck-Mount Tub Faucets,444.40,80.0,
3,MOEN-T943BN,Moen T943BN Eva 2-Handle Deck-Mount Roman Tub Faucet Trim Kit in Brushed Nickel (Valve Sold Separately),Moen,Deck-Mount Tub Faucets,444.40,80.0,
3,MOEN-T2193NHBL,Moen T2193NHBL Align Single-Handle Posi-Temp Tub and Shower Faucet Trim Kit in Matte Black (Shower Head and Valve Not Included),Moen,Tub-Shower Trim Sets,425.78,80.0,
3,MOEN-S176EPBL,"Moen S176EPBL Align 1-Spray Eco-Performance 7"" Single Tub Wall Mount Fixed Shower Head in Matte Black",Moen,Rain Heads,380.62,80.0,
3,MOEN-UT2843EPBN,Moen UT2843EPBN Glyde M-CORE 2-Series Eco Performance 1-Handle Tub and Shower Trim Kit in Brushed Nickel (Valve Sold Separately),Moen,Tub-Shower Trim Sets,370.62,80.0,
3,MOEN-9793,Moen 9793 M-Pact 2-Handle 4-Hole Roman Tub Adjustable Rough-In Valve with Shower Diverter - 1/2 in. PEX/CPVC Connection,Moen,Deck-Mount Tub Faucets,366.41,80.0,
3,MOEN-9792,Moen 9792 M-Pact 2-Handle 4-Hole Roman Tub Adjustable Rough-In Valve with Shower Diverter - 1/2 in. CC Connection,Moen,Deck-Mount Tub Faucets,358.02,80.0,
3,MOEN-T4943ORB,Moen Brantford 2-Handle Deck-Mount Roman Tub Faucet Trim Kit in Oil Rubbed Bronze (Valve Sold Separately) T4943ORB,Moen,Deck-Mount Tub Faucets,321.78,80.0,
3,MOEN-T933,Moen T933 Brantford 2-Handle Deck-Mount Roman Tub Faucet Trim Kit in Chrome (Valve Sold Separately),Moen,Deck-Mount Tub Faucets,297.03,80.0,
3,MOEN-T943,Moen T943 Eva 2-Handle Deck-Mount Roman Tub Faucet Trim Kit in Chrome (Valve Sold Separately),Moen,Deck-Mount Tub Faucets,297.03,80.0,
3,MOEN-T2193EP,Moen T2193EP Align Single-Handle Posi-Temp Eco-Performance Tub and Shower Faucet Trim Kit in Chrome (Valve Sold Separately),Moen,Tub-Shower Trim Sets,293.95,80.0,
3,MOEN-T2813EP,Moen T2813EP Rizon 1-Handle 1-Spray Posi-Temp Tub and Shower Faucet Trim Kit in Chrome (Valve Sold Separately),Moen,Tub-Shower Trim Sets,293.95,80.0,
3,MOEN-T961,Moen T961 Gibson 2-Handle Deck-Mount Roman Tub Faucet in Chrome,Moen,Deck-Mount Tub Faucets,290.72,80.0,
3,MOEN-T990,Moen T990 Chateau 2-Handle Low Arc Roman Tub Faucet Trim in Chrome (Valve Sold Separately),Moen,Deck-Mount Tub Faucets,280.31,80.0,
3,MOEN-T2153EPORB,Moen T2153EPORB Brantford Single-Handle 1-Spray Posi-Temp Tub and Shower Faucet Trim Kit in Oil Rubbed Bronze (Valve Sold Separately),Moen,Tub-Shower Trim Sets,249.28,80.0,
3,MOEN-T2133EPBN,Moen T2133EPBN Eva 1-Handle Posi-Temp Tub and Shower Trim Kit with Eco-Performance Showerhead in Brushed Nickel (Valve Sold Separately),Moen,Tub-Shower Trim Sets,226.56,80.0,
3,MOEN-T2743BN,Moen T2743BN Glyde 1-Spray Single-Handle Posi-Temp Tub and Shower Faucet Trim Kit in Brushed Nickel (Valve Sold Separately),Moen,Tub-Shower Trim Sets,226.56,80.0,
3,MOEN-UTL172EP,Moen UTL172EP Legend M-CORE 3-Series 1-Handle Eco-Performance Tub and Shower Trim Kit in Chrome (Valve Sold Separately),Moen,Tub-Shower Trim Sets,214.05,80.0,
3,MOEN-T2473EPBL,Moen T2473EPBL Genta LX 1-Handle Posi-Temp Eco-Performance Tub and Shower Faucet Trim Kit in Matte Black (Valve Not Included),Moen,Tub-Shower Trim Sets,197.69,80.0,
3,MOEN-4793,Moen 4793 M-Pact 2-Handle 3-Hole Roman Tub Adjustable Rough-In Valve - 1/2 in. CPVC PEX Connection,Moen,Deck-Mount Tub Faucets,179.94,80.0,
3,MOEN-T2221,Moen T2221 Greenfield Posi-Temp Tub/Shower Valve Trim Only in Chrome,Moen,Pressure Balance Valve Trims,172.53,80.0,
3,MOEN-4794,Moen 4794 M-Pact 2-Handle 3-Hole Roman Tub Adjustable Rough-In Valve - 1/2 in. Crimp Ring PEX Connection,Moen,Deck-Mount Tub Faucets,171.56,80.0,
3,MOEN-T2139EP,Moen T2139EP Eva Chrome Posi-Temp(R) tub/shower,Moen,Tub-Shower Trim Sets,159.81,80.0,
3,MOEN-4792,Moen 4792 M-Pact 2-Handle 3-Hole Roman Tub Adjustable Rough-In Valve - 1/2 in. CC Connection,Moen,Roman Tub Valves,158.88,80.0,
3,MOEN-T2693NH,Moen T2693NH Voss Posi-Temp Tub and Shower Trim Kit Less Showerhead in Chrome (Valve not included),Moen,Tub-Shower Trim Sets,155.64,80.0,
3,MOEN-4798,Moen 4798 M-Pact 2-Handle 3-Hole Roman Tub 10 in. Center Rough-In Valve - 1/2 in. Wirsbo PEX Connection,Moen,Deck-Mount Tub Faucets,152.61,80.0,
3,MOEN-T2470BL,Moen T2470BL Genta LX Matte black Posi-Temp(R) with diverter tub/shower valve only,Moen,Diverter Valves,131.79,80.0,
3,NORI-EZ2-CK,"Noritz EZ2-CK 2"" Flex Vent Conversion Kit",Noritz,Water Heater Vent Kits,179.91,76.0,
3,RHEE-RTG20322,Rheem Pipe Cover For Iconic,Rheem Manufacturing,Water Heater Vent Kits,344.34,76.0,
3,RHEE-SP21088,Rheem Non-Return Valve For Common Venting,Rheem Manufacturing,Water Heater Vent Kits,130.19,76.0,
3,WATT-0274513,"Watts 0274513 3/4"" Bronze Boiler Pressure Relief Valve, 50 psi, Threaded Female Connections",Watts,Relief Valves,141.84,120.0,
3,WATT-0382008,"Watts 0382008 3/4"" Iron Boiler Pressure Relief Valve, 30 psi, Expanded Outlets",Watts,Relief Valves,115.02,120.0,
