Handle,Command,Body HTML
two-way-fan-coil-valve-1-2-in-sweat-1-0-cv-0-9-kvs,UPDATE,"<p>The Two-way Fan Coil Valve, 1/2 in Sweat, 1.0 Cv/0.9 Kvs by Resideo is part of our fan coil zone valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU52S2002/U</li>
<li>
<strong>UPC:</strong> 085267824033</li>
<li>
<strong>Category:</strong> Fan Coil Zone Valves</li>
</ul>"
two-way-fan-coil-valve-1-2-in-sweat-2-5-cv-2-1-kvs,UPDATE,"<p>The Two-way Fan Coil Valve, 1/2 in Sweat, 2.5 Cv/2.1 Kvs by Resideo is part of our fan coil zone valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU52S2010/U</li>
<li>
<strong>UPC:</strong> 085267824040</li>
<li>
<strong>Category:</strong> Fan Coil Zone Valves</li>
</ul>"
two-way-fan-coil-valve-1-2-in-sweat-3-5-cv-3-0-kvs,UPDATE,"<p>The Two-way Fan Coil Valve, 1/2 in Sweat, 3.5 Cv/3.0 Kvs by Resideo is part of our fan coil zone valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU52S2028/U</li>
<li>
<strong>UPC:</strong> 085267824057</li>
<li>
<strong>Category:</strong> Fan Coil Zone Valves</li>
</ul>"
two-way-fan-coil-valve-1-2-in-npt-3-5-cv-3-0-kvs-hone-vu53n1009-u,UPDATE,"<p>The Two-way Fan Coil Valve, 1/2 in NPT, 3.5 Cv/3.0 Kvs by Resideo is part of our fan coil zone valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU53N1009/U</li>
<li>
<strong>UPC:</strong> 085267821018</li>
<li>
<strong>Category:</strong> Fan Coil Zone Valves</li>
</ul>"
two-way-fan-coil-valve-1-2-in-sweat-1-0-cv-0-9-kvs-hone-vu53s2018-u,UPDATE,"<p>The Two-way Fan Coil Valve, 1/2 in Sweat, 1.0 Cv/0.9 Kvs by Resideo is part of our fan coil zone valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU53S2018/U</li>
<li>
<strong>UPC:</strong> 085267823951</li>
<li>
<strong>Category:</strong> Fan Coil Zone Valves</li>
</ul>"
two-way-fan-coil-valve-1-2-in-sweat-3-5-cv-3-0-kvs-hone-vu53s2034-u,UPDATE,"<p>The Two-way Fan Coil Valve, 1/2 in Sweat, 3.5 Cv/3.0 Kvs by Resideo is part of our fan coil zone valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU53S2034/U</li>
<li>
<strong>UPC:</strong> 085267823975</li>
<li>
<strong>Category:</strong> Fan Coil Zone Valves</li>
</ul>"
three-way-fan-coil-valve-1-2-in-sweat-4-0-cv-3-4-kvs,UPDATE,"<p>The Three-way Fan Coil Valve, 1/2 in Sweat, 4.0 Cv/3.4 Kvs by Resideo is part of our fan coil zone valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU54S2008/U</li>
<li>
<strong>UPC:</strong> 085267824002</li>
<li>
<strong>Category:</strong> Fan Coil Zone Valves</li>
</ul>"
l5-wifi-actuator-with-1-in-npt-ball-valve,UPDATE,"<p>The L5 WiFi Actuator with 1 in NPT Ball Valve by Resideo is part of our leak detection valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VWS02Y-1</li>
<li>
<strong>UPC:</strong> 194159007925</li>
<li>
<strong>Category:</strong> Leak Detection Valves</li>
</ul>"
l5-wifi-actuator-with-1-2-in-npt-ball-valve,UPDATE,"<p>The L5 WiFi Actuator with 1/2 in NPT Ball Valve by Resideo is part of our leak detection valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VWS02Y-1/2</li>
<li>
<strong>UPC:</strong> 194159007901</li>
<li>
<strong>Category:</strong> Leak Detection Valves</li>
</ul>"
l5-wifi-actuator-with-1-1-4-in-npt-ball-valve,UPDATE,"<p>The L5 WiFi Actuator with 1 1/4 in NPT Ball Valve by Resideo is part of our leak detection valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VWS02Y-11/4</li>
<li>
<strong>UPC:</strong> 194159007932</li>
<li>
<strong>Category:</strong> Leak Detection Valves</li>
</ul>"
l5-wifi-actuator-with-3-4-in-npt-ball-valve,UPDATE,"<p>The L5 WiFi Actuator with 3/4 in NPT Ball Valve by Resideo is part of our leak detection valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VWS02Y-3/4</li>
<li>
<strong>UPC:</strong> 194159007918</li>
<li>
<strong>Category:</strong> Leak Detection Valves</li>
</ul>"
cable-sensor-for-l1-wifi-water-leak-and-freeze-detector,UPDATE,"<p>The Cable Sensor for L1 WiFi Water Leak and Freeze Detector by Resideo is part of our leak detection valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> WLD3CABLE</li>
<li>
<strong>UPC:</strong> 194159013674</li>
<li>
<strong>Category:</strong> Leak Detection Valves</li>
</ul>"
thermostat-with-air-sensor-and-equipment-module,UPDATE,"<p>The Thermostat with Air Sensor and Equipment Module by Resideo is part of our programmable thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> YTH6320R1001/U</li>
<li>
<strong>UPC:</strong> 085267329408</li>
<li>
<strong>Category:</strong> Programmable Thermostats</li>
</ul>"
prestige-iaq-kit-plus-wireless-outdoor-sensor,UPDATE,"<p>The Prestige® IAQ Kit plus wireless outdoor sensor by Resideo is part of our smart thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> YTHX9421R5101WW/U</li>
<li>
<strong>UPC:</strong> 085267025850</li>
<li>
<strong>Category:</strong> Smart Thermostats</li>
<li>
<strong>Shipping Weight:</strong> 5 lb</li>
</ul>"
prestige-2-wire-iaq-kit-with-high-definition-color-touchscreen-white-front-white-sides-thermostat-with-redlink-technology-and-sensors,UPDATE,"<p>The Prestige® 2-Wire IAQ Kit with high definition color touchscreen white front/white sides thermostat with RedLINK® technology and sensors by Resideo is part of our smart thermostats selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> YTHX9421R7001WW/U</li>
<li>
<strong>UPC:</strong> 085267966276</li>
<li>
<strong>Category:</strong> Smart Thermostats</li>
</ul>"
