handle,modelo,tipo,title,chars_antes,descricao_anterior
no-rebuild-kit-for-1-2-to-1-in-vu52-fan-coil-valve,QVU8142A3231,Zone Valve Parts,Resideo QVU8142A3231/U NO Rebuild Kit for 1/2 to 1 in VU52 Fan Coil Valve,431,"<p>The NO Rebuild Kit for 1/2 to 1 in VU52 Fan Coil Valve by Resideo is part of our zone valve parts selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> QVU8142A3231/U</li>
<li>
<strong>UPC:</strong> 085267881296</li>
<li>
<strong>Category:</strong> Zone Valve Parts</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
replacement-ball-and-o-ring-kit,272742A,Zone Valve Parts,Resideo 272742A/U Replacement ball and O-ring kit,260,"<p>The Replacement ball and O-ring kit by Resideo is part of our zone valve parts selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 272742A/U</li>
<li>
<strong>Category:</strong> Zone Valve Parts</li>
</ul>"
replacement-head-for-v4043a-120-v-ac-60-hz,40003916-024,Zone Valve Replacement Heads,"Resideo 40003916-024/U Replacement Head for V4043A, 120 V AC, 60 Hz",347,"<p>The Replacement Head for V4043A, 120 V AC, 60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 40003916-024/U</li>
<li>
<strong>UPC:</strong> 085267030762</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
replacement-head-for-v4044a-120-vac-60-hz-with-96-in-leads,40003916-047,Zone Valve Replacement Heads,"Resideo 40003916-047/U Replacement Head for V4044A, 120 VAC, 60 Hz with 96 in leads",363,"<p>The Replacement Head for V4044A, 120 VAC, 60 Hz with 96 in leads by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 40003916-047/U</li>
<li>
<strong>UPC:</strong> 085267030984</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
replacement-head-for-v8043a-5000-series-24-v-ac-50-60-hz,40003916-521,Zone Valve Replacement Heads,"Resideo 40003916-521/U Replacement Head for V8043A, 5000 series, 24 V AC, 50/60 Hz",362,"<p>The Replacement Head for V8043A, 5000 series, 24 V AC, 50/60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 40003916-521/U</li>
<li>
<strong>UPC:</strong> 085267833974</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
replacement-head-for-v8043b-24-v-ac-50-60-hz-normally-open,40003916-027,Zone Valve Replacement Heads,"Resideo 40003916-027/U Replacement Head for V8043B, 24 V AC, 50/60 Hz, Normally Open",364,"<p>The Replacement Head for V8043B, 24 V AC, 50/60 Hz, Normally Open by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 40003916-027/U</li>
<li>
<strong>UPC:</strong> 085267030793</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
replacement-head-for-v8043f-with-end-switch-24-v-ac-50-60-hz,40003916-048,Zone Valve Replacement Heads,"Resideo 40003916-048/U Replacement Head for V8043F, with End Switch, 24 V AC, 50/60 Hz",366,"<p>The Replacement Head for V8043F, with End Switch, 24 V AC, 50/60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 40003916-048/U</li>
<li>
<strong>UPC:</strong> 085267030991</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
replacement-head-for-v8044a-24-v-ac-50-60-hz,40003916-046,Zone Valve Replacement Heads,"Resideo 40003916-046/U Replacement Head for V8044A, 24 V AC, 50/60 Hz",349,"<p>The Replacement Head for V8044A, 24 V AC, 50/60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 40003916-046/U</li>
<li>
<strong>UPC:</strong> 085267030977</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
replacement-head-with-end-switch-for-v8044e-24-v-ac-50-60-hz,40003916-026,Zone Valve Replacement Heads,"Resideo 40003916-026/U Replacement Head with End Switch for V8044E, 24 V AC, 50/60 Hz",417,"<p>The Replacement Head with End Switch for V8044E, 24 V AC, 50/60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 40003916-026/U</li>
<li>
<strong>UPC:</strong> 085267030786</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
<li>
<strong>Shipping Weight:</strong> 0.38 lb</li>
</ul>"
thermostatic-radiator-valve-replacement-cartridge,CA110C107,Zone Valve Parts,Resideo CA110C107 Thermostatic Radiator Valve Replacement Cartridge,323,"<p>The Thermostatic Radiator Valve Replacement Cartridge by Resideo is part of our zone valve parts selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> CA110C107</li>
<li>
<strong>UPC:</strong> 085267039710</li>
<li>
<strong>Category:</strong> Zone Valve Parts</li>
</ul>"
two-position-actuator-for-vu52-normally-open-and-vu54-valve-bodies-120-v-60-hz,VU444A1007,Zone Valve Replacement Heads,"Resideo VU444A1007/U Two-Position Actuator for VU52 Normally Open and VU54 Valve Bodies, 120 V, 60 Hz",381,"<p>The Two-Position Actuator for VU52 Normally Open and VU54 Valve Bodies, 120 V, 60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU444A1007/U</li>
<li>
<strong>UPC:</strong> 085267823203</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
two-position-actuator-for-vu52-normally-open-and-vu54-valve-bodies-24-v-50-60-hz,VU844A1045,Zone Valve Replacement Heads,"Resideo VU844A1045/U Two-Position Actuator for VU52 Normally Open and VU54 Valve Bodies, 24 V, 50/60 Hz",383,"<p>The Two-Position Actuator for VU52 Normally Open and VU54 Valve Bodies, 24 V, 50/60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU844A1045/U</li>
<li>
<strong>UPC:</strong> 085267831277</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
two-position-actuator-for-vu52-normally-open-and-vu54-valve-bodies-24-v-50-60-hz-nickel-plated-motor,VU844A1060,Zone Valve Replacement Heads,"Resideo VU844A1060/U Two-Position Actuator for VU52 Normally Open and VU54 Valve Bodies, 24 V, 50/60 Hz, Nickel-Plated Motor",404,"<p>The Two-Position Actuator for VU52 Normally Open and VU54 Valve Bodies, 24 V, 50/60 Hz, Nickel-Plated Motor by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU844A1060/U</li>
<li>
<strong>UPC:</strong> 085267834513</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
two-position-actuator-for-vu53-normally-closed-valve-bodies-120-v-60-hz,VU443A1008,Zone Valve Replacement Heads,"Resideo Two-Position Actuator for VU53 Normally Closed Valve Bodies, 120 V, 60 Hz VU443A1008/B",374,"<p>The Two-Position Actuator for VU53 Normally Closed Valve Bodies, 120 V, 60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU443A1008/B</li>
<li>
<strong>UPC:</strong> 085267823180</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
two-position-actuator-for-vu53-normally-closed-valve-bodies-120-v-60-hz-hone-vu443a1008-u,VU443A1008,Zone Valve Replacement Heads,"Resideo Two-Position Actuator for VU53 Normally Closed Valve Bodies, 120 V, 60 Hz VU443A1008/U",374,"<p>The Two-Position Actuator for VU53 Normally Closed Valve Bodies, 120 V, 60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU443A1008/U</li>
<li>
<strong>UPC:</strong> 085267823180</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
two-position-actuator-for-vu53-normally-closed-valve-bodies-24-v-50-60-hz,VU843A1004,Zone Valve Replacement Heads,"Resideo Two-Position Actuator for VU53 Normally Closed Valve Bodies, 24 V, 50/60 Hz VU843A1004/U",376,"<p>The Two-Position Actuator for VU53 Normally Closed Valve Bodies, 24 V, 50/60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU843A1004/U</li>
<li>
<strong>UPC:</strong> 085267823197</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
two-position-actuator-for-vu53-normally-closed-valve-bodies-24-v-50-60-hz-hone-vu843a1020-u,VU843A1020,Zone Valve Replacement Heads,"Resideo Two-Position Actuator for VU53 Normally Closed Valve Bodies, 24 V, 50/60 Hz VU843A1020/U",376,"<p>The Two-Position Actuator for VU53 Normally Closed Valve Bodies, 24 V, 50/60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU843A1020/U</li>
<li>
<strong>UPC:</strong> 085267831260</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
two-position-actuator-for-vu53-normally-closed-valve-bodies-24-v-50-60-hz-hone-vu844a1003-u,VU844A1003,Zone Valve Replacement Heads,"Resideo Two-Position Actuator for VU53 Normally Closed Valve Bodies, 24 V, 50/60 Hz VU844A1003/U",376,"<p>The Two-Position Actuator for VU53 Normally Closed Valve Bodies, 24 V, 50/60 Hz by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VU844A1003/U</li>
<li>
<strong>UPC:</strong> 085267823210</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
vc-actuator-2-position-spst-100-130-vac,VC4011ZZ11,Zone Valve Replacement Heads,"Resideo VC4011ZZ11/U VC Actuator, 2-position, SPST, 100 -130 Vac",344,"<p>The VC Actuator, 2-position, SPST, 100 -130 Vac by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VC4011ZZ11/U</li>
<li>
<strong>UPC:</strong> 085267811712</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
vc-floating-actuator-sp3t-tri-state-floating-24-vac,VC6930ZZ32,Zone Valve Replacement Heads,"Resideo VC6930ZZ32/U VC Floating Actuator, SP3T (tri-state) Floating, 24 Vac",458,"<p>The VC Floating Actuator, SP3T (tri-state) Floating, 24 Vac by Resideo is part of our zone valve replacement heads selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VC6930ZZ32/U</li>
<li>
<strong>UPC:</strong> 085267832090</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
vc-modulating-actuator-0-2-10-vdc-24-vac,VC7934ZZ11,Zone Valve Replacement Heads,"Resideo VC7934ZZ11/U VC Modulating Actuator, (0)2-10 Vdc, 24 Vac",344,"<p>The VC Modulating Actuator, (0)2-10 Vdc, 24 Vac by Resideo is part of our zone valve replacement heads selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VC7934ZZ11/U</li>
<li>
<strong>UPC:</strong> 085267817295</li>
<li>
<strong>Category:</strong> Zone Valve Replacement Heads</li>
</ul>"
vc-series-replacement-cartridge-for-2-port-zone-valves,VCZZ1000,Zone Valve Parts,Resideo VCZZ1000/U VC Series Replacement Cartridge for 2-port zone valves,329,"<p>The VC Series Replacement Cartridge for 2-port zone valves by Resideo is part of our zone valve parts selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ1000/U</li>
<li>
<strong>UPC:</strong> 194159011540</li>
<li>
<strong>Category:</strong> Zone Valve Parts</li>
</ul>"
vc-series-replacement-cartridge-for-2-way-valve-with-equal-percentage-flow,VCZZ1400,Zone Valve Parts,Resideo VCZZ1400/U VC Series Replacement Cartridge for 2-Way Valve with Equal Percentage Flow,156,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ1400/U</li>
<li>
<strong>UPC:</strong> 085267818858</li>
</ul>"
vc-series-replacement-cartridge-for-2-way-valve-with-equal-percentage-low-flow,VCZZ1600,Zone Valve Parts,Resideo VCZZ1600/U VC Series Replacement Cartridge for 2-Way Valve with Equal Percentage Low Flow,156,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ1600/U</li>
<li>
<strong>UPC:</strong> 085267824194</li>
</ul>"
vc-series-replacement-cartridge-for-2-way-valve-with-extra-low-flow,VCZZ1500,Zone Valve Parts,Resideo VCZZ1500/U VC Series Replacement Cartridge for 2-Way Valve with Extra Low Flow,342,"<p>The VC Series Replacement Cartridge for 2-Way Valve with Extra Low Flow by Resideo is part of our zone valve parts selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ1500/U</li>
<li>
<strong>UPC:</strong> 085267824187</li>
<li>
<strong>Category:</strong> Zone Valve Parts</li>
</ul>"
vc-series-replacement-cartridge-for-2-way-valve-with-linear-flow,VCZZ7100,Zone Valve Parts,Resideo VCZZ7100/U VC Series Replacement Cartridge for 2-Way Valve with Linear Flow,339,"<p>The VC Series Replacement Cartridge for 2-Way Valve with Linear Flow by Resideo is part of our zone valve parts selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ7100/U</li>
<li>
<strong>UPC:</strong> 085267314077</li>
<li>
<strong>Category:</strong> Zone Valve Parts</li>
</ul>"
vc-series-replacement-cartridge-for-2-way-vc-valve-linear-flow,VCZZ1132,Zone Valve Parts,"Resideo VCZZ1132/U VC Series Replacement Cartridge for 2-Way VC Valve, Linear Flow",338,"<p>The VC Series Replacement Cartridge for 2-Way VC Valve, Linear Flow by Resideo is part of our zone valve parts selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ1132/U</li>
<li>
<strong>UPC:</strong> 085267833608</li>
<li>
<strong>Category:</strong> Zone Valve Parts</li>
</ul>"
vc-series-replacement-cartridge-for-2-way-vc-valve-with-equal-percentage-flow,VCZZ1432,Zone Valve Parts,Resideo VCZZ1432/U VC Series Replacement Cartridge for 2-Way VC Valve with Equal Percentage Flow,156,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ1432/U</li>
<li>
<strong>UPC:</strong> 085267833615</li>
</ul>"
vc-series-replacement-cartridge-for-vc-valve-3-way-with-equal-percentage-extra-low-flow,VCZZ6532,Zone Valve Parts,Resideo VCZZ6532/U VC Series Replacement Cartridge for VC Valve - 3-Way with Equal Percentage Extra Low Flow,156,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ6532/U</li>
<li>
<strong>UPC:</strong> 085267833677</li>
</ul>"
vc-series-replacement-cartridge-for-vc-valve-3-way-with-equal-percentage-low-flow,VCZZ6632,Zone Valve Parts,Resideo VCZZ6632/U VC Series Replacement Cartridge for VC Valve - 3-Way with Equal Percentage Low Flow,156,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ6632/U</li>
<li>
<strong>UPC:</strong> 085267833684</li>
</ul>"
vc-series-replacement-cartridge-for-vc-valve-3-way-with-equal-percentage-medium-flow,VCZZ6832,Zone Valve Parts,Resideo VCZZ6832/U VC Series Replacement Cartridge for VC Valve - 3-Way with Equal Percentage Medium Flow,156,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ6832/U</li>
<li>
<strong>UPC:</strong> 085267834667</li>
</ul>"
vc-series-replacement-cartridge-for-vc-valve-3-way-with-linear-flow,VCZZ6132,Zone Valve Parts,Resideo VCZZ6132/U VC Series Replacement Cartridge for VC Valve - 3-Way with Linear Flow,344,"<p>The VC Series Replacement Cartridge for VC Valve - 3-Way with Linear Flow by Resideo is part of our zone valve parts selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ6132/U</li>
<li>
<strong>UPC:</strong> 085267833653</li>
<li>
<strong>Category:</strong> Zone Valve Parts</li>
</ul>"
vczz1100-vc-series-replacement-cartridge,VCZZ1100,Zone Valve Parts,Resideo VCZZ1100/U VCZZ1100 VC series replacement cartridge,111,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VCZZ1100/U</li>
</ul>"
