ID,Command,Metafield: product.length [dimension],Metafield: product.width [dimension],Metafield: product.height [dimension]
7715382427751,UPDATE,"{""value"":6.8,""unit"":""in""}","{""value"":3.8,""unit"":""in""}","{""value"":3.15,""unit"":""in""}"
7715382460519,UPDATE,"{""value"":5.75,""unit"":""in""}","{""value"":4.75,""unit"":""in""}","{""value"":3.15,""unit"":""in""}"
7715382493287,UPDATE,"{""value"":5.75,""unit"":""in""}","{""value"":4.76,""unit"":""in""}","{""value"":3.13,""unit"":""in""}"
7715382526055,UPDATE,"{""value"":6.8,""unit"":""in""}","{""value"":5.8,""unit"":""in""}","{""value"":3.7,""unit"":""in""}"
7715382788199,UPDATE,"{""value"":6.8,""unit"":""in""}","{""value"":5.85,""unit"":""in""}","{""value"":3.8,""unit"":""in""}"
7715383279719,UPDATE,"{""value"":6.77,""unit"":""in""}","{""value"":5.91,""unit"":""in""}","{""value"":3.82,""unit"":""in""}"
7715383312487,UPDATE,"{""value"":6.75,""unit"":""in""}","{""value"":5.87,""unit"":""in""}","{""value"":3.78,""unit"":""in""}"
7715383345255,UPDATE,"{""value"":14.4,""unit"":""in""}","{""value"":1.77,""unit"":""in""}","{""value"":0.98,""unit"":""in""}"
7715383378023,UPDATE,"{""value"":20.39,""unit"":""in""}","{""value"":1.77,""unit"":""in""}","{""value"":0.98,""unit"":""in""}"
7715383574631,UPDATE,"{""value"":7.91,""unit"":""in""}","{""value"":1.77,""unit"":""in""}","{""value"":0.98,""unit"":""in""}"
7715383836775,UPDATE,"{""value"":7.75,""unit"":""in""}","{""value"":6.85,""unit"":""in""}","{""value"":3.7,""unit"":""in""}"
7715384000615,UPDATE,"{""value"":7.8,""unit"":""in""}","{""value"":6.89,""unit"":""in""}","{""value"":3.82,""unit"":""in""}"
7715384229991,UPDATE,"{""value"":7.8,""unit"":""in""}","{""value"":6.85,""unit"":""in""}","{""value"":3.75,""unit"":""in""}"
7715384361063,UPDATE,"{""value"":7.8,""unit"":""in""}","{""value"":6.85,""unit"":""in""}","{""value"":3.75,""unit"":""in""}"
7715384426599,UPDATE,"{""value"":7.8,""unit"":""in""}","{""value"":6.89,""unit"":""in""}","{""value"":3.82,""unit"":""in""}"
7715384492135,UPDATE,"{""value"":7.8,""unit"":""in""}","{""value"":6.89,""unit"":""in""}","{""value"":3.82,""unit"":""in""}"
7715384524903,UPDATE,"{""value"":8.74,""unit"":""in""}","{""value"":7.87,""unit"":""in""}","{""value"":3.78,""unit"":""in""}"
7715384590439,UPDATE,"{""value"":8.8,""unit"":""in""}","{""value"":7.8,""unit"":""in""}","{""value"":3.75,""unit"":""in""}"
7715384655975,UPDATE,"{""value"":6.7,""unit"":""in""}","{""value"":2.75,""unit"":""in""}","{""value"":0.35,""unit"":""in""}"
7715384688743,UPDATE,"{""value"":6.69,""unit"":""in""}","{""value"":2.76,""unit"":""in""}","{""value"":0.39,""unit"":""in""}"
7715384721511,UPDATE,"{""value"":2.76,""unit"":""in""}","{""value"":6.69,""unit"":""in""}","{""value"":0.28,""unit"":""in""}"
7715384754279,UPDATE,"{""value"":14.4,""unit"":""in""}","{""value"":1.77,""unit"":""in""}","{""value"":0.98,""unit"":""in""}"
7715384787047,UPDATE,"{""value"":20.39,""unit"":""in""}","{""value"":1.77,""unit"":""in""}","{""value"":0.98,""unit"":""in""}"
7715384819815,UPDATE,"{""value"":7.91,""unit"":""in""}","{""value"":1.77,""unit"":""in""}","{""value"":0.98,""unit"":""in""}"
7715384918119,UPDATE,"{""value"":8.8,""unit"":""in""}","{""value"":7.8,""unit"":""in""}","{""value"":3.75,""unit"":""in""}"
7715384950887,UPDATE,"{""value"":6.75,""unit"":""in""}","{""value"":3.85,""unit"":""in""}","{""value"":1.4,""unit"":""in""}"
7715384983655,UPDATE,"{""value"":3.94,""unit"":""in""}","{""value"":6.77,""unit"":""in""}","{""value"":1.38,""unit"":""in""}"
7715385016423,UPDATE,"{""value"":2.76,""unit"":""in""}","{""value"":6.77,""unit"":""in""}","{""value"":0.71,""unit"":""in""}"
7715385049191,UPDATE,"{""value"":1.1,""unit"":""in""}","{""value"":1.1,""unit"":""in""}","{""value"":19.69,""unit"":""in""}"
7715385081959,UPDATE,"{""value"":20.2,""unit"":""in""}","{""value"":1.2,""unit"":""in""}","{""value"":1.1,""unit"":""in""}"
7715385114727,UPDATE,"{""value"":6.6,""unit"":""in""}","{""value"":4.95,""unit"":""in""}","{""value"":0.45,""unit"":""in""}"
7715385147495,UPDATE,"{""value"":6.7,""unit"":""in""}","{""value"":2.95,""unit"":""in""}","{""value"":0.25,""unit"":""in""}"
7715385180263,UPDATE,"{""value"":0.24,""unit"":""in""}","{""value"":5.75,""unit"":""in""}","{""value"":6.77,""unit"":""in""}"
7715385213031,UPDATE,"{""value"":0.24,""unit"":""in""}","{""value"":5.75,""unit"":""in""}","{""value"":6.77,""unit"":""in""}"
7715385245799,UPDATE,"{""value"":7.9,""unit"":""in""}","{""value"":1.8,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715385278567,UPDATE,"{""value"":7.9,""unit"":""in""}","{""value"":1.8,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715385344103,UPDATE,"{""value"":7.9,""unit"":""in""}","{""value"":1.8,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715385376871,UPDATE,"{""value"":7.9,""unit"":""in""}","{""value"":1.8,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715385409639,UPDATE,"{""value"":7.9,""unit"":""in""}","{""value"":1.8,""unit"":""in""}","{""value"":0.4,""unit"":""in""}"
7715385442407,UPDATE,"{""value"":6.75,""unit"":""in""}","{""value"":2.9,""unit"":""in""}","{""value"":0.65,""unit"":""in""}"
7715385475175,UPDATE,"{""value"":4.95,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":1.85,""unit"":""in""}"
7715385507943,UPDATE,"{""value"":5.31,""unit"":""in""}","{""value"":2.85,""unit"":""in""}","{""value"":0.59,""unit"":""in""}"
7715385540711,UPDATE,"{""value"":8.25,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.4,""unit"":""in""}"
7715385573479,UPDATE,"{""value"":8.15,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.4,""unit"":""in""}"
7715385606247,UPDATE,"{""value"":8.2,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.45,""unit"":""in""}"
7715385639015,UPDATE,"{""value"":0.38,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":10.25,""unit"":""in""}"
7715385671783,UPDATE,"{""value"":8.15,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.65,""unit"":""in""}"
7715385704551,UPDATE,"{""value"":8.2,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.75,""unit"":""in""}"
7715385737319,UPDATE,"{""value"":11.14,""unit"":""in""}","{""value"":5.38,""unit"":""in""}","{""value"":2.31,""unit"":""in""}"
7715385770087,UPDATE,"{""value"":13.85,""unit"":""in""}","{""value"":1.65,""unit"":""in""}","{""value"":1.05,""unit"":""in""}"
7715385802855,UPDATE,"{""value"":13.4,""unit"":""in""}","{""value"":1.6,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715385835623,UPDATE,"{""value"":4.81,""unit"":""in""}","{""value"":2.82,""unit"":""in""}","{""value"":0.6,""unit"":""in""}"
7715385868391,UPDATE,"{""value"":4.81,""unit"":""in""}","{""value"":2.82,""unit"":""in""}","{""value"":0.6,""unit"":""in""}"
7715386032231,UPDATE,"{""value"":4.75,""unit"":""in""}","{""value"":1.75,""unit"":""in""}","{""value"":0.56,""unit"":""in""}"
7715386687591,UPDATE,"{""value"":0.95,""unit"":""in""}","{""value"":4.33,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715386720359,UPDATE,"{""value"":0.99,""unit"":""in""}","{""value"":6.3,""unit"":""in""}","{""value"":8.75,""unit"":""in""}"
7715386916967,UPDATE,"{""value"":0.47,""unit"":""in""}","{""value"":4.33,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715387113575,UPDATE,"{""value"":0.59,""unit"":""in""}","{""value"":3.78,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715387244647,UPDATE,"{""value"":0.71,""unit"":""in""}","{""value"":4.33,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715387342951,UPDATE,"{""value"":0.71,""unit"":""in""}","{""value"":4.33,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715387506791,UPDATE,"{""value"":0.71,""unit"":""in""}","{""value"":4.33,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715387637863,UPDATE,"{""value"":0.71,""unit"":""in""}","{""value"":4.33,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715387670631,UPDATE,"{""value"":0.71,""unit"":""in""}","{""value"":4.33,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715387768935,UPDATE,"{""value"":0.59,""unit"":""in""}","{""value"":3.78,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715387834471,UPDATE,"{""value"":0.59,""unit"":""in""}","{""value"":3.78,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715388063847,UPDATE,"{""value"":0.71,""unit"":""in""}","{""value"":4.33,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715388096615,UPDATE,"{""value"":0.71,""unit"":""in""}","{""value"":4.33,""unit"":""in""}","{""value"":6.58,""unit"":""in""}"
7715388129383,UPDATE,"{""value"":0.71,""unit"":""in""}","{""value"":5.52,""unit"":""in""}","{""value"":7.29,""unit"":""in""}"
7715388162151,UPDATE,"{""value"":0.99,""unit"":""in""}","{""value"":6.3,""unit"":""in""}","{""value"":8.75,""unit"":""in""}"
7715388260455,UPDATE,"{""value"":4.87,""unit"":""in""}","{""value"":1.79,""unit"":""in""}","{""value"":0.29,""unit"":""in""}"
7715388325991,UPDATE,"{""value"":8.55,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.5,""unit"":""in""}"
7715388358759,UPDATE,"{""value"":8.95,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":0.6,""unit"":""in""}"
7715388391527,UPDATE,"{""value"":8.3,""unit"":""in""}","{""value"":1,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715388424295,UPDATE,"{""value"":8.55,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.5,""unit"":""in""}"
7715388457063,UPDATE,"{""value"":8.9,""unit"":""in""}","{""value"":2.05,""unit"":""in""}","{""value"":0.65,""unit"":""in""}"
7715388489831,UPDATE,"{""value"":8.3,""unit"":""in""}","{""value"":1,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715388522599,UPDATE,"{""value"":8.55,""unit"":""in""}","{""value"":1.85,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715388555367,UPDATE,"{""value"":0.53,""unit"":""in""}","{""value"":2.04,""unit"":""in""}","{""value"":9,""unit"":""in""}"
7715388588135,UPDATE,"{""value"":8.3,""unit"":""in""}","{""value"":1,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715388620903,UPDATE,"{""value"":8.55,""unit"":""in""}","{""value"":1.7,""unit"":""in""}","{""value"":0.5,""unit"":""in""}"
7715388653671,UPDATE,"{""value"":0.53,""unit"":""in""}","{""value"":2.04,""unit"":""in""}","{""value"":9,""unit"":""in""}"
7715388719207,UPDATE,"{""value"":8.6,""unit"":""in""}","{""value"":1.8,""unit"":""in""}","{""value"":0.5,""unit"":""in""}"
7715388751975,UPDATE,"{""value"":8.95,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":0.6,""unit"":""in""}"
7715388784743,UPDATE,"{""value"":8.5,""unit"":""in""}","{""value"":1.2,""unit"":""in""}","{""value"":1.2,""unit"":""in""}"
7715388817511,UPDATE,"{""value"":8.6,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.5,""unit"":""in""}"
7715388850279,UPDATE,"{""value"":8.75,""unit"":""in""}","{""value"":1.75,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715388883047,UPDATE,"{""value"":7.3,""unit"":""in""}","{""value"":1.25,""unit"":""in""}","{""value"":0.2,""unit"":""in""}"
7715388948583,UPDATE,"{""value"":0.54,""unit"":""in""}","{""value"":2.04,""unit"":""in""}","{""value"":10.32,""unit"":""in""}"
7715388981351,UPDATE,"{""value"":9.35,""unit"":""in""}","{""value"":1.3,""unit"":""in""}","{""value"":0.25,""unit"":""in""}"
7715389014119,UPDATE,"{""value"":10.3,""unit"":""in""}","{""value"":1.3,""unit"":""in""}","{""value"":0.2,""unit"":""in""}"
7715389046887,UPDATE,"{""value"":11.7,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715389079655,UPDATE,"{""value"":11.7,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715389112423,UPDATE,"{""value"":11.65,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715389145191,UPDATE,"{""value"":1.18,""unit"":""in""}","{""value"":1.18,""unit"":""in""}","{""value"":11.61,""unit"":""in""}"
7715389177959,UPDATE,"{""value"":11.55,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715389210727,UPDATE,"{""value"":11.85,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.6,""unit"":""in""}"
7715389243495,UPDATE,"{""value"":1.18,""unit"":""in""}","{""value"":1.18,""unit"":""in""}","{""value"":11.61,""unit"":""in""}"
7715389276263,UPDATE,"{""value"":11.5,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715389309031,UPDATE,"{""value"":0.54,""unit"":""in""}","{""value"":2.04,""unit"":""in""}","{""value"":11.95,""unit"":""in""}"
7715389833319,UPDATE,"{""value"":1.18,""unit"":""in""}","{""value"":1.18,""unit"":""in""}","{""value"":11.61,""unit"":""in""}"
7715390062695,UPDATE,"{""value"":11.75,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715390128231,UPDATE,"{""value"":0.54,""unit"":""in""}","{""value"":2.04,""unit"":""in""}","{""value"":11.95,""unit"":""in""}"
7715390292071,UPDATE,"{""value"":11.55,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715390488679,UPDATE,"{""value"":10.4,""unit"":""in""}","{""value"":1.3,""unit"":""in""}","{""value"":0.25,""unit"":""in""}"
7715390783591,UPDATE,"{""value"":11.55,""unit"":""in""}","{""value"":1.2,""unit"":""in""}","{""value"":1.15,""unit"":""in""}"
7715390849127,UPDATE,"{""value"":11.7,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715391078503,UPDATE,"{""value"":11.5,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715391144039,UPDATE,"{""value"":11.7,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715391209575,UPDATE,"{""value"":11.85,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":0.45,""unit"":""in""}"
7715391340647,UPDATE,"{""value"":14.85,""unit"":""in""}","{""value"":1.95,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715391373415,UPDATE,"{""value"":14.85,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":0.55,""unit"":""in""}"
7715391406183,UPDATE,"{""value"":15,""unit"":""in""}","{""value"":1.8,""unit"":""in""}","{""value"":0.5,""unit"":""in""}"
7715391438951,UPDATE,"{""value"":7.5,""unit"":""in""}","{""value"":4.25,""unit"":""in""}","{""value"":1.32,""unit"":""in""}"
7715391471719,UPDATE,"{""value"":10,""unit"":""in""}","{""value"":10.25,""unit"":""in""}","{""value"":1.68,""unit"":""in""}"
7715391537255,UPDATE,"{""value"":1.6,""unit"":""in""}","{""value"":1.6,""unit"":""in""}","{""value"":5,""unit"":""in""}"
7715391602791,UPDATE,"{""value"":1.6,""unit"":""in""}","{""value"":1.6,""unit"":""in""}","{""value"":5,""unit"":""in""}"
7715391635559,UPDATE,"{""value"":1.6,""unit"":""in""}","{""value"":1.6,""unit"":""in""}","{""value"":5,""unit"":""in""}"
7715391668327,UPDATE,"{""value"":1.6,""unit"":""in""}","{""value"":1.6,""unit"":""in""}","{""value"":5,""unit"":""in""}"
7715391701095,UPDATE,"{""value"":5.2,""unit"":""in""}","{""value"":4.3,""unit"":""in""}","{""value"":1.7,""unit"":""in""}"
7715391733863,UPDATE,"{""value"":1.8,""unit"":""in""}","{""value"":1.8,""unit"":""in""}","{""value"":6.5,""unit"":""in""}"
7715391766631,UPDATE,"{""value"":1.8,""unit"":""in""}","{""value"":1.8,""unit"":""in""}","{""value"":6.5,""unit"":""in""}"
7715391799399,UPDATE,"{""value"":2,""unit"":""in""}","{""value"":2,""unit"":""in""}","{""value"":6.5,""unit"":""in""}"
7715391832167,UPDATE,"{""value"":2.25,""unit"":""in""}","{""value"":2.25,""unit"":""in""}","{""value"":6,""unit"":""in""}"
7715391864935,UPDATE,"{""value"":2.5,""unit"":""in""}","{""value"":2.5,""unit"":""in""}","{""value"":6.5,""unit"":""in""}"
7715391897703,UPDATE,"{""value"":3,""unit"":""in""}","{""value"":3,""unit"":""in""}","{""value"":6.5,""unit"":""in""}"
7715391930471,UPDATE,"{""value"":4.5,""unit"":""in""}","{""value"":4.5,""unit"":""in""}","{""value"":6.9,""unit"":""in""}"
7715391963239,UPDATE,"{""value"":0.25,""unit"":""in""}","{""value"":3.38,""unit"":""in""}","{""value"":5.5,""unit"":""in""}"
7715391996007,UPDATE,"{""value"":8.9,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715392028775,UPDATE,"{""value"":8.9,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715392061543,UPDATE,"{""value"":8.9,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715392094311,UPDATE,"{""value"":8.85,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715392127079,UPDATE,"{""value"":8.9,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715392159847,UPDATE,"{""value"":8.85,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715392192615,UPDATE,"{""value"":8.85,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715392225383,UPDATE,"{""value"":8.9,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715392258151,UPDATE,"{""value"":8.85,""unit"":""in""}","{""value"":1.9,""unit"":""in""}","{""value"":0.3,""unit"":""in""}"
7715392290919,UPDATE,"{""value"":14.09,""unit"":""in""}","{""value"":11.81,""unit"":""in""}","{""value"":0.79,""unit"":""in""}"
7715392651367,UPDATE,"{""value"":9.53,""unit"":""in""}","{""value"":1.93,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715393011815,UPDATE,"{""value"":9.53,""unit"":""in""}","{""value"":1.93,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715393339495,UPDATE,"{""value"":9.53,""unit"":""in""}","{""value"":1.93,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715393667175,UPDATE,"{""value"":9.53,""unit"":""in""}","{""value"":1.93,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715393994855,UPDATE,"{""value"":9.53,""unit"":""in""}","{""value"":2.44,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715394224231,UPDATE,"{""value"":9.53,""unit"":""in""}","{""value"":2.44,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715394355303,UPDATE,"{""value"":10.55,""unit"":""in""}","{""value"":10.08,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715394388071,UPDATE,"{""value"":3.31,""unit"":""in""}","{""value"":1.68,""unit"":""in""}","{""value"":0.99,""unit"":""in""}"
7715394977895,UPDATE,"{""value"":3.31,""unit"":""in""}","{""value"":1.69,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715395043431,UPDATE,"{""value"":3.25,""unit"":""in""}","{""value"":1.75,""unit"":""in""}","{""value"":0.99,""unit"":""in""}"
7715395174503,UPDATE,"{""value"":3.3,""unit"":""in""}","{""value"":1.69,""unit"":""in""}","{""value"":1,""unit"":""in""}"
7715395436647,UPDATE,"{""value"":9.55,""unit"":""in""}","{""value"":1.6,""unit"":""in""}","{""value"":0.6,""unit"":""in""}"
7715395633255,UPDATE,"{""value"":15.6,""unit"":""in""}","{""value"":1.6,""unit"":""in""}","{""value"":0.6,""unit"":""in""}"
7715400220775,UPDATE,"{""value"":19,""unit"":""in""}","{""value"":15.25,""unit"":""in""}","{""value"":2.375,""unit"":""in""}"
7715400253543,UPDATE,"{""value"":19,""unit"":""in""}","{""value"":15.25,""unit"":""in""}","{""value"":2.375,""unit"":""in""}"
7715400286311,UPDATE,"{""value"":19.5,""unit"":""in""}","{""value"":15.5,""unit"":""in""}","{""value"":2.125,""unit"":""in""}"
7715400319079,UPDATE,"{""value"":7.875,""unit"":""in""}","{""value"":1.625,""unit"":""in""}","{""value"":1.125,""unit"":""in""}"
7715400351847,UPDATE,"{""value"":5.375,""unit"":""in""}","{""value"":4.125,""unit"":""in""}","{""value"":2.125,""unit"":""in""}"
7715400384615,UPDATE,"{""value"":13,""unit"":""in""}","{""value"":3.125,""unit"":""in""}","{""value"":14,""unit"":""in""}"
7715400482919,UPDATE,"{""value"":15.125,""unit"":""in""}","{""value"":22,""unit"":""in""}","{""value"":1.875,""unit"":""in""}"
7715400515687,UPDATE,"{""value"":14.625,""unit"":""in""}","{""value"":19.25,""unit"":""in""}","{""value"":2.375,""unit"":""in""}"
7715400548455,UPDATE,"{""value"":18.125,""unit"":""in""}","{""value"":15.125,""unit"":""in""}","{""value"":1.875,""unit"":""in""}"
7715400581223,UPDATE,"{""value"":15.125,""unit"":""in""}","{""value"":18.125,""unit"":""in""}","{""value"":1.875,""unit"":""in""}"
7715400613991,UPDATE,"{""value"":18.125,""unit"":""in""}","{""value"":15.125,""unit"":""in""}","{""value"":2,""unit"":""in""}"
7715400646759,UPDATE,"{""value"":19.625,""unit"":""in""}","{""value"":19.625,""unit"":""in""}","{""value"":8.25,""unit"":""in""}"
7715400679527,UPDATE,"{""value"":16.5,""unit"":""in""}","{""value"":21.625,""unit"":""in""}","{""value"":8.5,""unit"":""in""}"
7715400745063,UPDATE,"{""value"":7.5,""unit"":""in""}","{""value"":42.75,""unit"":""in""}","{""value"":20.5,""unit"":""in""}"
7715400777831,UPDATE,"{""value"":7.5,""unit"":""in""}","{""value"":34.5,""unit"":""in""}","{""value"":20.5,""unit"":""in""}"
7715400810599,UPDATE,"{""value"":16,""unit"":""in""}","{""value"":21.25,""unit"":""in""}","{""value"":7.5,""unit"":""in""}"
7715400843367,UPDATE,"{""value"":17.125,""unit"":""in""}","{""value"":17.125,""unit"":""in""}","{""value"":8.5,""unit"":""in""}"
7715400908903,UPDATE,"{""value"":9.5,""unit"":""in""}","{""value"":26.125,""unit"":""in""}","{""value"":18.875,""unit"":""in""}"
7715400974439,UPDATE,"{""value"":7.25,""unit"":""in""}","{""value"":48.625,""unit"":""in""}","{""value"":21.125,""unit"":""in""}"
7715401039975,UPDATE,"{""value"":7.5,""unit"":""in""}","{""value"":20.25,""unit"":""in""}","{""value"":19.625,""unit"":""in""}"
7715401072743,UPDATE,"{""value"":7.625,""unit"":""in""}","{""value"":24.375,""unit"":""in""}","{""value"":19.5,""unit"":""in""}"
7715401138279,UPDATE,"{""value"":7.625,""unit"":""in""}","{""value"":24.375,""unit"":""in""}","{""value"":19.5,""unit"":""in""}"
7715401171047,UPDATE,"{""value"":16.375,""unit"":""in""}","{""value"":19.875,""unit"":""in""}","{""value"":9.25,""unit"":""in""}"
7715401203815,UPDATE,"{""value"":19.125,""unit"":""in""}","{""value"":22.625,""unit"":""in""}","{""value"":9.25,""unit"":""in""}"
7715401236583,UPDATE,"{""value"":6.875,""unit"":""in""}","{""value"":20.5,""unit"":""in""}","{""value"":11,""unit"":""in""}"
7715401269351,UPDATE,"{""value"":6.5,""unit"":""in""}","{""value"":20.625,""unit"":""in""}","{""value"":15.375,""unit"":""in""}"
7715401302119,UPDATE,"{""value"":5.5,""unit"":""in""}","{""value"":20.625,""unit"":""in""}","{""value"":9.875,""unit"":""in""}"
7715401334887,UPDATE,"{""value"":11,""unit"":""in""}","{""value"":14.375,""unit"":""in""}","{""value"":12.375,""unit"":""in""}"
7715401367655,UPDATE,"{""value"":12.375,""unit"":""in""}","{""value"":28,""unit"":""in""}","{""value"":12,""unit"":""in""}"
7715401400423,UPDATE,"{""value"":8.5,""unit"":""in""}","{""value"":18.75,""unit"":""in""}","{""value"":16.625,""unit"":""in""}"
7715401433191,UPDATE,"{""value"":7.5,""unit"":""in""}","{""value"":16.5,""unit"":""in""}","{""value"":17.125,""unit"":""in""}"
7715401465959,UPDATE,"{""value"":7.5,""unit"":""in""}","{""value"":16.875,""unit"":""in""}","{""value"":15.375,""unit"":""in""}"
7715402481767,UPDATE,"{""value"":8.625,""unit"":""in""}","{""value"":10.25,""unit"":""in""}","{""value"":1.625,""unit"":""in""}"
7715402514535,UPDATE,"{""value"":16,""unit"":""in""}","{""value"":29.5,""unit"":""in""}","{""value"":18.875,""unit"":""in""}"
7715402547303,UPDATE,"{""value"":16,""unit"":""in""}","{""value"":29.75,""unit"":""in""}","{""value"":33.875,""unit"":""in""}"
7715402580071,UPDATE,"{""value"":15.75,""unit"":""in""}","{""value"":28.875,""unit"":""in""}","{""value"":17.875,""unit"":""in""}"
7715402612839,UPDATE,"{""value"":16.375,""unit"":""in""}","{""value"":30.125,""unit"":""in""}","{""value"":28.375,""unit"":""in""}"
7715402645607,UPDATE,"{""value"":16.375,""unit"":""in""}","{""value"":30.125,""unit"":""in""}","{""value"":28.375,""unit"":""in""}"
7715402743911,UPDATE,"{""value"":15.75,""unit"":""in""}","{""value"":22.625,""unit"":""in""}","{""value"":14.625,""unit"":""in""}"
7715402874983,UPDATE,"{""value"":15.375,""unit"":""in""}","{""value"":23.625,""unit"":""in""}","{""value"":15.75,""unit"":""in""}"
7715403038823,UPDATE,"{""value"":15.5,""unit"":""in""}","{""value"":25.375,""unit"":""in""}","{""value"":15.75,""unit"":""in""}"
7715403169895,UPDATE,"{""value"":15.5,""unit"":""in""}","{""value"":25.375,""unit"":""in""}","{""value"":15.75,""unit"":""in""}"
7715403333735,UPDATE,"{""value"":15.5,""unit"":""in""}","{""value"":20.625,""unit"":""in""}","{""value"":15.5,""unit"":""in""}"
7715403366503,UPDATE,"{""value"":8.125,""unit"":""in""}","{""value"":26.75,""unit"":""in""}","{""value"":20.5,""unit"":""in""}"
7715403563111,UPDATE,"{""value"":7.25,""unit"":""in""}","{""value"":48.625,""unit"":""in""}","{""value"":21.125,""unit"":""in""}"
7715403661415,UPDATE,"{""value"":15.375,""unit"":""in""}","{""value"":23.625,""unit"":""in""}","{""value"":15.75,""unit"":""in""}"
7715403694183,UPDATE,"{""value"":15.5,""unit"":""in""}","{""value"":20.625,""unit"":""in""}","{""value"":15.5,""unit"":""in""}"
