Handle,Command,Variant Command,Variant SKU,Variant Price
standing-pilot-burner-for-natural-gas-with-left-single-tip-style,UPDATE,UPDATE,HONE-Q314A6094/U,46.34
straight-pattern-1-2-in-thermostatic-radiator-valve,UPDATE,UPDATE,HONE-V2040DSL15,35.85
straight-pattern-3-4-in-thermostatic-radiator-valve,UPDATE,UPDATE,HONE-V2040DSL20,39.62
thermostat-alone-for-replacement-only,UPDATE,UPDATE,HONE-TH5320R1002/U,195.39
thermostat-radiator-actuator-with-remote-sensor-and-dual-capillary,UPDATE,UPDATE,HONE-T100C1026,163.77
thermostatic-head-for-danfoss-ra-valves,UPDATE,UPDATE,HONE-T3019DAW0NA,37.81
thermostatic-head-for-m30x1-5-connection-with-integral-sensor,UPDATE,UPDATE,HONE-T3019W0NA,28.18
thermostatic-head-for-m30x1-5-connection-with-remote-sensor,UPDATE,UPDATE,HONE-T301920W0,70.30
thermostatic-radiator-valve-replacement-cartridge,UPDATE,UPDATE,HONE-CA110C107,44.47
three-way-fan-coil-valve-1-2-in-sweat-4-0-cv-3-4-kvs,UPDATE,UPDATE,HONE-VU54S2008/U,45.03
truefresh-ventilation-timer-20-40-60-min,UPDATE,UPDATE,HONE-50053952-020/U,70.72
truezone-hz322-panel,UPDATE,UPDATE,HONE-HZ322/U,225.09
truezone-hz432-panel-kit,UPDATE,UPDATE,HONE-HZ432K/U,457.50
truezone-kit-dats-transform-hz311-pnl,UPDATE,UPDATE,HONE-HZ311K/U,196.37
truezone-kit-dats-transform-hz322-pnl,UPDATE,UPDATE,HONE-HZ322K/U,256.35
two-position-actuator-for-vu52-normally-open-and-vu54-valve-bodies-120-v-60-hz,UPDATE,UPDATE,HONE-VU444A1007/U,81.82
two-position-actuator-for-vu52-normally-open-and-vu54-valve-bodies-24-v-50-60-hz,UPDATE,UPDATE,HONE-VU844A1045/U,43.65
two-position-actuator-for-vu52-normally-open-and-vu54-valve-bodies-24-v-50-60-hz-nickel-plated-motor,UPDATE,UPDATE,HONE-VU844A1060/U,105.80
two-position-actuator-for-vu53-normally-closed-valve-bodies-120-v-60-hz,UPDATE,UPDATE,HONE-VU443A1008/B,65.28
two-position-actuator-for-vu53-normally-closed-valve-bodies-120-v-60-hz-hone-vu443a1008-u,UPDATE,UPDATE,HONE-VU443A1008/U,83.40
two-position-actuator-for-vu53-normally-closed-valve-bodies-24-v-50-60-hz,UPDATE,UPDATE,HONE-VU843A1004/U,78.53
two-position-actuator-for-vu53-normally-closed-valve-bodies-24-v-50-60-hz-hone-vu844a1003-u,UPDATE,UPDATE,HONE-VU844A1003/U,78.53
two-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,UPDATE,HONE-VR8205Q2795T/U,185.31
two-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-standard-opening-24-v-ac-natural-gas-lp-with-included-conversion-kit,UPDATE,UPDATE,HONE-VR9205Q1507/U,164.87
two-stage-gas-controls-for-direct-ignition-appliance-3-4-in-x-3-4-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,UPDATE,HONE-VR8305Q4500/U,266.85
two-stage-gas-controls-for-direct-spark-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,UPDATE,UPDATE,HONE-VR8205Q2787T/U,185.31
two-stage-lp-to-natural-gas-conversion-kit-3-in-wc-to-5-in-wc-adjustment-range,UPDATE,UPDATE,HONE-396025/U,13.25
two-stage-natural-to-lp-gas-conversion-kit-8-in-wc-to-11-in-wc-adjustment-range,UPDATE,UPDATE,HONE-396021/U,11.13
two-way-fan-coil-valve-1-2-in-npt-3-5-cv-3-0-kvs,UPDATE,UPDATE,HONE-VU52N1019/U,45.03
two-way-fan-coil-valve-1-2-in-npt-3-5-cv-3-0-kvs-hone-vu53n1009-u,UPDATE,UPDATE,HONE-VU53N1009/U,50.20
two-way-fan-coil-valve-1-2-in-sweat-1-0-cv-0-9-kvs-hone-vu53s2018-u,UPDATE,UPDATE,HONE-VU53S2018/U,39.62
two-way-fan-coil-valve-1-2-in-sweat-2-5-cv-2-1-kvs,UPDATE,UPDATE,HONE-VU52S2010/U,39.62
two-way-fan-coil-valve-1-2-in-sweat-3-5-cv-3-0-kvs,UPDATE,UPDATE,HONE-VU52S2028/U,39.62
two-way-fan-coil-valve-1-2-in-sweat-3-5-cv-3-0-kvs-hone-vu53s2034-u,UPDATE,UPDATE,HONE-VU53S2034/U,39.62
union-kit-for-1-1-2-in-ds06-and-fk06-npt-valves,UPDATE,UPDATE,HONE-K06U1037/U,86.20
vc-actuator-2-position-spst-100-130-vac,UPDATE,UPDATE,HONE-VC4011ZZ11/U,80.04
vc-floating-actuator-sp3t-tri-state-floating-24-vac,UPDATE,UPDATE,HONE-VC6930ZZ32/U,69.24
vc-modulating-actuator-0-2-10-vdc-24-vac,UPDATE,UPDATE,HONE-VC7934ZZ11/U,213.13
vc-series-replacement-cartridge-for-2-way-valve-with-equal-percentage-flow,UPDATE,UPDATE,HONE-VCZZ1400/U,29.30
vc-series-replacement-cartridge-for-2-way-valve-with-equal-percentage-low-flow,UPDATE,UPDATE,HONE-VCZZ1600/U,38.07
vc-series-replacement-cartridge-for-2-way-valve-with-extra-low-flow,UPDATE,UPDATE,HONE-VCZZ1500/U,38.07
vc-series-replacement-cartridge-for-2-way-valve-with-linear-flow,UPDATE,UPDATE,HONE-VCZZ7100/U,36.26
vc-series-replacement-cartridge-for-2-way-vc-valve-linear-flow,UPDATE,UPDATE,HONE-VCZZ1132/U,22.02
vc-series-replacement-cartridge-for-2-way-vc-valve-with-equal-percentage-flow,UPDATE,UPDATE,HONE-VCZZ1432/U,22.02
vc-series-replacement-cartridge-for-vc-valve-3-way-with-equal-percentage-extra-low-flow,UPDATE,UPDATE,HONE-VCZZ6532/U,34.66
vc-series-replacement-cartridge-for-vc-valve-3-way-with-equal-percentage-low-flow,UPDATE,UPDATE,HONE-VCZZ6632/U,34.66
vc-series-replacement-cartridge-for-vc-valve-3-way-with-equal-percentage-medium-flow,UPDATE,UPDATE,HONE-VCZZ6832/U,34.66
vc-series-replacement-cartridge-for-vc-valve-3-way-with-linear-flow,UPDATE,UPDATE,HONE-VCZZ6132/U,23.59
vczz1100-vc-series-replacement-cartridge,UPDATE,UPDATE,HONE-VCZZ1100/U,37.89
wireless-adapter-for-use-with-redlink-enabled-thermostats-and-truezone-system,UPDATE,UPDATE,HONE-THM4000R1000/U,77.22
wiresaver-a-c-wire-adapter-for-wi-fi-thermostats-or-redlink-8000-series-models,UPDATE,UPDATE,HONE-THP9045A1023/U,20.01
