sku,handle,vendor,price,tag,perfil
DELT-H79,delta-metal-lever-handle-kit-tub-shower-chrome,Delta,38.88,True,THS Freight & Oversize
ABSF-300-DST-A,3-abs-dwv-double-sanitary-tee-all-h,Charlotte Pipe,38.82,True,THS Standard - no free shipping
SSTN-150-5.5,1-1-2-x-5-1-2-304-stainless-steel-pipe-nipple-schedule-40-mnpt-x-mnpt,Legend Valve,38.22,True,THS Standard - no free shipping
MOEN-6300EP,moen-eco-performance-1-spray-2-5-single-wall-mount-fixed-shower-head-in-chrome,Moen,37.88,True,THS Standard - no free shipping
GERB-D495002,1-1-4-metal-pop-up-drain-assembly-with-lift-chrome,Gerber,37.26,True,THS Standard - no free shipping
ABSP-200-20,2-x-20-abs-foam-core-pipe-sch40,Charlotte Pipe,36.8,True,THS Freight & Oversize
MILW-48-22-7408,8-adjustable-wrench,Milwaukee Tools,36.48,True,THS Standard - no free shipping
MLWV-UPBA-480B-12,1-2-low-lead-bronze-full-port-press-ball-valve,Milwaukee Valve,36.36,True,THS Standard - no free shipping
BRPN-150-5.5,1-1-2-x-5-1-2-red-brass-pipe-nipple,Legend Valve,35.84,True,THS Standard - no free shipping
ABSP-300-10,3-x-10-abs-foam-core-pipe-sch40,Charlotte Pipe,35.0,True,THS Freight & Oversize
MLWV-BA-475B-34,3-4-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,Milwaukee Valve,34.04,True,THS Standard - no free shipping
MLWV-BA-475B-14,1-4-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,Milwaukee Valve,32.85,True,THS Standard - no free shipping
MLWV-BA-475B-38,3-8-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,Milwaukee Valve,32.85,True,THS Standard - no free shipping
BRPN-150-5,1-1-2-x-5-red-brass-pipe-nipple,Legend Valve,32.76,True,THS Standard - no free shipping
ABSF-400-60EL-A,4-abs-dwv-60-elbow-h-x-h,Charlotte Pipe,32.12,True,THS Standard - no free shipping
ABSF-400.200-SANT-A,4-x-4-x-2-abs-dwv-sanitary-tee-all-h,Charlotte Pipe,31.32,True,THS Standard - no free shipping
DONN-YB2803CH,moen-eva-single-robe-hook-in-chrome,Moen,30.97,True,THS Standard - no free shipping
MOEN-116651BN,moen-6-in-straight-shower-arm-in-brushed-nickel,Moen,30.8,True,THS Standard - no free shipping
BRPN-200-3.5,2-x-3-1-2-red-brass-pipe-nipple,Legend Valve,29.84,True,THS Standard - no free shipping
BRPN-150-4.5,1-1-2-x-4-1-2-red-brass-pipe-nipple,Legend Valve,29.61,True,THS Standard - no free shipping
DELT-RP212,delta-ball-assembly-stainless-steel-knob-handle,Delta,28.98,True,THS Standard - no free shipping
MILW-49-56-0713,1-1-2-hole-dozer-with-carbide-teeth-hole-saw,Milwaukee Tools,28.5,True,THS Standard - no free shipping
WHIT-IG16,blue-magic-industrial-grade-thread-sealant-1-pint,J.C. Whitlam Manufacturing,28.04,True,THS Standard - no free shipping
GERB-D481316,6-ceiling-mount-showerarm-w-escutcheon-chrome,Gerber,27.54,True,THS Standard - no free shipping
PDWV-400300CLFM-P,4-x-3-pvc-dwv-closet-flange-with-metal-ring-closet-x-h,Charlotte Pipe,27.13,True,THS Standard - no free shipping
ABSP-150-20,1-1-2-x-20-abs-foam-core-pipe-sch40,Charlotte Pipe,27.0,True,THS Freight & Oversize
BRPN-150-4,1-1-2-x-4-red-brass-pipe-nipple,Legend Valve,26.36,True,THS Standard - no free shipping
BRPN-200-3,2-x-3-red-brass-pipe-nipple,Legend Valve,25.91,True,THS Standard - no free shipping
MOEN-AT2199ORB,moen-2-5-in-shower-arm-flange-in-oil-rubbed-bronze,Moen,25.23,True,THS Standard - no free shipping
ELKA-LK-363,elkay-installation-extra-long-screws-and-clips-set-of-14,Elkay,24.93,True,THS Standard - no free shipping
VEGA-79245,1x1-p-mpt-male-adapter-propress,Viega,24.87,True,THS Standard - no free shipping
ABSF-400-CO-A,4-abs-dwv-cleanout-adapter-with-plug-spigot-x-fpt,Charlotte Pipe,24.75,True,THS Standard - no free shipping
VEGA-77057,1x1-p-ftg-cts-90-deg-elbow-street-propress,Viega,24.69,True,THS Standard - no free shipping
MLWV-BA-475B-12,1-2-fip-x-fip-brass-full-port-ball-valve-600-wog-rptfe-seat-chrome-plated-ball,Milwaukee Valve,24.64,True,THS Standard - no free shipping
PDWV-300ST60-P,3-pvc-dwv-60-street-elbow-h-x-spigot,Charlotte Pipe,24.51,True,THS Standard - no free shipping
BRPN-150-3.5,1-1-2-x-3-1-2-red-brass-pipe-nipple,Legend Valve,23.23,True,THS Standard - no free shipping
MOEN-AT2199BN,moen-2-5-in-shower-arm-flange-in-brushed-nickel,Moen,23.01,True,THS Standard - no free shipping
ABSF-400-CLFM-A,4-x-4-abs-dwv-closet-flange-with-metal-ring-closet-x-h,Charlotte Pipe,22.86,True,THS Standard - no free shipping
BRPN-200-2.5,2-x-2-1-2-red-brass-pipe-nipple,Legend Valve,22.46,True,THS Standard - no free shipping
DIAB-DHS375XT6,5-1-2-x-3-8-universal-extension-for-drills,Diablo,21.72,True,THS Standard - no free shipping
HOLD-TRPVC2A,holdrite-testrite-2-pvc-dwv-test-cleanout-tee-with-plug,HoldRite,21.62,True,THS Standard - no free shipping
BRPN-150-3,1-1-2-x-3-red-brass-pipe-nipple,Legend Valve,20.23,True,THS Standard - no free shipping
ABSF-600-PLG-A,6-abs-dwv-cleanout-plug-mpt,Charlotte Pipe,20.21,True,THS Standard - no free shipping
MILW-48-38-0010,copper-tubing-cutter-wheel-2-pack,Milwaukee Tools,20.19,True,THS Standard - no free shipping
BRPN-125-3.5,1-1-4-x-3-1-2-red-brass-pipe-nipple,Legend Valve,18.78,True,THS Standard - no free shipping
ABSP-200-10,2-x-10-abs-foam-core-pipe-sch40,Charlotte Pipe,18.4,True,THS Freight & Oversize
MOEN-116651,moen-6-in-straight-shower-arm-in-chrome,Moen,18.18,True,THS Standard - no free shipping
MILW-48-28-1010,6-in-x-1-4-in-universal-quik-lok-extension,Milwaukee Tools,18.03,True,THS Standard - no free shipping
MILW-48-62-6035,sds-plus-mortar-scraper-7,Milwaukee Tools,17.62,True,THS Standard - no free shipping
ABSF-200.200.150.150-DFT-A,2-x-2-x-1-1-2-x-1-1-2-abs-dwv-double-fixture-fitting-all-h,Charlotte Pipe,17.5,True,THS Standard - no free shipping
PDWV-200150150LTTY,2-x-1-1-2-x-1-1-2-pvc-dwv-combination-tee-wye-all-h,Charlotte Pipe,17.46,True,THS Standard - no free shipping
BRAS-WB00-18N,3-4-x-3-4-water-heater-supplies-18-fip-x-fip-copper,BrassCraft,16.95,True,THS Standard - no free shipping
MOEN-140715,moen-wirsbo-pex-transition-fittings,Moen,16.52,True,THS Standard - no free shipping
BRPN-125-3,1-1-4-x-3-red-brass-pipe-nipple,Legend Valve,16.05,True,THS Standard - no free shipping
MOEN-103462,moen-monticello-installation-tool,Moen,16.04,True,THS Standard - no free shipping
DELT-RP22734,delta-bonnet,Delta,15.93,True,THS Standard - no free shipping
DIAB-DHS1500,1-1-2-bi-metal-hole-saw,Diablo,15.93,True,THS Standard - no free shipping
DIAB-DHS1375,1-3-8-bi-metal-hole-saw,Diablo,15.64,True,THS Standard - no free shipping
DIAB-DHS1250,1-1-4-bi-metal-hole-saw,Diablo,15.02,True,THS Standard - no free shipping
BRPN-150-2,1-1-2-x-2-red-brass-pipe-nipple,Legend Valve,14.7,True,THS Standard - no free shipping
ASRP-7381193-200.0070A,3-inch-toilet-tank-flapper-valve-set,American Standard,13.88,True,THS Standard - no free shipping
MOEN-163847,moen-aerator,Moen,13.7,True,THS Standard - no free shipping
BRPN-125-2.5,1-1-4-x-2-1-2-red-brass-pipe-nipple,Legend Valve,13.56,True,THS Standard - no free shipping
ABSP-150-10,1-1-2-x-10-abs-foam-core-pipe-sch40,Charlotte Pipe,13.5,True,THS Freight & Oversize
BRPN-100-3.5,1-x-3-1-2-red-brass-pipe-nipple,Legend Valve,13.35,True,THS Standard - no free shipping
DELT-RP62734,delta-universal-flow-regulator-washer-handshower,Delta,12.42,True,THS Standard - no free shipping
TOTO-THU651N,toto-usa-seat-top-mounting-hardware-for-aquia-iv-1g-cst446cumg-0-8-1-gpf-elongated-dual-flush-toilet,Toto,12.15,True,THS Standard - no free shipping
BRPN-125-2,1-1-4-x-2-red-brass-pipe-nipple,Legend Valve,12.0,True,THS Standard - no free shipping
BRPN-050-6,1-2-x-6-red-brass-pipe-nipple,Legend Valve,11.83,True,THS Standard - no free shipping
HOLD-308,3-in-ips-cts-acoustic-swivel-loop,HoldRite,11.76,True,THS Standard - no free shipping
CHER-270237,cherne-3-inside-of-pipe-gripper-plug,Cherne,11.71,True,THS Standard - no free shipping
BRPN-100-3,1-x-3-red-brass-pipe-nipple,Legend Valve,11.54,True,THS Standard - no free shipping
ABSF-200.150-LTTY-A,2-x-2-x-1-1-2-abs-dwv-combination-tee-wye-all-h,Charlotte Pipe,11.31,True,THS Standard - no free shipping
BRPN-075-4.5,3-4-x-4-1-2-red-brass-pipe-nipple,Legend Valve,11.28,True,THS Standard - no free shipping
MILW-48-20-7471,sds-plus-2ct-1-2-x-4-x-6,Milwaukee Tools,11.14,True,THS Standard - no free shipping
MOEN-96365,moen-retainr-clip,Moen,10.98,True,THS Standard - no free shipping
MILW-49-56-0052,1-1-8-hole-dozer-bi-metal-hole-saw,Milwaukee Tools,10.96,True,THS Standard - no free shipping
MILW-49-56-0062,1-1-4-hole-dozer-bi-metal-hole-saw,Milwaukee Tools,10.96,True,THS Standard - no free shipping
CTRO-IACE50,centrocerin-lubricant-50ml,Centrotherm,10.77,True,THS Standard - no free shipping
MOEN-175084,moen-aerator-moen-175084,Moen,10.73,True,THS Standard - no free shipping
MOEN-216721,moen-flow-restrictor-kit,Moen,10.73,True,THS Standard - no free shipping
MOEN-516711,moen-aerator-moen-516711,Moen,10.73,True,THS Standard - no free shipping
MILW-48-20-7401,sds-plus-2ct-5-32-x-4-x-6,Milwaukee Tools,10.63,True,THS Standard - no free shipping
BRPN-075-4,3-4-x-4-red-brass-pipe-nipple,Legend Valve,10.38,True,THS Standard - no free shipping
ABSF-150-LTTY-A,1-1-2-abs-dwv-combination-tee-wye-all-h,Charlotte Pipe,10.17,True,THS Standard - no free shipping
VEGA-46355,1-pex-female-adapter-pureflow-crimp-x-fip-pureflow-crimp-brass,Viega,10.04,True,THS Standard - no free shipping
MILW-49-56-0023,3-4-hole-dozer-bi-metal-hole-saw,Milwaukee Tools,9.95,True,THS Standard - no free shipping
BRPN-050-5,1-2-x-5-red-brass-pipe-nipple,Legend Valve,9.72,True,THS Standard - no free shipping
MOEN-14272,moen-cartridge-retainer-removal-too,Moen,9.17,True,THS Standard - no free shipping
ABSF-300.150-FLB-A,3-x-1-1-2-abs-dwv-flush-bushing-spigot-x-h,Charlotte Pipe,9.09,True,THS Standard - no free shipping
MILW-48-20-7451,sds-plus-2ct-3-8-x-4-x-6,Milwaukee Tools,8.97,True,THS Standard - no free shipping
BRPN-075-3.5,3-4-x-3-1-2-red-brass-pipe-nipple,Legend Valve,8.93,True,THS Standard - no free shipping
BRPN-050-4.5,1-2-x-4-1-2-red-brass-pipe-nipple,Legend Valve,8.82,True,THS Standard - no free shipping
MILW-48-20-7432,sds-plus-2ct-1-4-x-6-x-8,Milwaukee Tools,8.73,True,THS Standard - no free shipping
MOEN-AT2199,moen-2-5-in-shower-arm-flange-in-chrome,Moen,8.71,True,THS Standard - no free shipping
ABSF-300.200-CPL-A,3-x-2-abs-dwv-reducing-coupling-h-x-h,Charlotte Pipe,8.64,True,THS Standard - no free shipping
BRPN-038-6,3-8-x-6-red-brass-pipe-nipple,Legend Valve,8.25,True,THS Standard - no free shipping
MOEN-96914,moen-retainer-clip-moen-96914,Moen,8.25,True,THS Standard - no free shipping
BRPN-050-4,1-2-x-4-red-brass-pipe-nipple,Legend Valve,8.13,True,THS Standard - no free shipping
BRPN-075-3,3-4-x-3-red-brass-pipe-nipple,Legend Valve,7.95,True,THS Standard - no free shipping
BRPN-038-5.5,3-8-x-5-1-2-red-brass-pipe-nipple,Legend Valve,7.63,True,THS Standard - no free shipping
BRPN-050-3.5,1-2-x-3-1-2-red-brass-pipe-nipple,Legend Valve,7.1,True,THS Standard - no free shipping
MILW-48-20-7411,sds-plus-2ct-3-16-x-4-x-6,Milwaukee Tools,6.76,True,THS Standard - no free shipping
MILW-48-20-7431,sds-plus-2ct-1-4-x-4-x-6,Milwaukee Tools,6.64,True,THS Standard - no free shipping
BRPN-038-4.5,3-8-x-4-1-2-red-brass-pipe-nipple,Legend Valve,6.4,True,THS Standard - no free shipping
CTRO-IANS02,2-connector-ring,Centrotherm,6.38,True,THS Standard - no free shipping
MILW-48-20-7430,sds-plus-2ct-1-4-x-2-x-4,Milwaukee Tools,5.82,True,THS Standard - no free shipping
VEGA-92041,3-4-pex-sweat-adapter-press-x-ftg-sweat-pureflow-press-brass,Viega,5.05,True,THS Standard - no free shipping
PDWV-150MTA-P,1-1-2-pvc-dwv-male-trap-adapter-with-plastic-nut-spigot-x-tubular-slip,Charlotte Pipe,3.85,True,THS Standard - no free shipping
PDWV-200RPC,2-pvc-dwv-repair-coupling-h-x-h,Charlotte Pipe,3.75,True,THS Standard - no free shipping
PDWV-150125FTA-P,1-1-2-x-1-1-4-pvc-dwv-female-trap-adapter-with-plastic-nut-h-x-tubular-slip,Charlotte Pipe,3.69,True,THS Standard - no free shipping
HOLD-234,1-1-4-in-standard-pipe-clamp-plastic,HoldRite,2.62,True,THS Standard - no free shipping
HOLD-250,stout-clamp,HoldRite,1.84,True,THS Standard - no free shipping
VEGA-49723,1-2-pex-plug-press-pureflow-press-composite,Viega,1.62,True,THS Standard - no free shipping
VEGA-36205,1-2-plastic-port-cap-for-v5087-distribution-zoning-manifold,Viega,1.58,True,THS Standard - no free shipping
SIOU-290-20320,4-1-4-od-x-3-3-8-id-no-putty-gasket-for-sink-strainer,Sioux Chief,1.56,True,THS Standard - no free shipping
VEGA-46633,1-2-pex-sweat-adapter-crimp-f1807-x-mip-pureflow-crimp-brass,Viega,1.47,True,THS Standard - no free shipping
VEGA-43434,3-4-x-1-2-x-3-4-pex-reducing-tee-crimp-pureflow-crimp-composite,Viega,1.33,True,THS Standard - no free shipping
VEGA-43540,3-4-pex-tee-crimp-pureflow-crimp-composite,Viega,1.33,True,THS Standard - no free shipping
SIOU-557-6,1-1-2-ezglide-suspension-clamp,Sioux Chief,1.29,True,THS Standard - no free shipping
SIOU-559-6,1-1-2-plastic-2-hole-strap,Sioux Chief,1.29,True,THS Standard - no free shipping
VEGA-58073,3-4-plastic-single-tubing-lock-clip,Viega,1.29,True,THS Standard - no free shipping
VEGA-43765,1-pex-plug-crimp-pureflow-crimp-composite,Viega,1.11,True,THS Standard - no free shipping
VEGA-43240,3-4-pex-90-elbow-crimp-f1807-pureflow-crimp-composite,Viega,1.08,True,THS Standard - no free shipping
VEGA-43343,3-4-x-1-2-pex-coupling-crimp-f1807-pureflow-crimp-composite,Viega,0.93,True,THS Standard - no free shipping
VEGA-43520,1-2-pex-tee-crimp-pureflow-crimp-composite,Viega,0.92,True,THS Standard - no free shipping
VEGA-58072,1-2-plastic-single-tubing-lock-clip,Viega,0.9,True,THS Standard - no free shipping
HOLD-105,insert-3-4-in-pipe,HoldRite,0.87,True,THS Standard - no free shipping
HOLD-404-R,insert-1-2-in-fire-retardant,HoldRite,0.8,True,THS Standard - no free shipping
HOLD-405-R,insert-3-4-in-fire-retardant,HoldRite,0.8,True,THS Standard - no free shipping
HOLD-406-R,insert-1-in-fire-retardant,HoldRite,0.8,True,THS Standard - no free shipping
VEGA-43404,3-4-pex-coupling-crimp-f1807-pureflow-crimp-composite,Viega,0.8,True,THS Standard - no free shipping
VEGA-58070,5-16-plastic-single-tubing-lock-clip,Viega,0.78,True,THS Standard - no free shipping
HOLD-222,3-4-in-suspension-pipe-clamp-plastic,HoldRite,0.69,True,THS Standard - no free shipping
SIOU-557-4,1-ezglide-suspension-clamp,Sioux Chief,0.65,True,THS Standard - no free shipping
SIOU-559-4,1-plastic-2-hole-strap,Sioux Chief,0.65,True,THS Standard - no free shipping
HOLD-221,1-2-in-suspension-pipe-clamp-plastic,HoldRite,0.61,True,THS Standard - no free shipping
VEGA-43403,1-2-pex-coupling-crimp-f1807-pureflow-crimp-composite,Viega,0.6,True,THS Standard - no free shipping
VEGA-43744,3-4-pex-plug-crimp-pureflow-crimp-composite,Viega,0.52,True,THS Standard - no free shipping
VEGA-43723,1-2-pex-plug-crimp-pureflow-crimp-composite,Viega,0.42,True,THS Standard - no free shipping
