sku,pid,vid,status,preco,peso_lb,peso_dim_lb,peso_efetivo_lb,lam,fonte_dim,titulo
COPF-125-2HSTR-C,7715633561703,44351087837287,ACTIVE,2.28,0.04,5.9,5.86,2.57139,cube_ft3,"Mueller Streamline A 02650 1-1/4"" Copper Sweat Fittings - Two Hole Strap"
FLUI-12IM72,7715414081639,44350698487911,ACTIVE,21.93,0.41,5.8,5.84,0.26643,cube_ft3,"Fluidmaster 12IM72 1/4"" x 1/4"" x 72"" COMP x COMP - Ice Maker Supply - No-Burst"
FLUI-12IM84,7715414114407,44350698520679,ACTIVE,26.04,0.45,5.8,5.84,0.22438,cube_ft3,"Fluidmaster 12IM84 1/4"" x 1/4"" x 84"" COMP x COMP - Ice Maker Supply - No-Burst"
FLUI-12IM96,7715414147175,44350698553447,ACTIVE,28.95,0.48,5.8,5.84,0.20183,cube_ft3,"Fluidmaster 12IM96 1/4"" x 1/4"" x 96"" COMP x COMP - Ice Maker Supply - No-Burst"
CTRO-ISVL061,7715284090983,44350395351143,ACTIVE,117.6,1.85,5.6,5.62,0.04775,cube_ft3,"Centrotherm 6"" x 12"" - PolyPro Single Wall Vent Pipe"
SIOU-822-CKIT,7715784851559,44351400575079,ACTIVE,24.06,0.5,5.5,5.51,0.2289,cube_ft3,Sioux Chief 822-CKIT Clamp Collar for Halo Drains
SIOU-645XG3,7715779182695,44351388713063,ACTIVE,2.33,0.05,5.5,5.5,2.36255,cube_ft3,"Sioux Chief 645XG3 3/4"" Bra Stainless Steel F1807 Cpl"
SIOU-551-2PK2,7715774300263,44351378620519,ACTIVE,2.31,0.05,5.5,5.47,2.36847,cube_ft3,"Sioux Chief 551-2PK2 1/2"" CTS with nail 10/bag Tube Talon"
CTRO-ISEL0645,7715282387047,44350393647207,ACTIVE,111.89,1.05,5.4,5.43,0.04854,cube_ft3,"Centrotherm 6"" - 45 Degree Elbow PolyPro SW"
CTRO-ICTC0335,7715280519271,44350391779431,ACTIVE,99.45,1.6,5.4,5.42,0.05453,cube_ft3,Centrotherm 3'' Twin Pipe to 3''/5'' Concentric Adpt
MILW-48-22-6312,7715545317479,44350925635687,ACTIVE,31.93,5.28,,5.28,0.16536,,"Milwaukee Tools 48-22-6312 12"" Comfort Grip Straight-Jaw Pliers"
SIOU-641PX332,7715777839207,44351386353767,ACTIVE,1.86,0.03,5.2,5.16,2.7744,cube_ft3,"Sioux Chief 641PX332 3/4"" x 3/4"" x 1/2"" PEX F2159 Reducing Tee Composite"
SIOU-641PX333,7715777904743,44351386943591,ACTIVE,1.97,0.03,5.2,5.16,2.61948,cube_ft3,"Sioux Chief 641PX333 3/4"" PEX Tee (Crimp(F2159)) Composite"
SIOU-641XG333,7715778101351,44351387172967,ACTIVE,4.4,0.06,5.2,5.16,1.17281,cube_ft3,"Sioux Chief 641XG333 3/4"" PEX F1807 Tee No-Lead"
SIOU-642XG3,7715778297959,44351387828327,ACTIVE,3.03,0.06,5.2,5.16,1.7031,cube_ft3,"Sioux Chief 642XG3 3/4"" PEX 90 Deg Ell F1807 No-Lead"
SIOU-655-D,7715780034663,44351390580839,ACTIVE,104.31,2.05,5.2,5.16,0.04947,cube_ft3,"Sioux Chief 655-D 1"" MIP Hydra-Rester ASSE-D"
SIOU-656-ES,7715780100199,44351390646375,ACTIVE,144.23,0.59,5.2,5.16,0.03578,cube_ft3,"Sioux Chief 656-ES 1"" Male Sweat Hydra-Rester ASSE-E"
SIOU-672X06C0,7715780657255,44351391203431,ACTIVE,49.03,1.07,5.2,5.16,0.10525,cube_ft3,"Sioux Chief 672X06C0 PEX Manifold 1"" CPVC Trunk with 6 1/2"" ports"
SIOU-842-2LNR,7715786424423,44351402606695,ACTIVE,52.03,1.21,5.2,5.16,0.09918,cube_ft3,"Sioux Chief 842-2LNR 2"" Top Only with Round Grate 4-1/2"" Nickel Bronze Finish"
SIOU-843-2ANR,7715786621031,44351402803303,ACTIVE,55.62,1.3,5.2,5.16,0.09278,cube_ft3,"Sioux Chief 843-2ANR 2"" ABS Floor Drain with 3"" Spigot"
GROH-32.226003,7715433087079,44350726242407,DRAFT,0.0,5,,5,,,Grohe 32226003 Single-Handle Pull Down Kitchen Faucet Dual Spray 1.75 GPM in GRO
PERF-CI000033658017,7715475456103,44350817534055,DRAFT,109.97,5,,5,0.04547,,"HydraPro 2"" IPS SDR11 ID Chamfer Tool w/Gauge"
SIOU-832-2PNR,7715785244775,44351400968295,ACTIVE,90.6,1.98,5.0,4.96,0.05471,cube_ft3,"Sioux Chief 832-2PNR 2"" Solvent Weld FinishLine Complete Floor Drain with 5-1/2"""
SIOU-833-2PNR,7715785703527,44351401427047,ACTIVE,111.24,1.98,5.0,4.96,0.04456,cube_ft3,"Sioux Chief 833-2PNR 2"" PVC Round Floor Drain with Nickel Top"
COPF-100-2HSTR-C,7715631595623,44351079088231,ACTIVE,1.89,0.03,4.9,4.94,2.61394,cube_ft3,"Mueller Streamline A 02614 1"" Copper Sweat Fittings - Two Hole Strap"
FLUI-12IM60,7715414048871,44350698455143,ACTIVE,18.27,0.35,4.8,4.85,0.26537,cube_ft3,"Fluidmaster 12IM60 1/4"" x 1/4"" x 60"" COMP x COMP - Ice Maker Supply - No-Burst"
GERB-G00GS507,7715426599015,44350718410855,ACTIVE,68.04,4.8,,4.8,0.07055,,Gerber G00GS507 Treysta Tub & Shower Valve- Horizontal Inputs WITHOUT Stops- Col
COPF-050-90EL-C,7715627565159,44351069782119,ACTIVE,2.01,0.04,4.8,4.79,2.38366,cube_ft3,"Mueller Streamline W 01622 1/2"" Copper Sweat Fittings - 90 Degree Elbow C x C"
COPF-050-CPL/LS-C,7715627794535,44351070142567,ACTIVE,1.89,0.03,4.8,4.79,2.53501,cube_ft3,"Mueller Streamline W 01903 1/2"" Copper Sweat Fittings - Repair Coupling - No Sto"
ZURN-EZC-PV4-ST,7716845781095,44353499824231,ACTIVE,107.07,4.77,,4.77,0.04455,,"Zurn EZC-PV4-ST EZC PVC Floor Drain Cleanout, 5"" Square Nickel Bronze Cover, wit"
SIOU-616-02C,7715776725095,44351384485991,ACTIVE,10.44,0.12,4.7,4.74,0.45416,cube_ft3,Sioux Chief 616-02C Shower Arm Adapter Chrome
SIOU-630WG248,7715776888935,44351384649831,ACTIVE,11.6,0.26,4.7,4.74,0.40874,cube_ft3,"Sioux Chief 630WG248 1/2"" x 4"" x 8"" PEX F1960 Stub Out Elbow"
SIOU-630WG248E,7715776921703,44351384682599,ACTIVE,12.83,0.26,4.7,4.74,0.36956,cube_ft3,"Sioux Chief 630WG248E 1/2"" x 4"" x 8"" PEX F1960 Stub Out Elbow with Nail Flange"
SIOU-840-20ANR,7715786326119,44351402508391,ACTIVE,43.91,0.83,4.7,4.74,0.10798,cube_ft3,"Sioux Chief 840-20ANR 2"" Floor Drain ABS"
SIOU-852-3LNQ,7715786850407,44351403098215,ACTIVE,120.21,2.99,4.7,4.74,0.03944,cube_ft3,"Sioux Chief 852-3LNQ Adjustable Floor Cleanout 3"" MIP ABS 7"" Nickel Bronze Squar"
SIOU-881-54,7715789275239,44351408046183,ACTIVE,85.72,0.38,4.7,4.74,0.05531,cube_ft3,"Sioux Chief 881-54 4"" Mechanical Plug"
SIOU-630VG248,7715776823399,44351384584295,ACTIVE,14.14,0.26,4.7,4.71,0.33312,cube_ft3,"Sioux Chief 630VG248 1/2"" x 3-1/2"" x 8-1/2"" Pre Stainless Steel Stub Out Elbow"
SIOU-654-CS,7715780001895,44351390449767,ACTIVE,82.12,1.06,4.7,4.67,0.05689,cube_ft3,"Sioux Chief 654-CS 1"" Male Sweat Hydra-Rester ASSE-C"
FLUI-12IM120,7715414016103,44350698422375,ACTIVE,32.58,0.56,4.6,4.6,0.14118,cube_ft3,"Fluidmaster 12IM120 1/4"" x 1/4"" x 120"" COMP x COMP - Ice Maker Supply - No-Burst"
COPF-038-CPL/DS-C,7715627040871,44351069192295,ACTIVE,1.72,0.02,4.6,4.58,2.66486,cube_ft3,"Mueller Streamline W 10144 3/8"" Copper Sweat Fittings - Coupling - Dimple Stop C"
COPF-075-2HSTR-C,7715629629543,44351072272487,ACTIVE,1.84,0.02,4.6,4.58,2.49106,cube_ft3,"Mueller Streamline A 02574 3/4"" Copper Sweat Fittings - Two Hole Strap"
CTRO-ISEL0687,7715282747495,44350394007655,ACTIVE,111.89,1.35,4.6,4.56,0.04079,cube_ft3,"Centrotherm 6"" - 87 Degree Elbow PolyPro SW"
WEBS-H-44443WPR,7716837326951,44353490780263,DRAFT,0.0,4.5,,4.5,,,"Webstone H-44443WPR 3/4"" FIP Union x FIP Tankless Valve Kit with PRV"
SIOU-642XG2,7715778265191,44351387795559,ACTIVE,2.13,0.06,4.4,4.4,2.06436,cube_ft3,"Sioux Chief 642XG2 1/2"" PEX F1807 90 Elbow"
ZURN-EZ1-PV2,7716845551719,44353499594855,ACTIVE,76.48,4.38,,4.38,0.05727,,"Zurn EZ1-PV2 EZ1 PVC Floor Drain, 5"" Round Nickel Bronze Strainer, with 2"" x 3"" "
ROHL-R1062BO,7715764437095,44351361417319,DRAFT,0.0,3,4.3,4.29,,LWH,"Rohl R1062BO 4-Port, 3-Way Dedicated Diverter Rough-In Valve - NPT or Sweat Conn"
SIOU-240-455206C32,7715772006503,44351374721127,ACTIVE,19.38,0.16,4.2,4.24,0.21874,cube_ft3,"Sioux Chief 240-455206C32 1-1/4"" x 6"" Slip Joint Ext T/P Chr 20Ga"
SIOU-240-705212C25,7715772137575,44351374852199,ACTIVE,17.92,0.16,4.2,4.24,0.23656,cube_ft3,"Sioux Chief 240-705212C25 1-1/4"" x 12"" Threaded Both Ends Tube 20Ga"
SIOU-390-50164,7715772596327,44351375343719,ACTIVE,7.68,0.03,4.2,4.22,0.54971,cube_ft3,Sioux Chief 390-50164 Replacement Blade for Kleen Cut PVC Pipe Cutter
SIOU-614-3,7715776594023,44351383863399,ACTIVE,4.02,0.04,4.2,4.21,1.0471,cube_ft3,"Sioux Chief 614-3 3/4"" Female Sweat x 3/4"" MIP Slip Male Adapter"
BRAS-G2PS09X-C,7715254632551,44350359339111,ACTIVE,20.05,0.25,4.2,4.19,0.20906,cube,"BrassCraft G2PS09X C 1/2"" x 1/4"" Angle Stop - Push x Comp, Chrome"
BRAS-OCR39X-C,7715255976039,44350360682599,ACTIVE,20.59,0.27,4.2,4.19,0.20358,cube,"BrassCraft OCR39X C 1/2"" x 1/2"" Angle Stop - Comp x Comp, Chrome"
BRAS-OR07X-C,7715256008807,44350360715367,ACTIVE,23.73,0.22,4.2,4.19,0.17664,cube,"BrassCraft OR07X C 1/2"" x 1/4"" Angle Stop - FIP x Comp, Chrome"
BRAS-OR12X-C,7715256041575,44350360748135,ACTIVE,14.73,0.3,4.2,4.19,0.28457,cube,"BrassCraft OR12X C 1/2"" x 3/8"" Straight Stop - FIP x Comp, Chrome"
CTRO-ISLPT0202,7715283468391,44350394728551,ACTIVE,78.86,1.95,4.1,4.1,0.05202,cube_ft3,"Centrotherm 2"" Low Profile Wall Termination"
CTRO-ISLPT0303,7715283501159,44350394761319,ACTIVE,118.27,1.95,4.1,4.1,0.03469,cube_ft3,"Centrotherm 3"" Low Profile Wall Termination"
ZURN-CO2450-PV3,7716845486183,44353499529319,ACTIVE,97.69,4.0,,4.0,0.04095,,"Zurn CO2450-PV3 CO2450 Adjustable Floor Cleanout, Nickel Top, 3"" PVC"
BRAS-1-12DLC,7715252895847,44350356127847,ACTIVE,10.37,0.11,3.9,3.88,0.37462,cube,"BrassCraft 1-12DL C 3/8"" Toilet Supply - Chrome, 12"""
BRAS-CR1900DVX-C,7715252994151,44350356226151,ACTIVE,63.3,0.4,3.9,3.87,0.06118,cube,"BrassCraft CR1900DVX C 1/2"" x 3/8"" x 1/4"" Dual Angle Stop - Comp, Chrome"
BRAS-KTCR1900DVX-R,7715255484519,44350360191079,ACTIVE,62.73,0.41,3.9,3.87,0.06174,cube,"BrassCraft KTCR1900DVX R 1/2"" x 3/8"" x 1/4"" Straight Stop - Comp, Rough Brass"
BRAS-R1700DVX-R,7715256139879,44350360846439,ACTIVE,53.67,0.4,3.9,3.87,0.07216,cube,"BrassCraft R1700DVX R 1/2"" x 3/8"" x 1/4"" Dual Angle Stop - FIP x Comp x Comp, Ro"
CMPF-025.050-MA-NL,7715258007655,44350365302887,ACTIVE,7.54,0.1,3.9,3.87,0.51364,cube,"BrassCraft 68-4-8X 1/4"" x 1/2"" Compression Male Adapter"
CMPF-058.038-MA-NL,7715259678823,44350366974055,ACTIVE,12.81,0.09,3.9,3.87,0.30233,cube,"BrassCraft 68-10-6X 5/8"" x 3/8"" Compression Male Adapter"
ZURN-EZC-PV3,7716845748327,44353499791463,ACTIVE,93.75,3.86,,3.86,0.04117,,"Zurn EZC-PV3 EZC PVC Floor Drain Cleanout, 5"" Round Nickel Bronze Head, with 3"" "
SIOU-653-BS,7715779903591,44351390384231,ACTIVE,33.83,0.84,3.8,3.75,0.11094,cube_ft3,"Sioux Chief 653-BS 3/4"" Male Sweat Hydra-Rester ASSE-B"
SIOU-654-C,7715779936359,44351390416999,ACTIVE,79.16,1.03,3.8,3.75,0.04741,cube_ft3,"Sioux Chief 654-C 1"" MIP Hydra-Rester ASSE-C"
SIOU-638WG208,7715777642599,44351386189927,ACTIVE,11.98,0.26,3.7,3.72,0.31079,cube_ft3,"Sioux Chief 638WG208 1/2"" x 8"" PEX F1960 Stub Out"
MILW-48-22-1503,7715542827111,44350921801831,ACTIVE,40.59,0.62,3.5,3.48,0.08576,cube_ft3,Milwaukee Tools 48-22-1503 FASTBACK™ Folding Utility Knife Set
SIOU-672X04C0,7715780591719,44351391137895,ACTIVE,39.83,0.84,3.2,3.16,0.07937,cube_ft3,"Sioux Chief 672X04C0 PEX Manifold 1"" CPVC Trunk with 4 1/2"" ports"
SIOU-645WG3P,7715778953319,44351388483687,ACTIVE,17.36,0.05,3.1,3.12,0.17946,cube_ft3,"Sioux Chief 645WG3P 3/4"" F1960 x 3/4"" PVC Adapter"
SIOU-652-AS,7715779772519,44351390253159,ACTIVE,28.76,0.7,3.1,3.12,0.10832,cube_ft3,"Sioux Chief 652-AS 1/2"" Male Sweat Hydra-Rester ASSE-A"
SIOU-878-30,7715788456039,44351406080103,ACTIVE,3.15,0.09,3.1,3.12,0.98901,cube_ft3,"Sioux Chief 878-30 3"" PVC C/O Plug with Threaded Brass Insert"
DEAR-ADA101,7715351330919,44350524063847,ACTIVE,53.05,0.57,3.1,3.08,0.05812,cube_ft3,Dearborn® ADA101 Safety Series Brass & Plastic P-Trap Full Cover Kit - Straight 
TACO-110-252F,7716734959719,44353379467367,ACTIVE,36.13,3.0,,3.0,0.08303,,"Taco Comfort Solutions Freedom Flange Set - Cast Iron, 2 bolt, 1"" NPT; Fits - Al"
TACO-110-253F,7716735058023,44353379565671,ACTIVE,36.13,3.0,,3.0,0.08303,,"Taco Comfort Solutions 110-253F Freedom Flange Set - Cast Iron, 2 bolt, 1-1/4"" N"
TACO-110-254F,7716735090791,44353379598439,ACTIVE,36.13,3.0,,3.0,0.08303,,"Taco Comfort Solutions 110-254F Freedom Flange Set - Cast Iron, 2 bolt, 1-1/2"" N"
SIOU-614-2,7715776561255,44351383830631,ACTIVE,2.81,0.03,3.0,2.97,1.05647,cube_ft3,"Sioux Chief 614-2 1/2"" Female Sweat x 1/2"" MIP Slip Adapter"
MILW-49-90-1978,7715560783975,44350946672743,ACTIVE,44.31,0.73,2.9,2.91,0.0656,LWH,Milwaukee Tools 49-90-1978 Large Wet/Dry Vacuum High Efficiency Filter
SIOU-442-2W,7715772727399,44351375933543,ACTIVE,2.15,0.06,2.9,2.91,1.35534,cube_ft3,Sioux Chief 442-2W Smart Cap Closet Bolt Caps White
SIOU-555-23PK2,7715775086695,44351380095079,ACTIVE,1.95,0.05,2.9,2.91,1.49435,cube_ft3,"Sioux Chief 555-23PK2 1/2"" & 3/4"" Twin Tube Talon"
WILK-112-SXL,7716847353959,44353501462631,DRAFT,0.0,2.76,,2.76,,,"Zurn Wilkins 112-SXL 1-1/2"" SXL Cast Bronze Wye Type Strainer"
WILK-3-FSC,7716847681639,44353501790311,DRAFT,0.0,2.76,,2.76,,,"Zurn Wilkins 3-FSC 3"" Ductile Iron Wye Type Strainer"
SIOU-660-GTC0,7715780165735,44351390711911,ACTIVE,31.12,0.59,2.8,2.75,0.08848,cube_ft3,"Sioux Chief 660-GTC0 1/4"" Compression Mini-Rester"
RECT-97050,7715724689511,44351290572903,ACTIVE,46.5,0.74,2.6,2.55,0.05486,cube_ft3,"RectorSeal Hubsett 97050 Test Coupling, Holds Pressure, No Tools Needed, Plumbin"
RECT-97052,7715724722279,44351290605671,ACTIVE,45.44,0.76,2.6,2.55,0.05614,cube_ft3,"RectorSeal Hubsett 97052 Test Coupling, Holds Pressure, No Tools Needed, Plumbin"
MILW-48-32-4096,7715550494823,44350931763303,ACTIVE,64.28,2.12,2.5,2.52,0.03926,cube_ft3,Milwaukee Tools 48-32-4096 55 Piece SHOCKWAVE™ Impact Duty Driver Bit Set
SIOU-652-A,7715779739751,44351390220391,ACTIVE,26.73,0.65,2.5,2.51,0.09381,cube_ft3,"Sioux Chief 652-A 1/2"" MIP Hydra-Rester ASSE-A"
SIOU-653-B,7715779870823,44351390351463,ACTIVE,31.29,0.94,2.5,2.51,0.08014,cube_ft3,"Sioux Chief 653-B 3/4"" Hydra-Restor Threaded"
SIOU-660-HB,7715780296807,44351390842983,ACTIVE,23.89,0.46,2.5,2.51,0.10496,cube_ft3,Sioux Chief 660-HB Hose Tee Mini-Rester
SIOU-821-TP,7715784622183,44351400116327,ACTIVE,3.51,0.02,2.5,2.51,0.71438,cube_ft3,Sioux Chief 821-TP Test Plug for 821 Shower Drain
SIOU-612-2S,7715776299111,44351383502951,ACTIVE,2.08,0.02,2.5,2.46,1.1822,cube_ft3,"Sioux Chief 612-2S 1/2"" Stainle Stainless Steel Pipe Support Push Nut"
SIOU-250-12A,7715772301415,44351375016039,ACTIVE,24.63,0.32,2.3,2.32,0.09439,cube_ft3,"Sioux Chief 250-12A 2"" ABS Turbovent with Adapter"
WATT-0556036,7716835491943,44353488945255,DRAFT,0.0,2.32,,2.32,,,"Watts 0556036 3/4"" Lead Free Brass Calibrated Poppet Type Pressure Relief Valve,"
BURN-X-PV3N-T02,7716786569319,44353436516455,DRAFT,0.0,2.19,,2.19,,,"US Boiler (Burnham) X-PV Series - 70,000 BTU Input - Cast Iron Sectional Power V"
SIOU-641WG444,7715778068583,44351387140199,ACTIVE,38.55,0.05,2.1,2.13,0.05524,cube_ft3,"Sioux Chief 641WG444 1"" PEX F1960 Tee Brass"
SIOU-645X3P,7715779117159,44351388647527,ACTIVE,12.46,0.06,2.1,2.05,0.16462,cube_ft3,"Sioux Chief 645X3P 3/4"" PEX PVC Adapter (Crimp(F1807) x PVC) Copper"
SIOU-660-G2B,7715780132967,44351390679143,ACTIVE,15.69,0.26,2.1,2.05,0.13081,cube_ft3,"Sioux Chief 660-G2B 1/2"" MIP MINI-Rester"
SIOU-660-GTR0B,7715780198503,44351390744679,ACTIVE,29.58,0.28,2.1,2.05,0.06934,cube_ft3,"Sioux Chief 660-GTR0B 1/4"" Female Compression Mini-Rester"
SIOU-660-GTR1B,7715780264039,44351390810215,ACTIVE,29.58,0.45,2.1,2.05,0.06939,cube_ft3,"Sioux Chief 660-GTR1B 3/8"" Female Compression Mini-Rester"
SIOU-660-SB,7715780329575,44351390875751,ACTIVE,15.27,0.24,2.1,2.05,0.13441,cube_ft3,"Sioux Chief 660-SB 1/2"" Male Sweat Mini-Rester ASSE-AA"
SIOU-863-U,7715787309159,44351404015719,ACTIVE,22.3,0.32,2.1,2.05,0.09204,cube_ft3,Sioux Chief 863-U Aluminum Dome Bottom Strainer
ELKA-LZSTL8WSSK,7715410509927,44350692130919,DRAFT,0.0,2,,2,,,Elkay LZSTL8WSSK ezH2O Bottle Filling Station & Versatile Bi-Level ADA Cooler Fi
SIOU-250-11A,7715772235879,44351374950503,ACTIVE,23.54,0.33,2.0,2.0,0.08481,cube_ft3,"Sioux Chief 250-11A 1-1/2"" ABS Turbovent with Adapter"
WOOD-RK-ADJ-PRV,7716843716711,44353497759847,ACTIVE,46.79,2.0,,2.0,0.04274,,Woodford RK-ADJ-PRV Adjustable Operating Rod 4-14
MILW-48-22-2718,7715543777383,44350922915943,ACTIVE,56.95,1.99,1.4,1.99,0.03494,cube_ft3,Milwaukee Tools 48-22-2718 8 Piece Screwdriver Kit w/ Square
MILW-48-22-8903,7715548823655,44350929797223,ACTIVE,6.27,0.05,2.0,1.99,0.31724,cube_ft3,Milwaukee Tools 48-22-8903 Cut Level 1 Nitrile Dipped Gloves - XL
MILW-48-22-8904,7715548856423,44350929829991,ACTIVE,6.27,0.05,2.0,1.99,0.31724,cube_ft3,Milwaukee Tools 48-22-8904 Cut Level 1 Nitrile Dipped Gloves - XXL
SIOU-847-2,7715786784871,44351403032679,ACTIVE,8.21,0.16,1.9,1.91,0.23304,cube_ft3,"Sioux Chief 847-2 3"" Snap Drain Cover 2"" Pipe Size"
MILW-48-28-1060,7715550068839,44350931239015,ACTIVE,45.0,1.75,0.7,1.75,0.03889,cube_ft3,"Milwaukee Tools 48-28-1060 24"" x 7/16"" Universal QUIK-LOK™ Extension"
MILW-48-22-8902,7715548790887,44350929764455,ACTIVE,6.27,0.05,1.7,1.74,0.27758,cube_ft3,Milwaukee Tools 48-22-8902 Cut Level 1 Nitrile Dipped Gloves - L
CAMC-20830,7715276423271,44350386503783,DRAFT,0.0,1.62,,1.62,,,"Camco 20830 24"" Aluminum Water Heater Drain Pan Short w/PVC Fitting (E/F) 20810"
MILW-48-22-8901,7715548758119,44350929731687,ACTIVE,6.27,0.05,1.6,1.62,0.25775,cube_ft3,Milwaukee Tools 48-22-8901 Cut Level 1 Nitrile Dipped Gloves - M
SIOU-632WG222M,7715777445991,44351385763943,ACTIVE,15.23,0.25,1.6,1.6,0.10538,cube_ft3,"Sioux Chief 632WG222M 1/2"" PEX F1960 MIP Adapter Elbow Brass"
SIOU-644WG23,7715778527335,44351388057703,ACTIVE,16.82,0.05,1.6,1.59,0.09483,cube_ft3,"Sioux Chief 644WG23 1/2"" x 3/4"" PEX F1960 Male Sweat Adapter Brass"
SIOU-645WG2,7715778887783,44351388418151,ACTIVE,6.42,0.05,1.5,1.55,0.24127,cube_ft3,"Sioux Chief 645WG2 1/2"" PEX F1960 Coupling Brass"
SIOU-647WG2E3,7715779477607,44351389958247,ACTIVE,19.3,0.05,1.5,1.52,0.07858,cube_ft3,"Sioux Chief 647WG2E3 1/2"" PEX F1960 x FIP Drop Ear Elbow Brass"
MILW-49-22-1129,7715555934311,44350939496551,ACTIVE,43.62,1.5,0.9,1.5,0.03439,cube_ft3,Milwaukee Tools 49-22-1129 12 Piece Demolition SAWZALL® Blade Set
SCHI-4070-001-04,7715766304871,44351364890727,DRAFT,0.0,1.5,,1.5,,,"Schier 4070-001-04 GB-3 50/75 GPM Hydromechanical Grease Interceptor 4"" Female P"
WATC-615-PP-ABS-CP,7716833099879,44353485963367,DRAFT,0.0,1.45,1.3,1.45,,LWH,"Watco 615-PP-ABS-CP 1-1/2"" ABS Push Pull Bath Waste and Overflow Half Kit with H"
SIOU-879-15,7715788750951,44351406833767,ACTIVE,2.06,0.05,1.4,1.4,0.67771,cube_ft3,"Sioux Chief 879-15 1-1/2"" ABS C/O Plug with Threaded Brass Insert"
SIOU-972-100,7715790782567,44351412437095,ACTIVE,12.95,0.13,1.4,1.4,0.10781,cube_ft3,Sioux Chief 972-100 Tub Spout Seal and Escutcheon
SIOU-645X2G,7715779051623,44351388581991,ACTIVE,2.83,0.06,1.4,1.37,0.48321,cube_ft3,"Sioux Chief 645X2G 1/2"" PEX x 1/2"" PB"
SIOU-645X3G,7715779084391,44351388614759,ACTIVE,3.38,0.06,1.4,1.37,0.40458,cube_ft3,"Sioux Chief 645X3G 3/4"" PEX x 3/4"" PB"
SIOU-645XC4,7715779149927,44351388680295,ACTIVE,18.39,0.3,1.4,1.37,0.07436,cube_ft3,"Sioux Chief 645XC4 1"" PEX F1807 to CPVC Adapter"
SIOU-878-15,7715788324967,44351405490279,ACTIVE,2.06,0.04,1.4,1.37,0.66383,cube_ft3,"Sioux Chief 878-15 1-1/2"" PVC C/O Plug with Threaded Brass Insert"
SIOU-878-20,7715788357735,44351405523047,ACTIVE,2.06,0.06,1.4,1.37,0.66383,cube_ft3,"Sioux Chief 878-20 2"" PVC C/O Plug with Threaded Brass Insert"
SIOU-879-20,7715788783719,44351406866535,ACTIVE,2.06,0.06,1.4,1.37,0.66383,cube_ft3,"Sioux Chief 879-20 2"" ABS C/O Plug with Threaded Brass Insert"
BRAS-CT2-664XP,7715253944423,44350358650983,ACTIVE,11.69,0.2,1.3,1.28,0.10942,cube,"BrassCraft CT2-664X P 3/8"" x 3/8"" x 1/4"" Tee - Comp, Rough Brass"
OATE-43538,7715685138535,44351224676455,ACTIVE,32.55,0.65,1.2,1.17,0.0359,cube_ft3,Oatey® 43538 4 in. ABS Closet Flange Replacement
SIOU-521-729,7715773481063,44351377145959,ACTIVE,17.92,0.48,1.1,1.08,0.06042,cube_ft3,"Sioux Chief 521-729 Carrier Bracket 1"" CTS double hole"
ELKA-LRAD-1716-65-2,7715410149479,44350691606631,DRAFT,0.0,1,,1,,,"Elkay LRAD1716652 Lustertone Classic Stainless Steel 17"" x 16"" x 6-1/2"" 2-Hole S"
RHEE-SP8371B,7715762471015,44351358206055,DRAFT,0.0,1,,1,,,"Rheem SP8371B 0.84"" x 54"", 1-1/16"" Hex Head, Magnesium, Flexible, Anode Rod for "
SIOU-643WG23,7715778330727,44351387861095,ACTIVE,10.85,0.05,1.0,1.0,0.09223,cube_ft3,"Sioux Chief 643WG23 1/2"" x 3/4"" PEX F1960 Female Sweat Adapter Brass"
SIOU-643WG4,7715778363495,44351387893863,ACTIVE,20.05,0.05,1.0,1.0,0.04991,cube_ft3,"Sioux Chief 643WG4 1"" PEX F1960 Female Sweat Adapter Brass"
SIOU-645WG4,7715778986087,44351388516455,ACTIVE,21.0,0.05,1.0,1.0,0.04765,cube_ft3,"Sioux Chief 645WG4 1"" PEX F1960 Coupling Brass"
ROHL-R1040R,7715764404327,44351361384551,DRAFT,0.0,0.9,0.9,0.95,,LWH,"Rohl R1040R 3/4"" Counterclockwise Volume Control Rough-In Valve - NPT or Sweat C"
SIOU-521-725,7715773415527,44351377080423,ACTIVE,17.92,0.48,0.9,0.95,0.05293,cube_ft3,"Sioux Chief 521-725 Carrier Bracket 1"" CTS hole"
SIOU-521-728,7715773448295,44351377113191,ACTIVE,17.92,0.48,0.9,0.95,0.05293,cube_ft3,"Sioux Chief 521-728 Carrier Bracket 1"" CTS notch for prefab"
TACO-SFL-100P,7716736696423,44353381236839,DRAFT,0.0,0.88,,0.88,,,"Taco Comfort Solutions Freedom Flange Set - Brass Shut-off, Swivel w/Lever Handl"
WEBS-H-81416WHV,7716839489639,44353492975719,DRAFT,0.0,0.88,,0.88,,,"Webstone H-81416WHV 1-1/2"" Press Rotating Isolation Flange with Hose Drain for H"
PDWV-800SANT-P,7715323412583,44350458527847,DRAFT,0.0,0.81,,0.81,,,"Charlotte Pipe PVC-00400-1800 8"" PVC DWV Sanitary Tee - All H"
VEGA-79030,7716824612967,44353476919399,DRAFT,0.0,0.8,,0.8,,,"Viega 79030 2""x2"" - (P-P) - Coupling (No Stop), ProPress®"
HONE-50028399-001/U,7715730882663,44351300829287,DRAFT,0.0,0.72,,0.72,,,"Resideo 50028399-001/U Cover Plate, Prestige"
