handle,modelo,tipo,title,chars_antes,descricao_anterior
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas-hone-vr8215s1248t-u,VR8215S1248T,Gas Valves,"Resideo VR8215S1248T/U Single Stage Gas Valve, Direct Ignition, 1/2 in x 1/2 in Inlet/Outlet, Standard Opening, 24 V AC, Natural Gas",397,"<p>The Single Stage Gas Controls for Direct Ignition appliance, 1/2 in x 1/2 in inlet/outlet size, Standard Opening, 24 V AC, Natural Gas by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8215S1248T/U</li>
<li>
<strong>UPC:</strong> 085267345293</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-3-4-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,VR8305M3506,Gas Valves,"Resideo Single Stage Gas Controls for Direct Ignition appliance, 1/2 in x 3/4 in inlet/outlet size, Standard Opening, 24 V AC, Natural Gas",396,"<p>The Single Stage Gas Controls for Direct Ignition appliance, 1/2 in x 3/4 in inlet/outlet size, Standard Opening, 24 V AC, Natural Gas by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8305M3506/U</li>
<li>
<strong>UPC:</strong> 085267114998</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-gas-controls-for-intermittent-pilot-appliance-1-2-in-x-1-2-in-inlet-outlet-size-slow-opening-24-v-ac-natural-gas,VR8204H1006,Gas Valves,"Resideo Single Stage Gas Controls for Intermittent Pilot appliance, 1/2 in x 1/2 in inlet/outlet size, Slow Opening, 24 V AC, Natural Gas",395,"<p>The Single Stage Gas Controls for Intermittent Pilot appliance, 1/2 in x 1/2 in inlet/outlet size, Slow Opening, 24 V AC, Natural Gas by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8204H1006/U</li>
<li>
<strong>UPC:</strong> 085267112994</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-gas-controls-for-intermittent-pilot-appliance-3-4-in-x-3-4-in-inlet-outlet-size-step-opening-24-v-ac-lp-gas,VR8304P4330,Gas Valves,"Resideo VR8304P4330/U Single Stage Gas Controls for Intermittent Pilot appliance, 3/4 in x 3/4 in inlet/outlet size, Step Opening, 24 V AC, LP Gas",390,"<p>The Single Stage Gas Controls for Intermittent Pilot appliance, 3/4 in x 3/4 in inlet/outlet size, Step Opening, 24 V AC, LP Gas by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8304P4330/U</li>
<li>
<strong>UPC:</strong> 085267114851</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-gas-controls-for-standing-pilot-appliance-3-4-in-x-3-4-in-standard-opening-120-v-ac-natural-gas-lp-with-included-conversion-kit,VR4300A4502,Gas Valves,"Resideo Single Stage Gas Controls for Standing Pilot appliance, 3/4 in x 3/4 in, Standard Opening, 120 V AC, Natural Gas/LP with included conversion",410,"<p>The Single Stage Gas Controls for Standing Pilot appliance, 3/4 in x 3/4 in, Standard Opening, 120 V AC, Natural Gas/LP with included conversion kit by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR4300A4502/U</li>
<li>
<strong>UPC:</strong> 085267111843</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-gas-controls-for-standing-pilot-appliance-3-4-in-x-3-4-in-standard-opening-24-v-ac-natural-gas-lp-with-included-conversion-kit,VR8300A4516,Gas Valves,"Resideo Single Stage Gas Controls for Standing Pilot appliance, 3/4 in x 3/4 in, Standard Opening, 24 V AC, Natural Gas/LP with included conversion",415,"<p>The Single Stage Gas Controls for Standing Pilot appliance, 3/4 in x 3/4 in, Standard Opening, 24 V AC, Natural Gas/LP with included conversion kit by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8300A4516/U</li>
<li>
<strong>Category:</strong> Gas Valves</li>
<li>
<strong>Shipping Weight:</strong> 2.5 lb</li>
</ul>"
single-stage-lp-to-natural-gas-conversion-kit-3-in-wc-to-5-in-wc-adjustment-range,396222,Gas Valves,"Resideo 396222/U Single Stage LP to Natural Gas Conversion Kit, 3 in WC to 5 in WC Adjustment Range",343,"<p>The Single Stage LP to Natural Gas Conversion Kit, 3 in WC to 5 in WC Adjustment Range by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 396222/U</li>
<li>
<strong>UPC:</strong> 085267263115</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-lp-to-natural-gas-conversion-kit-5-in-wc-to-7-in-wc-adjustment-includes-regulator-spring-o-ring-adjustment-screw-and-cap-screw,395253-1,Gas Valves,"Resideo Single Stage LP to Natural Gas Conversion Kit, 5 in WC to 7 in WC Adjustment, includes regulator spring, O-ring, adjustment screw and cap",406,"<p>The Single Stage LP to Natural Gas Conversion Kit, 5 in WC to 7 in WC Adjustment, includes regulator spring, O-ring, adjustment screw and cap screw by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 395253-1/U</li>
<li>
<strong>UPC:</strong> 085267030618</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
single-stage-natural-to-lp-gas-conversion-kit-8-in-wc-to-12-in-wc-adjustment-range,396221,Gas Valves,"Resideo 396221/U Single Stage Natural to LP Gas Conversion Kit, 8 in WC to 12 in WC adjustment range",344,"<p>The Single Stage Natural to LP Gas Conversion Kit, 8 in WC to 12 in WC adjustment range by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 396221/U</li>
<li>
<strong>UPC:</strong> 085267263108</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
slow-opening-smartvalve-direct-hot-surface-ignition-natural-lp-with-included-conversion-kit-1-2-in-nptx-1-2-in-npt,SV9510K2539,Gas Valves,"Resideo SV9510K2539/U Slow Opening SmartValve, Direct Hot Surface Ignition, Natural/LP with included conversion kit, 1/2 in NPTx 1/2 in NPT",383,"<p>The Slow Opening SmartValve, Direct Hot Surface Ignition, Natural/LP with included conversion kit, 1/2 in NPTx 1/2 in NPT by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> SV9510K2539/U</li>
<li>
<strong>UPC:</strong> 085267297714</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
standard-2-stage-opening-smartvalve-intermittent-hot-surface-pilot-ignition-natural-gas-1-2-in-npt-x-1-2-in-npt-inlet-outlet-size,SV9541Q2561,Gas Valves,"Resideo Standard 2-Stage Opening SmartValve, Intermittent Hot Surface Pilot Ignition, Natural Gas, 1/2 in NPT x 1/2 in NPT inlet/outlet size",398,"<p>The Standard 2-Stage Opening SmartValve, Intermittent Hot Surface Pilot Ignition, Natural Gas, 1/2 in NPT x 1/2 in NPT inlet/outlet size by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> SV9541Q2561/U</li>
<li>
<strong>UPC:</strong> 085267297677</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
standard-opening-intermittent-pilot-with-comb-air-control,SV9641M4510,Gas Valves,Resideo SV9641M4510/U Standard Opening Intermittent Pilot with Comb Air Control,323,"<p>The Standard Opening Intermittent Pilot with Comb Air Control by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> SV9641M4510/U</li>
<li>
<strong>UPC:</strong> 085267297684</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
standard-opening-smartvalve-intermittent-hot-surface-pilot,SV9501M2528,Gas Valves,Resideo SV9501M2528/U Standard Opening SmartValve Intermittent Hot Surface Pilot,328,"<p>The Standard Opening SmartValve Intermittent Hot Surface Pilot by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> SV9501M2528/U</li>
<li>
<strong>Category:</strong> Gas Valves</li>
<li>
<strong>Shipping Weight:</strong> 2 lb</li>
</ul>"
standard-opening-smartvalve-intermittent-hot-surface-pilot-ignition-natural-lp-with-included-conversion-kit-3-4-in-npt-x-3-4-in-npt,SV9601M4571,Gas Valves,"Resideo Standard Opening SmartValve, Intermittent Hot Surface Pilot Ignition, Natural/LP with included conversion kit, 3/4 in NPT x 3/4 in NPT",400,"<p>The Standard Opening SmartValve, Intermittent Hot Surface Pilot Ignition, Natural/LP with included conversion kit, 3/4 in NPT x 3/4 in NPT by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> SV9601M4571/U</li>
<li>
<strong>UPC:</strong> 085267297738</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
standing-pilot-burner-for-natural-gas-includes-an-a26-and-k14-orifices-1-in-batwing-tip-style-b-style-mounting-bracket-primary-aeration,Q327A1626,Gas Ignition Components,"Resideo Standing Pilot Burner for Natural Gas, includes an A26 and K14 Orifices, 1 in Batwing Tip Style, B-Style Mounting Bracket, primary aeration",435,"<p>The Standing Pilot Burner for Natural Gas, includes an A26 and K14 Orifices, 1 in Batwing Tip Style, B-Style Mounting Bracket, primary aeration by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q327A1626/U</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
<li>
<strong>Shipping Weight:</strong> 0.2 lb</li>
</ul>"
standing-pilot-burner-for-natural-gas-with-front-single-tip-style,Q314A4586,Gas Ignition Components,Resideo Q314A4586/U Standing Pilot Burner for Natural Gas with front single-tip style,355,"<p>The Standing Pilot Burner for Natural Gas with front single-tip style by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q314A4586/U</li>
<li>
<strong>UPC:</strong> 085267000345</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
standing-pilot-burner-for-natural-gas-with-left-single-tip-style,Q314A6094,Gas Ignition Components,Resideo Q314A6094/U Standing Pilot burner for natural gas with left single-tip style,354,"<p>The Standing Pilot burner for natural gas with left single-tip style by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q314A6094/U</li>
<li>
<strong>UPC:</strong> 085267066747</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
standing-pilot-burner-for-natural-gas-with-right-single-tip-style,Q314A6102,Gas Ignition Components,Resideo Q314A6102/U Standing Pilot burner for natural gas with right single-tip style,355,"<p>The Standing Pilot burner for natural gas with right single-tip style by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q314A6102/U</li>
<li>
<strong>UPC:</strong> 085267066754</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
two-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,VR8205Q2795T,Gas Valves,"Resideo VR8205Q2795T/U Two Stage Gas Controls for Direct Ignition appliance, 1/2 in x 1/2 in inlet/outlet size, Standard Opening, 24 V AC, Natural Gas",394,"<p>The Two Stage Gas Controls for Direct Ignition appliance, 1/2 in x 1/2 in inlet/outlet size, Standard Opening, 24 V AC, Natural Gas by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8205Q2795T/U</li>
<li>
<strong>UPC:</strong> 085267665131</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
two-stage-gas-controls-for-direct-ignition-appliance-1-2-in-x-1-2-in-standard-opening-24-v-ac-natural-gas-lp-with-included-conversion-kit,VR9205Q1507,Gas Valves,"Resideo Two Stage Gas Controls for Direct Ignition appliance, 1/2 in x 1/2 in, Standard Opening, 24 V AC, Natural Gas/LP with included conversion kit",407,"<p>The Two Stage Gas Controls for Direct Ignition appliance, 1/2 in x 1/2 in, Standard Opening, 24 V AC, Natural Gas/LP with included conversion kit by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR9205Q1507/U</li>
<li>
<strong>UPC:</strong> 085267873512</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
two-stage-gas-controls-for-direct-ignition-appliance-3-4-in-x-3-4-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,VR8305Q4500,Gas Valves,"Resideo VR8305Q4500/U Two Stage Gas Controls for Direct Ignition appliance, 3/4 in x 3/4 in inlet/outlet size, Standard Opening, 24 V AC, Natural Gas",393,"<p>The Two Stage Gas Controls for Direct Ignition appliance, 3/4 in x 3/4 in inlet/outlet size, Standard Opening, 24 V AC, Natural Gas by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8305Q4500/U</li>
<li>
<strong>UPC:</strong> 085267792769</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
two-stage-gas-controls-for-direct-spark-ignition-appliance-1-2-in-x-1-2-in-inlet-outlet-size-standard-opening-24-v-ac-natural-gas,VR8205Q2787T,Gas Valves,"Resideo Two Stage Gas Controls for Direct Spark Ignition appliance, 1/2 in x 1/2 in inlet/outlet size, Standard Opening, 24 V AC, Natural Gas",400,"<p>The Two Stage Gas Controls for Direct Spark Ignition appliance, 1/2 in x 1/2 in inlet/outlet size, Standard Opening, 24 V AC, Natural Gas by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8205Q2787T/U</li>
<li>
<strong>UPC:</strong> 085267647212</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
two-stage-lp-to-natural-gas-conversion-kit-3-in-wc-to-5-in-wc-adjustment-range,396025,Gas Valves,"Resideo 396025/U Two Stage LP to Natural Gas Conversion Kit, 3 in WC to 5 in WC Adjustment Range",295,"<p>The Two Stage LP to Natural Gas Conversion Kit, 3 in WC to 5 in WC Adjustment Range by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 396025/U</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
two-stage-natural-to-lp-gas-conversion-kit-8-in-wc-to-11-in-wc-adjustment-range,396021,Gas Valves,"Resideo 396021/U Two Stage Natural to LP Gas Conversion Kit, 8 in WC to 11 in WC adjustment range,",297,"<p>The Two Stage Natural to LP Gas Conversion Kit, 8 in WC to 11 in WC adjustment range, by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 396021/U</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
universal-24-vac-standard-opening-intermittent-direct-ignition-gas-valve-1-2-x-1-2-in-set-3-5-in-wc,VR8245M2530,Gas Valves,"Resideo VR8245M2530/U Universal 24 Vac, Standard Opening, Intermittent / Direct Ignition Gas Valve 1/2 x 1/2 in Set 3.5 in WC",369,"<p>The Universal 24 Vac, Standard Opening, Intermittent / Direct Ignition Gas Valve 1/2 x 1/2 in Set 3.5 in WC by Resideo is part of our gas valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> VR8245M2530/U</li>
<li>
<strong>UPC:</strong> 085267794015</li>
<li>
<strong>Category:</strong> Gas Valves</li>
</ul>"
universal-hot-surface-ignition-module,S8910U3000,Gas Ignition Components,Resideo S8910U3000/U Universal Hot Surface Ignition Module,283,"<p>The Universal Hot Surface Ignition Module by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> S8910U3000/U</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
universal-intermittent-pilot-burner,Q345U1005,Gas Ignition Components,Resideo Q345U1005/U Universal Intermittent Pilot Burner,325,"<p>The Universal Intermittent Pilot Burner by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q345U1005/U</li>
<li>
<strong>UPC:</strong> 085267432269</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
universal-standing-pilot-burner,Q314U1001,Gas Ignition Components,Resideo Q314U1001/U Universal Standing Pilot Burner,321,"<p>The Universal Standing Pilot Burner by Resideo is part of our gas ignition components selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> Q314U1001/U</li>
<li>
<strong>UPC:</strong> 085267344685</li>
<li>
<strong>Category:</strong> Gas Ignition Components</li>
</ul>"
