sku,vendor,ptype,price,lb,usd_lb,teto_lb,handle,variant_id,product_id
MILW-49-16-2659X4,Milwaukee Tools,Press XL Jaws,971.49,0.73,1330.8,32.74,x4-ring-jaw-for-m18-force-logic-press-tools,44350938480743,7715555508327
BURN-108540-01,US Boiler,US Boiler Parts,969.45,2.19,442.7,32.67,blower-ebm-rg148-180m-altitude-water-tube-k2wt-180m-phtm-180m,44353435009127,7716785061991
MPEX-3320500,MrPEX Systems,Manifolds (Radiant Heating),967.21,0.8,1209.0,32.59,5-branches-1-1-2-chrome-plated-brass-manifold-assembly-w-flowmeter-and-ball-valve,44351003721831,7715599679591
BOSC-BMS500-AAU009-1AHWXD,Bosch,Wall Mount Head Units,965.81,2.0,482.9,32.55,3-4-ton-ductless-mini-split-indoor-wall-mounted-unit-9-000-btu-r454b-208-230v,44350355341415,7715252502631
SLOA-3346095,Sloan,Soap or Lotion Dispensers,960.45,1.0,960.5,32.37,sloan-soap-dispenser-esd700a-cp-soap-dispenser-w-soap-sensor-activated-electronic-chrome-plated-die-cast-body-hand-washing-foam-soap-dispenser-with-the-following-features-in-polished-chrome,44351421841511,7715795435623
CALA-GMP4,CALEFACTIO,System Fill Tanks & Autofills,959.61,3.5,274.2,32.34,glycol-make-up-package-4-gallon,44350380277863,7715270230119
CTRO-IFBK0335,Centrotherm,Polypropylene Single Wall Venting,959.38,2.19,438.1,32.33,3-x-35-flex-b-vent-kit-f-3-6-b-vent,44350391844967,7715280584807
IBCT-P-749B,IBC,IBC Parts,955.31,2.19,436.2,32.19,hc-dc-universal-control-board,44350820614247,7715477946471
MLWV-BA-480B-212,Milwaukee Valve,Press Ball Valves,950.38,3.58,265.5,32.03,2-1-2-press-x-press-brass-full-port-ball-valve-200-psi-rptfe-seat-chrome-plated-ball,44350951850087,7715565109351
GROH-29.138EN0,Grohe,Thermostatic Valve Trims,946.18,2.37,399.2,31.89,triple-function-thermostatic-valve-trim-in-grohe-brushed-nickel,44350725324903,7715432267879
GROH-29.137A00,Grohe,Thermostatic Valve Trims,943.14,1.0,943.1,31.78,dual-function-thermostatic-valve-trim-in-grohe-hard-graphite,44350725226599,7715432169575
T&SB-B-0133-ADF14-B,T&S Brass & Bronze Works,Washdown Solutions,942.96,1.0,943.0,31.78,easyinstall-pre-rinse-spring-action-8-wall-mount-14-add-on-faucet-6-wall-bracket,44353376256103,7716732305511
MPEX-3250900,MrPEX Systems,Manifolds (Radiant Heating),939.03,0.8,1173.8,31.65,9-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003459687,7715599450215
MPEX-1330040,MrPEX Systems,PEX-AL-PEX Tubing,937.85,0.94,997.7,31.61,mrpex-5-8-x-400-pex-al-pex-tubing-silver-1330040,44351001165927,7715597451367
GVLF-650-400.200,Gruvlok,Gruvlok Copper Fittings,937.62,3.0,312.5,31.6,4-x-2-coupling-reducing-copper-gr,44350735056999,7715440394343
GVLF-650-400.250,Gruvlok,Gruvlok Copper Fittings,937.62,2.3,407.7,31.6,4-x-2-1-2-coupling-reducing-copper-gr,44350735089767,7715440427111
GVLF-650-400.300,Gruvlok,Gruvlok Copper Fittings,937.62,2.3,407.7,31.6,4-x-3-coupling-reducing-copper-gr,44350735122535,7715440459879
CASH-23168-0045,Cash Acme,Relief Valves,937.28,2.32,404.0,31.59,1-1-2-eb45-u-single-union-thread,44350388207719,7715277340775
GVLF-A7050SS-400-304,Gruvlok,Gruvlok Fittings,935.04,4.63,202.0,31.51,4-90-elbow-304-stainless-steel-gr-x-gr,44350748721255,7715449929831
TEKM-313,tekmar Control Systems,Switching Relays,934.5,3.63,257.4,31.49,tekmar-wiring-center-313,44353382482023,7716737908839
CTRO-IFBK0235,Centrotherm,Polypropylene Single Wall Venting,928.41,2.19,423.9,31.29,2-x-35-flex-b-vent-kit-f-3-6-b-vent,44350391812199,7715280552039
GVLF-479-075.125-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,928.31,0.5,1856.6,31.28,3-4x1-1-4-female-adapter-316-stainless-steel-press,44353404207207,7716759470183
GVLF-7074SS-200-304,Gruvlok,Gruvlok Fittings,920.99,0.5,1842.0,31.04,2-cap-304-stainless-steel-gr,44350745018471,7715447636071
GVLF-A7074SS-200-304,Gruvlok,Gruvlok Fittings,920.99,0.44,2093.2,31.04,2-cap-304-stainless-steel-gr-gvlf-a7074ss-200-304,44350753046631,7715451371623
DAYT-DXUH2416,Dayton,Undermount Sinks,919.5,1.0,919.5,30.99,dayton-stainless-steel-26-1-2-x-18-1-2-x-8-single-bowl-undermount-sink,44350519902311,7715347202151
FRAN-PKG11031MBK,Franke,Undermount Sinks,919.25,1.0,919.2,30.98,franke-peak-32-0-in-x-18-8-in-matte-black-granite-undermount-single-bowl-kitchen-sink-pkg11031mbk,44350702354535,7715417718887
FRAN-PKG11031SHG,Franke,Undermount Sinks,919.25,1.0,919.2,30.98,franke-peak-32-0-in-x-18-8-in-stone-grey-granite-undermount-single-bowl-kitchen-sink-pkg11031shg,44350702452839,7715417817191
DURA-0454600027,Duravit,Vessel Sinks,916.5,1.0,916.5,30.89,duravit-vero-23-5-8-rectangular-vessel-sink-in-white-with-single-faucet-hole-and-with-overflow,44350672830567,7715401138279
HGRO-15714671,Hansgrohe,Thermostatic Valve Trims,916.2,1.0,916.2,30.88,hansgrohe-ecostat-square-thermostatic-trim-with-volume-control-and-diverter-in-matte-black,44350759010407,7715454713959
HGRO-15714821,Hansgrohe,Thermostatic Valve Trims,916.2,1.0,916.2,30.88,hansgrohe-ecostat-square-thermostatic-trim-with-volume-control-and-diverter-in-brushed-nickel,44350759043175,7715454746727
HGRO-15758671,Hansgrohe,Thermostatic Valve Trims,916.2,1.0,916.2,30.88,hansgrohe-ecostat-s-thermostatic-trim-with-volume-control-and-diverter-in-matte-black,44350760943719,7715455172711
HGRO-15758821,Hansgrohe,Thermostatic Valve Trims,916.2,1.0,916.2,30.88,hansgrohe-ecostat-s-thermostatic-trim-with-volume-control-and-diverter-in-brushed-nickel,44350761009255,7715455205479
WATT-0556015,Watts,Relief Valves,911.94,2.32,393.1,30.73,3-4-lead-free-brass-automatic-reseating-t-and-p-relief-valve-125-psi-210-degree-f-test-lever-5-extension-thermostat,44353488814183,7716835360871
DAYT-DXUH2816,Dayton,Undermount Sinks,910.5,1.0,910.5,30.68,dayton-stainless-steel-30-1-2-x-18-1-4-x-8-single-bowl-undermount-sink-dayt-dxuh2816,44350519935079,7715347234919
FRAN-PKG160LD-SHG,Franke,Undermount Sinks,910.46,1.0,910.5,30.68,franke-peak-32-0-in-x-18-8-in-stone-grey-granite-undermount-double-bowl-kitchen-sink-pkg160ld-shg,44350702911591,7715417948263
BURN-105648-01,US Boiler,US Boiler Parts,907.41,1.0,907.4,30.58,kit-iq-outdoor-reset-includes-wired-sensor,44353434583143,7716784636007
GVLF-478-100.075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,905.46,0.34,2663.1,30.51,1x3-4-tee-female-316-stainless-steel-press,44353403584615,7716758913127
APOL-77FLF-240-01,Apollo-Conbraco,Sweat Ball Valves,900.76,2.06,437.3,30.36,apollo-full-port-lead-free-brass-ball-valve-with-stainless-steel-ball-stem-standard-configuration-3-2-x-solder,44350287020135,7715232022631
GVLF-478-075.100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,900.68,0.34,2649.1,30.35,3-4x1-tee-female-316-stainless-steel-press,44353403486311,7716758814823
GVLF-478-100.125-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,900.68,0.34,2649.1,30.35,1x1-1-4-tee-female-316-stainless-steel-press,44353403617383,7716758945895
TACO-409-3,Taco Comfort Solutions,Air Vents,900.6,0.2,4503.0,30.35,air-vent-commercially-rated-3-4-inch-npt-brass,44353379860583,7716735352935
HONE-MX127LF/U,Resideo,Mixing Valve - High Flow,895.29,4.4,203.5,30.17,1-in-npt-mixing-valve-lf,44351319343207,7715739959399
GVLF-479-150.200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,891.45,0.5,1782.9,30.04,1-1-2x2-female-adapter-316-stainless-steel-press,44353404469351,7716759732327
MILW-3632-21,Milwaukee Tools,Level & Square,889.98,0.95,936.8,29.99,m12-green-360-3-plane-laser-kit,44350916657255,7715537715303
GVLF-479-150.125-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,886.86,0.34,2608.4,29.89,1-1-2x1-1-4-female-adapter-316-stainless-steel-press,44353404436583,7716759699559
MPEX-3810600,MrPEX Systems,Manifolds (Radiant Heating),886.51,0.8,1108.1,29.88,6-loop-composite-manifold-valve-flowmeter-complete-kit,44351004377191,7715600269415
GVLF-469-075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,883.39,0.34,2598.2,29.77,3-4-ball-valve-316-stainless-steel-press,44353401782375,7716757110887
GVLF-479-200.125-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,881.09,0.34,2591.4,29.69,2x1-1-4-female-adapter-316-stainless-steel-press,44353404534887,7716759797863
WATT-0061667,Watts,Backflow Preventers,878.65,3.0,292.9,29.61,3-8-dual-check-valve-backflow-preventer-atmospheric-vent-wye-pattern-strainer-female-npt-outlet-connection,44353487437927,7716834508903
COPF-200-UFA-LF,Mueller Streamline,Copper Sweat Fittings,872.73,1.99,438.6,29.41,2-copper-sweat-fittings-union-cxf-c-x-fpt,44351097077863,7715637559399
GVLF-476-200.150-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,870.71,0.34,2560.9,29.34,2x1-1-2-male-adapter-316-stainless-steel-press,44353403355239,7716758683751
MPEX-3250800,MrPEX Systems,Manifolds (Radiant Heating),868.0,0.8,1085.0,29.25,8-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003426919,7715599417447
DURA-0452600087,Duravit,Vessel Sinks,867.75,1.0,867.8,29.24,duravit-vero-23-3-8-rectangular-vessel-sink-in-white-with-widespread-faucet-holes-and-with-overflow,44350672601191,7715400941671
GVLF-476-150.100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,866.12,0.34,2547.4,29.19,1-1-2-male-adapter-316-stainless-steel-press-gvlf-476-150-100-e-316,44353403256935,7716758585447
DAYT-DCFU2816,Dayton,Undermount Sinks,864.0,1.0,864.0,29.12,dayton-stainless-steel-30-1-2-x-18-1-4-x-8-single-bowl-undermount-sink,44350519509095,7715346808935
GVLF-A7051SS-400-304,Gruvlok,Gruvlok Fittings,863.5,2.43,355.3,29.1,4-45-elbow-304-stainless-steel-gr-x-gr,44350750621799,7715450159207
HGRO-15757821,Hansgrohe,Thermostatic Valve Trims,862.2,1.0,862.2,29.06,hansgrohe-ecostat-s-thermostatic-trim-with-volume-control-in-brushed-nickel,44350760845415,7715455074407
IBCT-P-127,IBC,IBC Parts,862.07,2.19,393.6,29.05,gas-valve-assembly-sl-80-399,44350818975847,7715476668519
SLOA-1001000,Sloan,Urinals,861.88,1.0,861.9,29.05,standard-waterfree-urinal-wes1000-waterfree-urinal-model-1000-white-vitreous-china,44351416729703,7715792355431
T&SB-B-0610,T&S Brass & Bronze Works,Pot Fillers,861.72,2.0,430.9,29.04,pot-filler-wall-mount-8-centers-vacuum-breaker-68-hose-w-self-closing-hook-nozzle,44353376452711,7716732502119
MPEX-6213451,MrPEX Systems,Manifolds (Radiant Heating),861.38,0.8,1076.7,29.03,recess-mount-manifold-cabinet-un-assembled-w40-5-h27-2-31-1-d4-3-6-3,44351042617447,7715607511143
HGRO-04820670,Hansgrohe,Thermostatic Valve Trims,860.4,1.0,860.4,29.0,hansgrohe-locarno-thermostatic-trim-with-volume-control-and-diverter-in-matte-black,44350758355047,7715454124135
GVLF-478-100.050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,855.16,0.34,2515.2,28.82,1x1-2-tee-female-316-stainless-steel-press,44353403551847,7716758880359
TRAC-FGP-UGC-1500,OMEGAFLEX,Flexible Gas Fittings,853.47,0.5,1706.9,28.76,1-1-2-tracpipe-underground-coupling,44351228641383,7715687661671
GVLF-A7074SS-250-304,Gruvlok,Gruvlok Fittings,853.28,0.88,969.6,28.76,2-1-2-cap-304-stainless-steel-gr,44350753079399,7715451404391
DURA-0454500000,Duravit,Wall-Mount Sinks,853.12,1.0,853.1,28.75,duravit-vero-19-5-8-rectangular-wall-mounted-sink-in-white-with-single-faucet-hole-and-with-overflow,44350672699495,7715401039975
DURA-0454600000,Duravit,Wall-Mount Sinks,853.12,1.0,853.1,28.75,duravit-vero-23-5-8-rectangular-wall-mounted-sink-in-white-with-single-faucet-hole-and-with-overflow,44350672732263,7715401072743
GVLF-618-250.075,Gruvlok,Gruvlok Copper Fittings,850.92,2.2,386.8,28.68,2-1-2-x-3-4-tee-reducing-copper-gr-x-gr-x-gr,44350733385831,7715438919783
RHEE-SP20260M,Rheem Manufacturing,"Controls, Switches & Sensors",850.92,0.93,915.0,28.68,display-and-control-board-kit-for-ghe-he100-300-uln-water-heater,44351356797031,7715761127527
GVLF-7012-200-E-PNTD,Gruvlok,Gruvlok Fittings,846.04,4.05,208.9,28.51,2-flange-painted-epdm-green,44350737416295,7715442393191
MOEN-UT3693EPBN,Moen,Tub-Shower Trim Sets,844.31,1.0,844.3,28.45,moen-voss-m-core-3-series-1-handle-eco-performance-tub-and-shower-trim-kit-in-brushed-nickel-valve-sold-separately,44350994874471,7715592241255
MOEN-900-006,Moen,Leak Detection Valves,842.47,0.6,1404.1,28.39,flo-by-moen-1-in-water-leak-detector-with-automatic-water-shut-off-valve,44350979211367,7715580706919
MPEX-3320300,MrPEX Systems,Manifolds (Radiant Heating),841.69,0.8,1052.1,28.36,3-branches-1-1-2-chrome-plated-brass-manifold-assembly-w-flowmeter-and-ball-valve,44351003656295,7715599646823
MLWV-1182-200,Milwaukee Valve,Gate Valves,841.28,1.44,584.2,28.35,2-fip-x-fip-bronze-gate-valve-300-swp-1000-wog-non-rising-stem-cu-ni-seat-solid-wedge-disc,44350948802663,7715562455143
HGRO-04266820,Hansgrohe,Hand Shower Sets,839.7,3.48,241.3,28.3,hansgrohe-raindance-s-wallbar-set-120-3-jet-24-2-5-gpm-in-brushed-nickel,44350755471463,7715453272167
GVLF-478-050.075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,835.02,0.5,1670.0,28.14,1-2x3-4-tee-female-316-stainless-steel-press,44353403388007,7716758716519
GVLF-478-100-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,833.88,0.5,1667.8,28.1,1x1-tee-female-316-stainless-steel-press,44353403519079,7716758847591
GVLF-618-250.100,Gruvlok,Gruvlok Copper Fittings,831.39,2.3,361.5,28.02,2-1-2-x-1-tee-reducing-copper-gr-x-gr-x-gr,44350733418599,7715438952551
GVLF-618-250.125,Gruvlok,Gruvlok Copper Fittings,831.39,2.5,332.6,28.02,2-1-2-x-1-1-4-tee-reducing-copper-gr-x-gr-x-gr,44350733451367,7715438985319
GVLF-618-250.150,Gruvlok,Gruvlok Copper Fittings,831.39,2.7,307.9,28.02,2-1-2-x-1-1-2-tee-reducing-copper-gr-x-gr-x-gr,44350733516903,7715439050855
MOEN-UTS344301BN,Moen,Tub-Shower Trim Sets,830.87,1.0,830.9,28.0,moen-colinet-m-core-3-series-1-handle-valve-trim-kit-in-brushed-nickel-valve-sold-separately,44350995103847,7715592437863
GVLF-621-250.200,Gruvlok,Gruvlok Copper Fittings,828.96,3.5,236.8,27.94,2-1-2-x-2-tee-reducing-copper-gr-x-gr-x-gr,44350734237799,7715439673447
BOSC-BMS500-AAU006-1AHWXD,Bosch,Wall Mount Head Units,825.96,2.0,413.0,27.83,1-2-ton-ductless-mini-split-indoor-wall-mounted-unit-6-000-btu-r454b-208-230v,44350355308647,7715252469863
GVLF-7074T-400-PNTD,Gruvlok,Gruvlok Fittings,824.99,0.52,1586.5,27.8,4-cap-painted-gr,44350745182311,7715447767143
TACO-0018E-SF4,Taco Comfort Solutions,Variable Speed Circulators,822.43,2.19,375.5,27.72,0018ee-series-vr1816-dy2-4s2w00-stainless-steel-ecm-high-efficiency-variable-speed-universal-115v-60-1-bluetooth,44353377861735,7716733911143
DORM-1675KIT2S36,Dormont,Water Heater Gas Supplies,821.73,2.5,328.7,27.69,3-4-x-36-moveable-grade-gas-connection-kit,44350671552615,7715400155239
BRIZ-T75535-GLLHP,Brizo,Thermostatic Valve Trims,821.47,2.71,303.1,27.68,brizo-litze-tempassure-thermostatic-valve-with-3-function-diverter-trim-less-handles-luxe-gold,44350375428199,7715266166887
MOEN-TS2203EPBL,Moen,Tub-Shower Trim Sets,817.72,1.0,817.7,27.56,moen-doux-posi-temp-single-handle-tub-and-shower-faucet-trim-kit-in-matte-black-valve-sold-separately,44350993104999,7715590832231
WOOD-B65P-12,"Woodford Manufacturing Company, LLC",Box Hydrants,805.05,3.0,268.3,27.13,model-b65-box-hydrants-fip-3-4-connection-wall-depth-12,44353497202791,7716843159655
GVLF-485-075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,804.86,0.34,2367.2,27.12,3-4-union-316-stainless-steel-press,44353404797031,7716760060007
WOOD-RB65P-4,"Woodford Manufacturing Company, LLC",Box Hydrants,801.81,3.0,267.3,27.02,model-rb65-box-hydrants-fip-3-4-connection-wall-depth-4-round-box,44353497596007,7716843552871
WOOD-RB67P-8,"Woodford Manufacturing Company, LLC",Box Hydrants,801.81,3.0,267.3,27.02,model-rb67-box-hydrants-fip-3-4-connection-wall-depth-8-round-box,44353497628775,7716843585639
RECT-82705,RectorSeal,Roof Drains,801.11,3.0,267.0,27.0,g-o-n-82705-nozzle-escutcheon-direct-install-plumbing-6,44351289327719,7715723804775
MPEX-3250700,MrPEX Systems,Manifolds (Radiant Heating),795.93,0.8,994.9,26.82,7-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003361383,7715599384679
HONE-DS06-105-DUT-LF/U,Resideo,Pressure Reducing Valves,795.16,0.5,1590.3,26.8,2-in-dialset-female-npt-double-union-internally-threaded-prv,44351311020135,7715736518759
MPEX-3810500,MrPEX Systems,Manifolds (Radiant Heating),794.68,0.8,993.3,26.78,5-loop-composite-manifold-valve-flowmeter-complete-kit,44351004344423,7715600236647
HGRO-26434181,Axor,Shower and Tub-Shower Valves,793.8,0.9,882.0,26.75,axor-showersolutions-2-jet-showerhead-rough,44350332960871,7715246047335
VEGA-28720,Viega,Press Fittings - Gas,792.38,0.95,834.1,26.7,4x4x3-p-p-p-tee-reducing-megapress-g,44353452245095,7716800397415
MILW-49-16-2657C,Milwaukee Tools,Press Jaws,792.01,3.4,232.9,26.69,2-pex-crimp-press-jaw-for-m18-force-logic-press-tools,44350938415207,7715555442791
GVLF-474-150.050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,786.66,0.5,1573.3,26.51,1-1-2x1-2-fitting-reducer-316-stainless-steel-press,44353402634343,7716757962855
GVLF-A7072SS-400.200-304,Gruvlok,Gruvlok Fittings,781.75,1.76,444.2,26.34,4-x-2-concentric-reducer-304-stainless-steel-gr-x-gr,44350752751719,7715451109479
CTRO-IFCK0335,Centrotherm,Polypropylene Single Wall Venting,780.91,2.19,356.6,26.32,3-x-35-flex-chimney-kit,44350391976039,7715280715879
WOOD-B67C-8,"Woodford Manufacturing Company, LLC",Box Hydrants,780.18,3.0,260.1,26.29,model-b67-box-hydrants-sweat-3-4-connection-wall-depth-8,44353497333863,7716843290727
WOOD-B67C-CC,"Woodford Manufacturing Company, LLC",Box Hydrants,780.18,3.0,260.1,26.29,model-b67-box-hydrants-sweat-3-4-connection,44353497366631,7716843323495
GVLF-A7072SS-200.150-304,Gruvlok,Gruvlok Fittings,779.19,0.66,1180.6,26.26,2-x-1-1-2-concentric-reducer-304-stainless-steel-gr-x-gr,44350752555111,7715450945639
HGRI-CTS10,nVent Caddy,Accessory Items,778.92,1.08,721.2,26.25,telescoping-pipe-stand-5-24-pipe,44351213469799,7715677831271
MOEN-900-001,Moen,Leak Detection Valves,777.12,0.6,1295.2,26.19,flo-by-moen-0-75-in-water-leak-detector-with-automatic-water-shut-off-valve,44350979145831,7715580641383
DAYT-DPC1202010-1,Dayton,Drop-In Sinks,777.0,1.0,777.0,26.18,dayton-stainless-steel-20-x-20-x-10-1-8-1-hole-single-bowl-drop-in-laundry-sink,44350519607399,7715346907239
MOEN-TS2912EPBN,Moen,Shower Trim Sets,776.01,1.0,776.0,26.15,moen-flara-posi-temp-rain-shower-1-handle-eco-performance-shower-only-faucet-trim-kit-in-brushed-nickel-valve-sold-separately,44350993498215,7715591061607
TEKM-552,tekmar Control Systems,Programmable Thermostats,772.5,0.5,1545.0,26.03,tekmar-thermostat-1-heat-552,44353382514791,7716737941607
NAVI-GXXX002396,Navien,Accessories (Controls & Accessories),766.68,0.26,2948.8,25.84,nhb-h-stainless-steel-manifold-kit,44351188107367,7715668754535
CTRO-ISQKR03,Centrotherm,Polypropylene Single Wall Venting,766.38,2.19,349.9,25.83,3-single-wall-quick-kit-roof-termination,44350394826855,7715283566695
GVLF-467-200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,764.61,0.34,2248.9,25.77,2-90-elbow-street-316-stainless-steel-press,44353401585767,7716756914279
SLOA-3346051,Sloan,Soap or Lotion Dispensers,763.81,1.0,763.8,25.74,optima-soap-dispenser-esd200-p-cp-elect-soap-dispenser-sensor-activated-electronic-chrome-plated-die-cast-body-hand-washing-liquid-soap-dispenser-with-the-following-features-in-polished-chrome,44351421808743,7715795402855
IBCT-P-201,IBC,IBC Parts,761.62,2.19,347.8,25.67,fan-replacement-kit-sl20-115g2,44350819139687,7715476799591
MILW-2834-21HD,Milwaukee Tools,Circular Saws (M18),757.42,0.73,1037.6,25.53,m18-fuel-7-1-4-circular-saw-kit,44350915248231,7715536306279
MILW-2967-22,Milwaukee Tools,Impact Wrenches (M18),757.42,0.73,1037.6,25.53,m18-fuel-1-2-high-torque-impact-wrench-w-friction-ring-kit,44350916198503,7715537256551
MLWV-510T-200,Milwaukee Valve,Check Valves,754.72,1.33,567.5,25.43,2-fip-x-fip-bronze-check-valve-150-swp-300-wog-horizonatal-swing-bronze-seat-tfe-disc,44350950178919,7715563667559
CTRO-ISFK0203,Centrotherm,Polypropylene Single Wall Venting,754.68,2.19,344.6,25.43,innoflue-2-3-field-kit,44350394531943,7715283271783
GVLF-468-200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,754.56,0.34,2219.3,25.43,2-90-elbow-316-stainless-steel-press,44353401749607,7716757078119
VEGA-28710,Viega,Press Fittings - Gas,754.06,0.95,793.7,25.41,4x4x2-p-p-p-tee-reducing-megapress-g,44353452212327,7716800364647
GVLF-478-075.050-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,753.24,0.34,2215.4,25.38,3-4x1-2-tee-female-316-stainless-steel-press,44353403453543,7716758782055
GVLF-7050SS-250-304,Gruvlok,Gruvlok Fittings,752.13,2.5,300.9,25.35,2-1-2-90-elbow-304-stainless-steel-gr-x-gr,44350741119079,7715444850791
GVLF-616-300.250-ENP,Gruvlok,Gruvlok Copper Fittings,752.06,3.0,250.7,25.34,3-x-2-1-2-coupling-reducing-copper-gr-x-gr-en,44350732894311,7715438493799
S&DF-G600-TWCO-S,Pacific 75,Cleanouts,746.22,0.5,1492.4,25.15,6-2-way-cleanout-gasketed-sewer-drain-fitting,44351232737383,7715689463911
GVLF-470-200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,745.17,0.34,2191.7,25.11,2-45-elbow-street-316-stainless-steel-press,44353402011751,7716757340263
GVLF-471-200-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,745.17,0.34,2191.7,25.11,2-45-elbow-316-stainless-steel-press,44353402175591,7716757504103
GVLF-473-100.075-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,744.5,0.34,2189.7,25.09,1x3-4-tee-316-stainless-steel-press,44353402273895,7716757602407
GVLF-479-200.150-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,744.04,0.5,1488.1,25.07,2x1-1-2-female-adapter-316-stainless-steel-press,44353404567655,7716759830631
JOMA-150-111G,Jomar,FIP Ball Valves,738.76,1.83,403.7,24.9,4-fip-full-port-2-piece-threaded-connection-600-wog,44350834147431,7715488104551
JOMA-150-121G,Jomar,Sweat Ball Valves,738.35,2.06,358.4,24.88,4-sweat-full-port-2-piece-solder-connectiopn-600-wog,44350834573415,7715488464999
MILW-3622-21,Milwaukee Tools,Level & Square,736.72,0.95,775.5,24.83,m12-green-cross-line-plumb-points-laser-kit,44350916624487,7715537682535
GVLF-616-300.200-ENP,Gruvlok,Gruvlok Copper Fittings,736.17,3.3,223.1,24.81,3-x-2-coupling-reducing-copper-gr-x-gr-en,44350732861543,7715438461031
BLAN-443147,Blanco,Undermount Sinks,733.22,1.0,733.2,24.71,quatrus-r15-28-single-bowl-kitchen-sink,44350341054567,7715249881191
CTRO-IFCK0235,Centrotherm,Polypropylene Single Wall Venting,730.34,2.19,333.5,24.61,2-x-35-flex-chimney-kit,44350391877735,7715280617575
DELT-51549-BL,Delta,Hand Shower Sets,728.19,2.0,364.1,24.54,delta-universal-activtouch-hs-with-slide-bar-9s-matte-black,44350533894247,7715358572647
BEAC-K42,BEACON MORRIS MESTEK INC,Kickspace Heaters,726.94,2.19,331.9,24.5,twin-flo-iii-kickspace-heater-42-000-btuh-k42,44350333124711,7715246211175
TACO-0015E3-SF4,Taco Comfort Solutions,Variable Speed Circulators,726.25,2.19,331.6,24.47,0015e3e-series-vm1816-dy2-4s2w00-stainless-steel-ecm-high-efficiency-variable-speed-universal-115v-60-1,44353377763431,7716733812839
ELKA-ELGDULB3322WH0,Elkay,Undermount Sinks,726.03,1.0,726.0,24.47,elkay-quartz-classic-33-x-19-x-10-equal-double-bowl-undermount-sink-with-aqua-divide-white,44350690426983,7715408969831
MOEN-S6360ORB,Moen,Single-Function Shower Heads,725.03,3.27,221.7,24.43,moen-1-spray-8-rainshower-showerhead-featuring-immersion-in-oil-rubbed-bronze,44350985273447,7715583918183
MPEX-3250600,MrPEX Systems,Manifolds (Radiant Heating),722.82,0.8,903.5,24.36,6-branches-1-1-4-stainless-steel-manifold-assembly-w-flowmeter-and-ball-valve,44351003295847,7715599319143
HLNK-75107,HeatLink,Manifolds (Radiant Heating),722.36,0.8,902.9,24.34,7-loop-1-1-4-ss-manifold-with-flow-meters,44350775722087,7715461726311
GVLF-70-600-EP-PNTD,Gruvlok,Gruvlok Fittings,722.21,0.52,1388.9,24.34,6-slidelok-coupling-painted-gr-x-gr-epdm-green-red,44350736138343,7715441344615
MOEN-S6320EPBN,Moen,Rain Heads,721.51,3.56,202.7,24.31,moen-velocity-2-spray-8-single-wall-mount-fixed-adjustable-spray-shower-head-in-brushed-nickel,44350985076839,7715583721575
VEGA-30715,Viega,Press Ball Valves,720.39,3.58,201.2,24.28,2-x-2-megapressg-x-megapressg-125-psi-bronze-locking-handle-ball-valve-vega-30715,44353454178407,7716802265191
BURN-110089-01,US Boiler,US Boiler Parts,720.27,2.19,328.9,24.27,fan-and-fan-gasket-6-pin-connector,44353435435111,7716785487975
DELT-1959LF-CZ,Delta,Standard Prep/Bar Faucets,719.1,3.06,235.0,24.23,delta-trinsic-true-bar-limited-swivel-champagne-bronze,44350528815207,7715355132007
DELT-T27967-SS,Delta,Pressure Balance Valve Trims,719.1,1.0,719.1,24.23,delta-ara-angular-modern-monitor-17-series-valve-trim-with-6-setting-integrated-diverter-stainless,44350586945639,7715376955495
GVLF-479-100.125-E-316,Tyler Pipe Company,Press Fittings - Stainless Steel,718.69,0.34,2113.8,24.22,1x1-1-4-female-adapter-316-stainless-steel-press,44353404338279,7716759601255
