Handle,Command,Variant Command,Variant SKU,Variant Weight,Variant Weight Unit,part_number,peso_loja_lb,peso_fabricante_lb,razao,preco,lambda_antes,lambda_depois,titulo
2-x-2-x-1-1-2-copper-fittings-dwv-sanitary-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-200.150-SANT-C,0.753,lb,W 07521,0.55,0.753,0.73,59.89,0.0092,0.0126,"Mueller Streamline W 07521 2"" x 2"" x 1-1/2"" Copper Fittings - DWV - Sanitary Tee C x C x C"
1-2-x-3-8-copper-fittings-cleaned-bagged-fitting-reducer-ftg-x-c,UPDATE,UPDATE,CFCB-050.038-FTR,0.027,lb,W 01315R,0.02,0.027,0.74,4.38,0.0046,0.0062,"Mueller Streamline W 01315R 1/2"" x 3/8"" Copper Fittings - Cleaned & Bagged - Fitting Reducer Ftg x C"
1-2-x-3-8-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-050.038-FTR-C,0.027,lb,W 01315,0.02,0.027,0.74,3.33,0.006,0.0081,"Mueller Streamline W 01315 1/2"" x 3/8"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
1-x-3-4-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-100.075-FA-C,0.216,lb,W 01264,0.16,0.216,0.74,29.1,0.0055,0.0074,"Mueller Streamline W 01264 1"" x 3/4"" Copper Sweat Fittings - Female Adapter C x FPT"
2-1-2-x-2-1-2-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-250.100-TEE-C,1.832,lb,W 40127,1.36,1.832,0.74,167.75,0.0081,0.0109,"Mueller Streamline W 40127 2-1/2"" x 2-1/2"" x 1"" Copper Sweat Fittings - Tee C x C x C"
3-4-x-1-2-copper-press-fittings-fitting-reducer-ftg-x-p,UPDATE,UPDATE,CPPF-075.050-FTR,0.108,lb,PF 01326,0.08,0.108,0.74,5.13,0.0156,0.021,"Mueller Streamline PF 01326 3/4"" x 1/2"" Copper Press Fittings - Fitting Reducer Ftg x P"
2-1-2-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-250-CLS,1.208,lb,589-001,0.9,1.208,0.75,16.63,0.0541,0.0726,"Mueller Streamline 589-001 2-1/2"" x Close - Black Iron Nipple"
1-2-x-3-4-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-050.075-FA-C,0.159,lb,W 01230,0.12,0.159,0.75,14.02,0.0086,0.0113,"Mueller Streamline W 01230 1/2"" x 3/4"" Copper Sweat Fittings - Female Adapter C x FPT"
1-1-2-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-150-FA-C,0.533,lb,W 01279,0.4,0.533,0.75,45.06,0.0089,0.0118,"Mueller Streamline W 01279 1-1/2"" Copper Sweat Fittings - Female Adapter C x FPT"
2-x-2-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.075-TEE-C,0.832,lb,W 40106,0.62,0.832,0.75,58.94,0.0105,0.0141,"Mueller Streamline W 40106 2"" x 2"" x 3/4"" Copper Sweat Fittings - Tee C x C x C"
2-x-2-x-1-1-2-copper-fittings-dwv-combination-tee-wye-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-200.150-LTTY-C,1.418,lb,A 07084,1.07,1.418,0.75,188.61,0.0057,0.0075,"Mueller Streamline A 07084 2"" x 2"" x 1-1/2"" Copper Fittings - DWV - Combination Tee-Wye C x C x C"
3-copper-fittings-dwv-45-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-DWV-300-45EL-C,0.842,lb,W 07423,0.63,0.842,0.75,71.13,0.0089,0.0118,"Mueller Streamline W 07423 3"" Copper Fittings - DWV - 45 Degree Elbow C x C"
3-copper-fittings-dwv-wye-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-300-WYE-C,3.1,lb,A 07150,2.32,3.1,0.75,315.98,0.0073,0.0098,"Mueller Streamline A 07150 3"" Copper Fittings - DWV - Wye C x C x C"
1-2-x-1-2-x-3-4-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-050.075-TEE,0.318,lb,PF 04047,0.24,0.318,0.75,26.34,0.0091,0.0121,"Mueller Streamline PF 04047 1/2"" x 1/2"" x 3/4"" Copper Press Fittings - Tee P x P x P"
1-2-x-1-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-1.5,0.106,lb,563-015,0.08,0.106,0.75,1.8,0.0444,0.0589,"Mueller Streamline 563-015 1/2"" x 1-1/2"" - Galvanized Nipple"
2-1-2-x-3-black-iron-nipple,UPDATE,UPDATE,BLPN-250-3,1.451,lb,589-030,1.1,1.451,0.76,17.07,0.0644,0.085,"Mueller Streamline 589-030 2-1/2"" x 3"" - Black Iron Nipple"
1-1-4-x-3-4-copper-fittings-cleaned-bagged-coupling-c-x-c,UPDATE,UPDATE,CFCB-125.075-CPL,0.17,lb,W 01058R,0.13,0.17,0.76,16.93,0.0077,0.01,"Mueller Streamline W 01058R 1-1/4"" x 3/4"" Copper Fittings - Cleaned & Bagged - Coupling C x C"
1-2-x-3-8-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-050.038-MA-C,0.066,lb,W 01132,0.05,0.066,0.76,10.08,0.005,0.0065,"Mueller Streamline W 01132 1/2"" x 3/8"" Copper Sweat Fittings - Male Adapter C x MPT"
3-4-x-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-075.050-CPL-C,0.079,lb,W 01036,0.06,0.079,0.76,5.1,0.0118,0.0155,"Mueller Streamline W 01036 3/4"" x 1/2"" Copper Sweat Fittings - Coupling C x C"
1-x-3-4-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.075.050-TEE-C,0.236,lb,W 04058,0.18,0.236,0.76,28.68,0.0063,0.0082,"Mueller Streamline W 04058 1"" x 3/4"" x 1/2"" Copper Sweat Fittings - Tee C x C x C"
1-1-4-x-3-4-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-125.075-CPL-C,0.17,lb,W 01058,0.13,0.17,0.76,12.86,0.0101,0.0132,"Mueller Streamline W 01058 1-1/4"" x 3/4"" Copper Sweat Fittings - Coupling C x C"
1-1-4-x-1-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.100.050-TEE-C,0.356,lb,W 04076,0.27,0.356,0.76,46.11,0.0059,0.0077,"Mueller Streamline W 04076 1-1/4"" x 1"" x 1/2"" Copper Sweat Fittings - Tee C x C x C"
2-x-2-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.100-TEE-C,0.881,lb,W 40105,0.67,0.881,0.76,60.81,0.011,0.0145,"Mueller Streamline W 40105 2"" x 2"" x 1"" Copper Sweat Fittings - Tee C x C x C"
1-2-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-050-CLS,0.079,lb,563-001,0.06,0.079,0.76,1.71,0.0351,0.0462,"Mueller Streamline 563-001 1/2"" x Close - Galvanized Nipple"
2-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-200-CLS,0.609,lb,568-001,0.46,0.609,0.76,6.29,0.0731,0.0968,"Mueller Streamline 568-001 2"" x Close - Galvanized Nipple"
3-4-black-iron-coupling,UPDATE,UPDATE,BLIF-075-CPL,0.271,lb,521-204,0.21,0.271,0.77,2.86,0.0734,0.0948,"Mueller Streamline 521-204 3/4"" Black Iron Coupling"
3-4-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-075-CLS,0.13,lb,584-001,0.1,0.13,0.77,1.68,0.0595,0.0774,"Mueller Streamline 584-001 3/4"" x Close - Black Iron Nipple"
2-1-2-x-4-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-250-4.5,2.174,lb,589-045,1.68,2.174,0.77,22.07,0.0761,0.0985,"Mueller Streamline 589-045 2-1/2"" x 4-1/2"" - Black Iron Nipple"
3-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-300-3.5,2.213,lb,590-035,1.7,2.213,0.77,25.45,0.0668,0.087,"Mueller Streamline 590-035 3"" x 3-1/2"" - Black Iron Nipple"
3-x-4-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-300-4.5,2.844,lb,590-045,2.18,2.844,0.77,28.07,0.0777,0.1013,"Mueller Streamline 590-045 3"" x 4-1/2"" - Black Iron Nipple"
1-copper-fittings-cleaned-bagged-cap-c,UPDATE,UPDATE,CFCB-100-CAP,0.078,lb,W 07011R,0.06,0.078,0.77,8.27,0.0073,0.0094,"Mueller Streamline W 07011R 1"" Copper Fittings - Cleaned & Bagged - Cap C"
3-8-copper-sweat-fittings-two-hole-strap,UPDATE,UPDATE,COPF-038-2HSTR-C,0.013,lb,A 01366,0.01,0.013,0.77,1.01,0.0099,0.0129,"Mueller Streamline A 01366 3/8"" Copper Sweat Fittings - Two Hole Strap"
3-8-copper-sweat-fittings-45-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-038-45EL-C,0.026,lb,W 03021,0.02,0.026,0.77,8.48,0.0024,0.0031,"Mueller Streamline W 03021 3/8"" Copper Sweat Fittings - 45 Degree Elbow C x C"
1-copper-sweat-fittings-cap-c,UPDATE,UPDATE,COPF-100-CAP-C,0.078,lb,W 07011,0.06,0.078,0.77,6.27,0.0096,0.0124,"Mueller Streamline W 07011 1"" Copper Sweat Fittings - Cap C"
1-1-4-x-1-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-125.100-CPL-C,0.195,lb,W 01056,0.15,0.195,0.77,12.86,0.0117,0.0152,"Mueller Streamline W 01056 1-1/4"" x 1"" Copper Sweat Fittings - Coupling C x C"
1-1-2-copper-fittings-dwv-sanitary-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-150-SANT-C,0.518,lb,W 07511,0.4,0.518,0.77,44.43,0.009,0.0117,"Mueller Streamline W 07511 1-1/2"" Copper Fittings - DWV - Sanitary Tee C x C x C"
2-copper-fittings-dwv-double-combination-tee-wye-c-x-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-200-DBLTTY-C,3.67,lb,A 07089,2.83,3.67,0.77,456.66,0.0062,0.008,"Mueller Streamline A 07089 2"" Copper Fittings - DWV - Double Combination Tee-Wye C x C x C x C"
1-2-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-2,0.143,lb,563-020,0.11,0.143,0.77,1.77,0.0621,0.0808,"Mueller Streamline 563-020 1/2"" x 2"" - Galvanized Nipple"
3-4-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-075-CLS,0.13,lb,564-001,0.1,0.13,0.77,2.08,0.0481,0.0625,"Mueller Streamline 564-001 3/4"" x Close - Galvanized Nipple"
1-8-x-2-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-018-2.5,0.051,lb,580-025,0.04,0.051,0.78,2.7,0.0148,0.0189,"Mueller Streamline 580-025 1/8"" x 2-1/2"" - Black Iron Nipple"
3-4-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,UPDATE,UPDATE,CFCB-075-TEE,0.141,lb,W 04031R,0.11,0.141,0.78,10.7,0.0103,0.0132,"Mueller Streamline W 04031R 3/4"" Copper Fittings - Cleaned & Bagged - Tee C x C x C"
3-4-x-1-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-075.100-MA-C,0.293,lb,W 01145,0.23,0.293,0.78,25.37,0.0091,0.0115,"Mueller Streamline W 01145 3/4"" x 1"" Copper Sweat Fittings - Male Adapter C x MPT"
1-copper-sweat-fittings-90-degree-elbow-w-drain-c-x-c,UPDATE,UPDATE,COPF-100-DREL-C,0.397,lb,A 11557NL,0.31,0.397,0.78,76.88,0.004,0.0052,"Mueller Streamline A 11557NL 1"" Copper Sweat Fittings - 90 Degree Elbow - w/ Drain C x C"
1-1-4-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-125-MA-C,0.411,lb,W 01171,0.32,0.411,0.78,24.6,0.013,0.0167,"Mueller Streamline W 01171 1-1/4"" Copper Sweat Fittings - Male Adapter C x MPT"
1-1-2-copper-fittings-dwv-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-DWV-150-MA-C,0.435,lb,A 07054,0.34,0.435,0.78,43.74,0.0078,0.0099,"Mueller Streamline A 07054 1-1/2"" Copper Fittings - DWV - Male Adapter C x MPT"
2-copper-fittings-dwv-sanitary-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-DWV-200-SANT-C,0.851,lb,W 07522,0.66,0.851,0.78,60.87,0.0108,0.014,"Mueller Streamline W 07522 2"" Copper Fittings - DWV - Sanitary Tee C x C x C"
1-2-carbon-steel-press-fittings-gas-flange-p-x-flange,UPDATE,UPDATE,CRBN-050-FLG-G,1.225,lb,CP02881G,0.95,1.225,0.78,169.47,0.0056,0.0072,"Mueller Streamline CP02881G 1/2"" Carbon Steel Press Fittings - Gas - Flange P x Flange"
1-2-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-2.5,0.179,lb,563-025,0.14,0.179,0.78,2.11,0.0664,0.0848,"Mueller Streamline 563-025 1/2"" x 2-1/2"" - Galvanized Nipple"
3-4-x-1-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-1.5,0.141,lb,564-015,0.11,0.141,0.78,2.21,0.0498,0.0638,"Mueller Streamline 564-015 3/4"" x 1-1/2"" - Galvanized Nipple"
1-1-4-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-125-CLS,0.309,lb,566-001,0.24,0.309,0.78,3.82,0.0628,0.0809,"Mueller Streamline 566-001 1-1/4"" x Close - Galvanized Nipple"
1-1-2-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-150-CLS,0.397,lb,567-001,0.31,0.397,0.78,4.49,0.069,0.0884,"Mueller Streamline 567-001 1-1/2"" x Close - Galvanized Nipple"
2-1-2-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-250-3.5,1.691,lb,589-035,1.34,1.691,0.79,20.09,0.0667,0.0842,"Mueller Streamline 589-035 2-1/2"" x 3-1/2"" - Black Iron Nipple"
1-2-copper-sweat-fittings-fitting-female-adapter-ftg-x-fpt,UPDATE,UPDATE,COPF-050-FTGFA-C,0.114,lb,W 01531,0.09,0.114,0.79,12.51,0.0072,0.0091,"Mueller Streamline W 01531 1/2"" Copper Sweat Fittings - Fitting Female Adapter Ftg x FPT"
1-1-4-x-1-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.100.075-TEE-C,0.381,lb,W 04075,0.3,0.381,0.79,44.22,0.0068,0.0086,"Mueller Streamline W 04075 1-1/4"" x 1"" x 3/4"" Copper Sweat Fittings - Tee C x C x C"
2-x-3-4-x-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.075.200-TEE-C,1.708,lb,W 40248,1.35,1.708,0.79,101.59,0.0133,0.0168,"Mueller Streamline W 40248 2"" x 3/4"" x 2"" Copper Sweat Fittings - Tee C x C x C"
1-1-2-copper-fittings-dwv-coupling-c-x-c,UPDATE,UPDATE,COPF-DWV-150-CPL-C,0.114,lb,W 07063,0.09,0.114,0.79,10.5,0.0086,0.0109,"Mueller Streamline W 07063 1-1/2"" Copper Fittings - DWV - Coupling C x C"
3-4-x-1-2-x-3-4-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-075.050.075-TEE,0.33,lb,PF 04041,0.26,0.33,0.79,22.25,0.0117,0.0148,"Mueller Streamline PF 04041 3/4"" x 1/2"" x 3/4"" Copper Press Fittings - Tee P x P x P"
1-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-2,0.28,lb,565-020,0.22,0.28,0.79,3.36,0.0655,0.0833,"Mueller Streamline 565-020 1"" x 2"" - Galvanized Nipple"
1-1-4-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-2,0.379,lb,566-020,0.3,0.379,0.79,4.14,0.0725,0.0915,"Mueller Streamline 566-020 1-1/4"" x 2"" - Galvanized Nipple"
1-2-x-1-4-copper-fittings-cleaned-bagged-fitting-reducer-ftg-x-c,UPDATE,UPDATE,CFCB-050.025-FTR,0.025,lb,W 01317R,0.02,0.025,0.8,4.84,0.0041,0.0052,"Mueller Streamline W 01317R 1/2"" x 1/4"" Copper Fittings - Cleaned & Bagged - Fitting Reducer Ftg x C"
1-2-copper-sweat-fittings-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,COPF-050-CPL/DS-C,0.025,lb,W 10145,0.02,0.025,0.8,1.46,0.0137,0.0171,"Mueller Streamline W 10145 1/2"" Copper Sweat Fittings - Coupling - Dimple Stop C x C"
1-2-copper-sweat-fittings-fitting-male-adapter-ftg-x-mpt,UPDATE,UPDATE,COPF-050-FTGMA-C,0.088,lb,W 01431,0.07,0.088,0.8,17.45,0.004,0.005,"Mueller Streamline W 01431 1/2"" Copper Sweat Fittings - Fitting Male Adapter Ftg x MPT"
1-2-x-1-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-050.025-FTR-C,0.025,lb,W 01317,0.02,0.025,0.8,3.68,0.0054,0.0068,"Mueller Streamline W 01317 1/2"" x 1/4"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
3-4-x-1-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-075.100-FA-C,0.275,lb,W 01245,0.22,0.275,0.8,29.1,0.0076,0.0095,"Mueller Streamline W 01245 3/4"" x 1"" Copper Sweat Fittings - Female Adapter C x FPT"
1-x-1-2-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.050.075-TEE-C,0.276,lb,W 04062,0.22,0.276,0.8,30.18,0.0073,0.0091,"Mueller Streamline W 04062 1"" x 1/2"" x 3/4"" Copper Sweat Fittings - Tee C x C x C"
1-x-3-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-100.075-FTR-C,0.113,lb,W 01337,0.09,0.113,0.8,7.86,0.0115,0.0144,"Mueller Streamline W 01337 1"" x 3/4"" Copper Sweat Fittings - Fitting Reducer Ftg x C"
1-1-4-copper-sweat-fittings-fitting-female-adapter-ftg-x-fpt,UPDATE,UPDATE,COPF-125-FTGFA-C,0.402,lb,W 01571,0.32,0.402,0.8,46.11,0.0069,0.0087,"Mueller Streamline W 01571 1-1/4"" Copper Sweat Fittings - Fitting Female Adapter Ftg x FPT"
3-copper-fittings-dwv-45-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-DWV-300-ST45-C,0.815,lb,W 07433,0.65,0.815,0.8,80.89,0.008,0.0101,"Mueller Streamline W 07433 3"" Copper Fittings - DWV - 45 Degree Street Elbow Ftg x C"
1-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-2.5,0.351,lb,565-025,0.28,0.351,0.8,3.62,0.0773,0.097,"Mueller Streamline 565-025 1"" x 2-1/2"" - Galvanized Nipple"
