Handle,Command,Variant Command,Variant SKU,Variant Weight,Variant Weight Unit
1-x-1-x-1-2-carbon-steel-press-fittings-gas-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-100.050-TEE-G,0.741,lb
2-1-2-galvanized-elbow-90,UPDATE,UPDATE,GAIF-250-90EL-G,3.17,lb
1-2-copper-sweat-fittings-high-ear-elbow-cxf-c-x-fpt,UPDATE,UPDATE,COPF-050-HE90FA-LF,0.166,lb
1-1-4-x-1-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.100.075-TEE,0.93,lb
1-1-4-x-1-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-125.100-MA-C,0.238,lb
1-1-4-copper-press-fittings-union-pxm-p-x-mpt,UPDATE,UPDATE,CPPF-125-UMA,1.012,lb
1-1-4-x-1-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-125.100.075-TEE-G,0.93,lb
1-x-3-4-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-100.075.050-TEE,0.575,lb
1-1-2-x-1-1-2-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150.050-TEE,1.089,lb
2-x-1-1-2-x-1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-200.150.150-TEE,1.947,lb
1-2-copper-press-fittings-union-pxm-p-x-mpt,UPDATE,UPDATE,CPPF-050-UMA,0.281,lb
3-4-copper-press-fittings-cap-p,UPDATE,UPDATE,CPPF-075-CAP,0.08,lb
3-4-galvanized-coupling,UPDATE,UPDATE,GAIF-075-CPL-G,0.271,lb
1-1-2-x-3-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-150.075-90EL,0.922,lb
1-1-2-x-1-black-iron-coupling,UPDATE,UPDATE,BLIF-150.100-CPL,0.779,lb
3-4-x-1-2-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-075.050-90EL-C,0.073,lb
1-copper-press-fittings-male-adapter-p-x-mpt,UPDATE,UPDATE,CPPF-100-MA,0.285,lb
1-1-2-x-1-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-150.100-CPL-G,0.779,lb
2-1-2-x-1-1-2-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-250.150-FTR-C,0.549,lb
1-1-4-x-3-4-black-iron-coupling,UPDATE,UPDATE,BLIF-125.075-CPL,0.612,lb
1-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-150-CPL,0.866,lb
1-1-2-x-1-1-2-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-150.100-TEE,1.336,lb
1-x-3-4-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-100.075-MA-C,0.173,lb
4-copper-sweat-fittings-45-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-400-45EL-C,3.142,lb
1-1-4-carbon-steel-press-fittings-mechanical-coupling-with-stop-p-x-p,UPDATE,UPDATE,CRBN-125-CPL/WS,0.745,lb
1-1-4-x-3-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-125.075-CPL-G,0.612,lb
1-1-2-x-1-1-2-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-150.100-TEE-G,1.336,lb
2-black-iron-plug,UPDATE,UPDATE,BLIF-200-PLG,0.743,lb
2-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-250-CPL,2.434,lb
3-black-iron-elbow-45,UPDATE,UPDATE,BLIF-300-45EL,4.482,lb
3-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-300-ST90,5.357,lb
1-2-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,UPDATE,UPDATE,COPF-050-CPL/LS-C,0.025,lb
3-4-copper-press-fittings-male-adapter-p-x-mpt,UPDATE,UPDATE,CPPF-075-MA,0.191,lb
2-galvanized-plug,UPDATE,UPDATE,GAIF-200-PLG-G,0.743,lb
1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-050-CPL,0.176,lb
1-1-4-x-1-black-iron-coupling,UPDATE,UPDATE,BLIF-125.100-CPL,0.62,lb
2-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-200-FA-C,0.565,lb
2-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-200-MA-C,0.573,lb
1-carbon-steel-press-fittings-gas-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-100-TEE-G,0.799,lb
2-x-1-1-4-carbon-steel-press-fittings-gas-fitting-reducer-ftg-x-p,UPDATE,UPDATE,CRBN-200.125-FTR-G,0.798,lb
1-1-4-x-1-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-125.100-CPL-G,0.62,lb
1-8-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-018-2,0.042,lb
3-4-x-3-4-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-075.050-TEE,0.422,lb
1-1-2-black-iron-cap,UPDATE,UPDATE,BLIF-150-CAP,0.551,lb
2-x-1-1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-200.125-CPL,1.175,lb
3-4-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-075-90EL-C,0.085,lb
1-1-2-copper-fittings-dwv-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-DWV-150-90EL-C,0.238,lb
2-copper-fittings-dwv-test-cap-c,UPDATE,UPDATE,COPF-DWV-200-TCAP-C,0.017,lb
1-x-1-x-3-4-carbon-steel-press-fittings-gas-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-100.075-TEE-G,0.802,lb
3-4-x-3-4-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-075.050-TEE-G,0.422,lb
1-1-2-galvanized-cap,UPDATE,UPDATE,GAIF-150-CAP-G,0.551,lb
2-x-1-1-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-200.125-CPL-G,1.175,lb
1-x-1-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-100.075-TEE,0.717,lb
1-1-4-x-1-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.100.125-TEE,1.149,lb
3-4-x-1-8-x-3-4-copper-sweat-fittings-baseboard-tee-c-x-fpt-x-c,UPDATE,UPDATE,COPF-075.018.075-BBT-C,0.162,lb
1-x-1-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-100.075-TEE-G,0.717,lb
1-1-4-x-1-x-1-1-4-galvanized-tee,UPDATE,UPDATE,GAIF-125.100.125-TEE-G,1.149,lb
1-1-2-x-1-black-iron-elbow-90,UPDATE,UPDATE,BLIF-150.100-90EL,0.981,lb
3-8-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-038-TEE-C,0.043,lb
1-x-1-8-x-1-copper-sweat-fittings-baseboard-tee-c-x-fpt-x-c,UPDATE,UPDATE,COPF-100.018.100-BBT-C,0.276,lb
4-x-4-x-3-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-400.300-TEE-C,4.937,lb
1-1-4-x-3-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-125.075-90EL,0.688,lb
1-1-4-x-3-4-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.075.125-TEE,1.077,lb
1-1-2-x-3-4-x-1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150.075.150-TEE,1.385,lb
2-x-2-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-200.075-TEE,1.753,lb
3-4-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-075-ST90-C,0.087,lb
1-copper-sweat-fittings-union-cxf-c-x-fpt,UPDATE,UPDATE,COPF-100-UFA-LF,0.591,lb
1-1-4-x-3-4-galvanized-elbow-90,UPDATE,UPDATE,GAIF-125.075-90EL-G,0.688,lb
1-black-iron-cap,UPDATE,UPDATE,BLIF-100-CAP,0.307,lb
1-1-2-black-iron-elbow-45,UPDATE,UPDATE,BLIF-150-45EL,1.014,lb
2-1-2-x-2-black-iron-coupling,UPDATE,UPDATE,BLIF-250.200-CPL,2.26,lb
2-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-250-TEE-C,1.724,lb
3-x-3-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-300.075-TEE-C,1.485,lb
6-copper-sweat-fittings-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,COPF-600-CPL/DS-C,4.613,lb
1-galvanized-cap,UPDATE,UPDATE,GAIF-100-CAP-G,0.307,lb
1-1-2-galvanized-elbow-45,UPDATE,UPDATE,GAIF-150-45EL-G,1.014,lb
1-2-x-1-2-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-050.075-TEE-C,0.106,lb
1-1-2-x-3-4-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-150.075.100-TEE-C,0.523,lb
1-carbon-steel-press-fittings-mechanical-tee-p-x-p-x-p,UPDATE,UPDATE,CRBN-100-TEE,0.799,lb
3-4-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-075-ST90,0.392,lb
1-x-3-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-100.075-90EL,0.492,lb
3-x-3-x-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-300.050-TEE-C,1.378,lb
3-x-1-1-2-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-300.150-FTR-C,0.916,lb
1-1-4-copper-press-fittings-45-degree-street-elbow-ftg-x-p,UPDATE,UPDATE,CPPF-125-ST45,0.276,lb
1-1-2-copper-press-fittings-male-adapter-p-x-mpt,UPDATE,UPDATE,CPPF-150-MA,0.627,lb
3-4-galvanized-street-elbow-90-gaif-075-st90-g,UPDATE,UPDATE,GAIF-075-ST90-G,0.392,lb
1-x-3-4-galvanized-elbow-90,UPDATE,UPDATE,GAIF-100.075-90EL-G,0.492,lb
1-1-4-x-1-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-125.100.100-TEE,1.054,lb
2-x-1-black-iron-coupling,UPDATE,UPDATE,BLIF-200.100-CPL,1.181,lb
1-8-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-018-CLS,0.018,lb
1-copper-fittings-cleaned-bagged-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,CFCB-100-CPL/DS,0.108,lb
1-copper-sweat-fittings-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,COPF-100-CPL/DS-C,0.108,lb
1-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,UPDATE,UPDATE,COPF-100-CPL/LS-C,0.108,lb
1-copper-sweat-fittings-union-c-x-c,UPDATE,UPDATE,COPF-100-UNI-C,0.506,lb
6-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-600-90EL-C,13.726,lb
1-1-2-x-1-1-4-copper-fittings-dwv-slip-joint-adapter-c-x-sj,UPDATE,UPDATE,COPF-DWV-150.125-SJA-C,0.396,lb
1-1-4-x-1-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-125.100.100-TEE-G,1.054,lb
2-x-1-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-200.100-CPL-G,1.181,lb
1-1-4-black-iron-cap,UPDATE,UPDATE,BLIF-125-CAP,0.463,lb
4-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-400-ST90-C,4.034,lb
1-1-4-galvanized-cap,UPDATE,UPDATE,GAIF-125-CAP-G,0.463,lb
1-1-2-x-1-1-4-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-150.125.100-TEE,1.248,lb
1-2-copper-fittings-cleaned-bagged-male-adapter-c-x-mpt,UPDATE,UPDATE,CFCB-050-MA,0.064,lb
1-1-4-x-1-2-copper-fittings-cleaned-bagged-fitting-reducer-ftg-x-c,UPDATE,UPDATE,CFCB-125.050-FTR,0.156,lb
1-2-x-1-4-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-050.025-MA-C,0.055,lb
3-4-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-075-MA-C,0.11,lb
1-1-4-x-1-2-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-125.050-FTR-C,0.156,lb
3-x-1-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-300.150-CPL-C,1.01,lb
3-4-copper-press-fittings-union-pxf-p-x-fpt,UPDATE,UPDATE,CPPF-075-UFA,0.431,lb
1-1-2-carbon-steel-press-fittings-gas-coupling-with-stop-p-x-p,UPDATE,UPDATE,CRBN-150-CPL/WS-G,0.871,lb
3-galvanized-tee,UPDATE,UPDATE,GAIF-300-TEE-G,6.812,lb
3-8-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-038-CLS,0.046,lb
1-1-4-x-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-125.050-CPL-C,0.166,lb
3-copper-fittings-dwv-test-tee-w-plug-c-x-c-x-fpt,UPDATE,UPDATE,COPF-DWV-300-TET-C,3.497,lb
3-black-iron-elbow-90,UPDATE,UPDATE,BLIF-300-90EL,4.872,lb
3-4-x-3-black-iron-nipple,UPDATE,UPDATE,BLPN-075-3,0.284,lb
1-1-4-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-125-3.5,0.664,lb
4-x-4-black-iron-nipple,UPDATE,UPDATE,BLPN-400-4,3.6,lb
1-x-1-2-copper-fittings-cleaned-bagged-coupling-c-x-c,UPDATE,UPDATE,CFCB-100.050-CPL,0.109,lb
1-2-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-050-FA-C,0.098,lb
3-4-x-1-2-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-075.050-MA-C,0.12,lb
1-x-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-100.050-CPL-C,0.109,lb
2-x-1-1-4-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-200.125-CPL-C,0.425,lb
2-1-2-copper-sweat-fittings-45-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-250-ST45-C,1.049,lb
4-copper-sweat-fittings-cap-c,UPDATE,UPDATE,COPF-400-CAP-C,1.5,lb
4-copper-sweat-fittings-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,COPF-400-CPL/DS-C,2.151,lb
2-copper-fittings-dwv-coupling-c-x-c,UPDATE,UPDATE,COPF-DWV-200-CPL-C,0.131,lb
3-4-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-075-TEE,0.348,lb
3-4-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-4.5,0.426,lb
1-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-4.5,0.631,lb
1-1-4-x-5-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-5.5,1.045,lb
1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-125-TEE,1.243,lb
1-4-x-2-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-025-2.5,0.088,lb
1-4-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-025-5,0.176,lb
3-8-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-038-3.5,0.165,lb
3-4-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-075-3.5,0.331,lb
1-1-4-x-3-black-iron-nipple,UPDATE,UPDATE,BLPN-125-3,0.569,lb
1-1-2-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-150-3.5,0.794,lb
2-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-200-3.5,1.067,lb
2-1-2-x-8-black-iron-nipple,UPDATE,UPDATE,BLPN-250-8,3.865,lb
3-x-4-black-iron-nipple,UPDATE,UPDATE,BLPN-300-4,2.529,lb
4-x-4-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-400-4.5,4.05,lb
4-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-400-5,4.5,lb
4-x-5-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-400-5.5,4.949,lb
4-x-6-black-iron-nipple,UPDATE,UPDATE,BLPN-400-6,5.399,lb
3-4-x-1-2-x-1-2-copper-fittings-cleaned-bagged-tee-c-x-c-x-c,UPDATE,UPDATE,CFCB-075.050.050-TEE,0.121,lb
1-copper-fittings-cleaned-bagged-female-adapter-c-x-fpt,UPDATE,UPDATE,CFCB-100-FA,0.253,lb
1-1-2-copper-fittings-cleaned-bagged-cap-c,UPDATE,UPDATE,CFCB-150-CAP,0.175,lb
1-4-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-025-MA-C,0.033,lb
1-2-x-1-4-copper-sweat-fittings-flush-bushing-to-fpt-ftg-x-fpt,UPDATE,UPDATE,COPF-050.025-FLBF-C,0.022,lb
3-4-copper-sweat-fittings-fitting-male-adapter-ftg-x-mpt,UPDATE,UPDATE,COPF-075-FTGMA-C,0.154,lb
3-4-x-3-4-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-075.100-TEE-C,0.22,lb
1-copper-sweat-fittings-female-adapter-c-x-fpt,UPDATE,UPDATE,COPF-100-FA-C,0.253,lb
1-copper-sweat-fittings-90-degree-long-turn-elbow-c-x-c,UPDATE,UPDATE,COPF-100-LT90-C,0.296,lb
1-x-1-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.075-TEE-C,0.242,lb
1-1-2-copper-sweat-fittings-cap-c,UPDATE,UPDATE,COPF-150-CAP-C,0.175,lb
1-1-2-x-1-1-4-copper-sweat-fittings-flush-bushing-ftg-x-c,UPDATE,UPDATE,COPF-150.125-FLB-C,0.219,lb
2-1-2-x-1-1-2-x-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-250.150.200-TEE-C,1.844,lb
2-1-2-x-2-x-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-250.200.200-TEE-C,1.837,lb
1-1-2-copper-fittings-dwv-test-cap-c,UPDATE,UPDATE,COPF-DWV-150-TCAP-C,0.011,lb
3-4-copper-press-fittings-45-degree-elbow-p-x-p,UPDATE,UPDATE,CPPF-075-45EL,0.154,lb
1-1-4-galvanized-tee,UPDATE,UPDATE,GAIF-125-TEE-G,1.243,lb
1-2-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-4.5,0.32,lb
1-2-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-050-6,0.428,lb
1-2-x-8-galvanized-nipple,UPDATE,UPDATE,GAPN-050-8,0.569,lb
1-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-100-4,0.56,lb
1-1-4-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-125-5,0.948,lb
2-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-200-5,1.523,lb
4-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-400-6,5.399,lb
1-x-3-4-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-100.075.100-TEE,0.811,lb
1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150-TEE,1.557,lb
2-1-2-x-6-black-iron-nipple,UPDATE,UPDATE,BLPN-250-6,2.899,lb
1-copper-fittings-cleaned-bagged-45-degree-elbow-c-x-c,UPDATE,UPDATE,CFCB-100-45EL,0.156,lb
1-x-1-2-copper-fittings-cleaned-bagged-fitting-reducer-ftg-x-c,UPDATE,UPDATE,CFCB-100.050-FTR,0.1,lb
1-copper-sweat-fittings-45-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-100-45EL-C,0.156,lb
1-x-3-4-x-1-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-100.075.100-TEE-C,0.321,lb
1-1-4-x-3-4-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.075.125-TEE-C,0.454,lb
1-1-2-copper-sweat-fittings-90-degree-long-turn-elbow-c-x-c,UPDATE,UPDATE,COPF-150-LT90-C,0.622,lb
1-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-150-TEE-C,0.597,lb
1-1-2-x-1-1-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-150.125-FTR-C,0.233,lb
2-x-2-x-1-1-2-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-200.150-TEE-C,0.993,lb
2-1-2-x-1-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-250.150-CPL-C,0.746,lb
3-x-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-300.200-CPL-C,1.095,lb
3-4-copper-press-fittings-45-degree-street-elbow-ftg-x-p,UPDATE,UPDATE,CPPF-075-ST45,0.145,lb
1-x-1-2-copper-press-fittings-fitting-reducer-ftg-x-p,UPDATE,UPDATE,CPPF-100.050-FTR,0.134,lb
1-x-1-x-1-2-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-100.050-TEE,0.409,lb
1-1-2-x-1-1-2-x-1-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-150.100-TEE,0.917,lb
2-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-200-TEE,1.726,lb
2-carbon-steel-press-fittings-gas-coupling-with-stop-p-x-p,UPDATE,UPDATE,CRBN-200-CPL/WS-G,1.058,lb
1-x-3-4-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-100.075.100-TEE-G,0.811,lb
1-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-150-TEE-G,1.557,lb
1-2-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-050-5,0.355,lb
1-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-3.5,0.489,lb
1-1-4-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-125-4,0.758,lb
1-1-2-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-150-6,1.36,lb
1-1-2-black-iron-elbow-90,UPDATE,UPDATE,BLIF-150-90EL,1.096,lb
1-4-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-025-3.5,0.124,lb
3-8-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-038-5,0.236,lb
1-2-x-2-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-050-2.5,0.179,lb
1-1-2-x-8-black-iron-nipple,UPDATE,UPDATE,BLPN-150-8,1.814,lb
1-2-x-3-8-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-050.038-90EL-C,0.045,lb
3-4-x-3-8-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-075.038-FTR-C,0.056,lb
1-1-2-copper-sweat-fittings-90-degree-elbow-c-x-c,UPDATE,UPDATE,COPF-150-90EL-C,0.418,lb
1-1-2-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-150-MA-C,0.514,lb
1-1-2-x-1-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-150.100-FTR-C,0.237,lb
3-copper-sweat-fittings-coupling-dimple-stop-c-x-c,UPDATE,UPDATE,COPF-300-CPL/DS-C,1.023,lb
3-copper-sweat-fittings-male-adapter-c-x-mpt,UPDATE,UPDATE,COPF-300-MA-C,1.704,lb
3-x-2-1-2-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-300.250-FTR-C,1.0,lb
1-2-copper-press-fittings-45-degree-street-elbow-ftg-x-p,UPDATE,UPDATE,CPPF-050-ST45,0.09,lb
1-2-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-050-TEE,0.214,lb
2-x-1-1-2-copper-press-fittings-coupling-p-x-p,UPDATE,UPDATE,CPPF-200.150-CPLG,0.637,lb
1-1-2-galvanized-elbow-90,UPDATE,UPDATE,GAIF-150-90EL-G,1.096,lb
1-1-4-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-125-6,1.14,lb
2-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-200-4,1.219,lb
2-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-200-4.5,1.371,lb
1-1-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-125-90EL,0.845,lb
1-1-4-copper-fittings-cleaned-bagged-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,CFCB-125-ST90,0.294,lb
1-1-2-copper-fittings-cleaned-bagged-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,CFCB-150-ST90,0.441,lb
1-1-4-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-125-ST90-C,0.294,lb
1-1-4-x-1-1-4-x-3-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-125.075-TEE-C,0.354,lb
1-1-2-copper-sweat-fittings-90-degree-street-elbow-ftg-x-c,UPDATE,UPDATE,COPF-150-ST90-C,0.441,lb
1-1-2-x-3-4-copper-sweat-fittings-fitting-reducer-ftg-x-c,UPDATE,UPDATE,COPF-150.075-FTR-C,0.228,lb
1-1-2-x-3-4-x-1-1-4-copper-sweat-fittings-tee-c-x-c-x-c,UPDATE,UPDATE,COPF-150.075.125-TEE-C,0.752,lb
3-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,UPDATE,UPDATE,COPF-300-CPL/LS-C,1.03,lb
3-copper-sweat-fittings-coupling-rolled-stop-c-x-c,UPDATE,UPDATE,COPF-300-CPL/RS-C,1.029,lb
3-x-2-1-2-copper-sweat-fittings-coupling-c-x-c,UPDATE,UPDATE,COPF-300.250-CPL-C,1.065,lb
4-copper-sweat-fittings-repair-coupling-no-stop-c-x-c,UPDATE,UPDATE,COPF-400-CPL/LS-C,2.147,lb
1-1-2-x-1-copper-press-fittings-fitting-reducer-ftg-x-p,UPDATE,UPDATE,CPPF-150.100-FTR,0.296,lb
2-x-2-x-1-1-2-copper-press-fittings-tee-p-x-p-x-p,UPDATE,UPDATE,CPPF-200.150-TEE,1.526,lb
1-1-4-galvanized-elbow-90,UPDATE,UPDATE,GAIF-125-90EL-G,0.845,lb
1-2-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-3.5,0.249,lb
1-2-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-050-4,0.284,lb
3-4-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-075-3,0.284,lb
1-1-2-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-3.5,0.794,lb
1-1-2-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-150-4,0.906,lb
1-1-2-x-5-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-5.5,1.248,lb
2-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-200-3,0.913,lb
2-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-200-3.5,1.067,lb
3-4-black-iron-tee,UPDATE,UPDATE,BLIF-075-TEE,0.492,lb
2-x-1-1-2-black-iron-elbow-90,UPDATE,UPDATE,BLIF-200.150-90EL,1.667,lb
3-8-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-038-CLS,0.046,lb
2-1-2-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-250-5,2.416,lb
