handle,modelo,tipo,title,chars_antes,descricao_anterior
3-4-in-union-npt-mixing-valve-lf-1070,AM101C1070-UT-1LF,"Mixing Valve - Lead Free - 3/4""",Resideo AM101C1070-UT-1LF 3/4 in Union NPT Mixing Valve LF 1070,400,"<p>The 3/4 in Union NPT Mixing Valve LF 1070 by Resideo is part of our mixing valve - lead free - 3/4"" selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AM101C1070-UT-1LF</li>
<li>
<strong>UPC:</strong> 085267337779</li>
<li>
<strong>Category:</strong> Mixing Valve - Lead Free - 3/4""</li>
<li>
<strong>Shipping Weight:</strong> 1.5 lb</li>
</ul>"
3-4-in-union-npt-mixing-valve-r-heat-only,AM101R-UT-1,"Mixing Valve - Lead Free - 3/4""",Resideo AM101R-UT-1/U 3/4 in Union NPT Mixing Valve R - Heat Only,401,"<p>The 3/4 in Union NPT Mixing Valve R - Heat Only by Resideo is part of our mixing valve - lead free - 3/4"" selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AM101R-UT-1/U</li>
<li>
<strong>UPC:</strong> 085267825238</li>
<li>
<strong>Category:</strong> Mixing Valve - Lead Free - 3/4""</li>
<li>
<strong>Shipping Weight:</strong> 14 lb</li>
</ul>"
3-4-in-union-npt-mixing-valve-std,AM101-UT-1LF,"Mixing Valve - Lead Free - 3/4""",Resideo AM101-UT-1LF/U 3/4 in Union NPT Mixing Valve - STD,344,"<p>The 3/4 in Union NPT Mixing Valve - STD by Resideo is part of our mixing valve - lead free - 3/4"" selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AM101-UT-1LF/U</li>
<li>
<strong>UPC:</strong> 085267337922</li>
<li>
<strong>Category:</strong> Mixing Valve - Lead Free - 3/4""</li>
</ul>"
3-4-in-union-pex-mixing-valve-lf-1070,AM101C1070-UPEX1LF,"Mixing Valve - Lead Free - 3/4""",Resideo AM101C1070-UPEX1LF 3/4 in Union PEX Mixing Valve LF 1070,305,"<p>The 3/4 in Union PEX Mixing Valve LF 1070 by Resideo is part of our mixing valve - lead free - 3/4"" selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AM101C1070-UPEX1LF</li>
<li>
<strong>Category:</strong> Mixing Valve - Lead Free - 3/4""</li>
</ul>"
3-4-in-union-propress-lf-mixing-valve-std,AM101-UP-1LF,"Mixing Valve - Lead Free - 3/4""",Resideo AM101-UP-1LF/U 3/4 in Union ProPress LF Mixing Valve - STD,403,"<p>The 3/4 in Union ProPress LF Mixing Valve - STD by Resideo is part of our mixing valve - lead free - 3/4"" selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AM101-UP-1LF/U</li>
<li>
<strong>UPC:</strong> 085267499101</li>
<li>
<strong>Category:</strong> Mixing Valve - Lead Free - 3/4""</li>
<li>
<strong>Shipping Weight:</strong> 2.5 lb</li>
</ul>"
3-4-in-union-propress-mixing-valve-r-heat-only,AM101R-UP-1,"Mixing Valve - Lead Free - 3/4""",Resideo AM101R-UP-1/U 3/4 in Union ProPress Mixing Valve R - Heat Only,407,"<p>The 3/4 in Union ProPress Mixing Valve R - Heat Only by Resideo is part of our mixing valve - lead free - 3/4"" selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AM101R-UP-1/U</li>
<li>
<strong>UPC:</strong> 085267529662</li>
<li>
<strong>Category:</strong> Mixing Valve - Lead Free - 3/4""</li>
<li>
<strong>Shipping Weight:</strong> 2.5 lb</li>
</ul>"
3-4-in-union-push-connect-mixing-valve-lf-1070,AM101C1070-SB-1LF,"Mixing Valve - Lead Free - 3/4""",Resideo AM101C1070-SB-1LF 3/4 in Union Push Connect Mixing Valve LF 1070,358,"<p>The 3/4 in Union Push Connect Mixing Valve LF 1070 by Resideo is part of our mixing valve - lead free - 3/4"" selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AM101C1070-SB-1LF</li>
<li>
<strong>UPC:</strong> 085267545389</li>
<li>
<strong>Category:</strong> Mixing Valve - Lead Free - 3/4""</li>
</ul>"
3-4-in-union-sweat-mixing-valve-lf-1070,AM101C1070-US-1LF,"Mixing Valve - Lead Free - 3/4""",Resideo AM101C1070-US-1LF 3/4 in Union Sweat Mixing Valve LF 1070,169,"<ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AM101C1070-US-1LF</li>
<li>
<strong>Shipping Weight:</strong> 1.5 lb</li>
</ul>"
3-4-in-union-sweat-mixing-valve-r-heat-only,AM101R-US-1,"Mixing Valve - Lead Free - 3/4""",Resideo AM101R-US-1/U 3/4 in Union Sweat Mixing Valve R - Heat Only,357,"<p>The 3/4 in Union Sweat Mixing Valve R - Heat Only by Resideo is part of our mixing valve - lead free - 3/4"" selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AM101R-US-1/U</li>
<li>
<strong>Category:</strong> Mixing Valve - Lead Free - 3/4""</li>
<li>
<strong>Shipping Weight:</strong> 2 lb</li>
</ul>"
3-4-in-union-sweat-mixing-valve-std,AM101-US-1LF,"Mixing Valve - Lead Free - 3/4""",Resideo AM101-US-1LF/U 3/4 in Union Sweat Mixing Valve - STD,397,"<p>The 3/4 in Union Sweat Mixing Valve - STD by Resideo is part of our mixing valve - lead free - 3/4"" selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AM101-US-1LF/U</li>
<li>
<strong>UPC:</strong> 085267337915</li>
<li>
<strong>Category:</strong> Mixing Valve - Lead Free - 3/4""</li>
<li>
<strong>Shipping Weight:</strong> 9.6 lb</li>
</ul>"
3-8-in-universal-undersink-mixing-valve-for-3-or-4-port-lf,UMV500-LF,Mixing Valve - Point-of-Use,Resideo UMV500-LF/U 3/8 in Universal Undersink Mixing Valve for 3 or 4 port LF,356,"<p>The 3/8 in Universal Undersink Mixing Valve for 3 or 4 port LF by Resideo is part of our mixing valve - point-of-use selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> UMV500-LF/U</li>
<li>
<strong>UPC:</strong> 085267684224</li>
<li>
<strong>Category:</strong> Mixing Valve - Point-of-Use</li>
</ul>"
am-and-am-1-series-gasket-kit-for-1-2-in-3-4-in-and-1-in,AMU200-RP,Mixing Valve Accessories & Parts,"Resideo AMU200-RP/U AM and AM-1 Series Gasket Kit for 1/2 in, 3/4 in and 1 in",430,"<p>The AM and AM-1 Series Gasket Kit for 1/2 in, 3/4 in and 1 in by Resideo is part of our mixing valve accessories &amp; parts selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AMU200-RP/U</li>
<li>
<strong>Category:</strong> Mixing Valve Accessories &amp; Parts</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
ds06-low-lead-replacement-filter-bowl-with-o-ring-for-1-1-2-in-2-in,SB06T-11,Pressure Reducing Valves,Resideo SB06T-11/2 DS06 Low-Lead Replacement Filter Bowl with O-Ring for 1-1/2 in & 2 in,466,"<p>The DS06 Low-Lead Replacement Filter Bowl with O-Ring for 1-1/2 in &amp; 2 in by Resideo is part of our pressure reducing valves selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> SB06T-11/2</li>
<li>
<strong>UPC:</strong> 085267422307</li>
<li>
<strong>Category:</strong> Pressure Reducing Valves</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
rebuild-kit-for-am-standard-series-mixing-valves,AM100-002RP,Mixing Valve Accessories & Parts,Resideo AM100-002RP/U Rebuild kit for AM Standard Series Mixing Valves,519,"<p>The Rebuild kit for AM Standard Series Mixing Valves by Resideo is part of our mixing valve accessories &amp; parts selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AM100-002RP/U</li>
<li>
<strong>UPC:</strong> 085267824675</li>
<li>
<strong>Category:</strong> Mixing Valve Accessories &amp; Parts</li>
<li>
<strong>Shipping Weight:</strong> 0.2 lb</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
union-kit-for-1-1-2-in-ds06-and-fk06-npt-valves,K06U1037,Pressure Reducing Valves,Resideo K06U1037/U Union kit for 1-1/2 in DS06 and FK06 NPT Valves,491,"<p>The Union kit for 1-1/2 in DS06 and FK06 NPT Valves by Resideo is part of our pressure reducing valves selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> K06U1037/U</li>
<li>
<strong>UPC:</strong> 085267048323</li>
<li>
<strong>Category:</strong> Pressure Reducing Valves</li>
<li>
<strong>Shipping Weight:</strong> 1.3 lb</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
union-kit-for-1-2-in-ds06-and-fk06-sweat-valve,K06U1093,Mixing Valve Accessories & Parts,Resideo K06U1093/U Union kit for 1/2 in DS06 and FK06 Sweat valve,380,"<p>The Union kit for 1/2 in DS06 and FK06 Sweat valve by Resideo is in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> K06U1093/U</li>
<li>
<strong>UPC:</strong> 085267048378</li>
<li>
<strong>Shipping Weight:</strong> 0.5 lb</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
union-kit-for-1-in-ds06-and-fk06-npt-valves,K06U1085,Pressure Reducing Valves,Resideo K06U1085/U Union kit for 1 in DS06 and FK06 NPT Valves,487,"<p>The Union kit for 1 in DS06 and FK06 NPT Valves by Resideo is part of our pressure reducing valves selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> K06U1085/U</li>
<li>
<strong>UPC:</strong> 085267048361</li>
<li>
<strong>Category:</strong> Pressure Reducing Valves</li>
<li>
<strong>Shipping Weight:</strong> 0.5 lb</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
union-kit-for-1-in-ds06-and-fk06-sweat-valves,K06U1119,Mixing Valve Accessories & Parts,Resideo K06U1119/U Union kit for 1 in DS06 and FK06 Sweat Valves,379,"<p>The Union kit for 1 in DS06 and FK06 Sweat Valves by Resideo is in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> K06U1119/U</li>
<li>
<strong>UPC:</strong> 085267048392</li>
<li>
<strong>Shipping Weight:</strong> 0.4 lb</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
union-kit-for-3-4-in-ds06-and-fk06-npt-valves,K06U1077,Pressure Reducing Valves,Resideo K06U1077/U Union kit for 3/4 in DS06 and FK06 NPT Valves,489,"<p>The Union kit for 3/4 in DS06 and FK06 NPT Valves by Resideo is part of our pressure reducing valves selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> K06U1077/U</li>
<li>
<strong>UPC:</strong> 085267048354</li>
<li>
<strong>Category:</strong> Pressure Reducing Valves</li>
<li>
<strong>Shipping Weight:</strong> 0.5 lb</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
union-kit-for-3-4-in-ds06-and-fk06-sweat-valves,K06U1101,Pressure Reducing Valves,Resideo K06U1101/U Union kit for 3/4 in DS06 and FK06 Sweat Valves,491,"<p>The Union kit for 3/4 in DS06 and FK06 Sweat Valves by Resideo is part of our pressure reducing valves selection, in stock and ready to ship from The House Supplier.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> K06U1101/U</li>
<li>
<strong>UPC:</strong> 085267048385</li>
<li>
<strong>Category:</strong> Pressure Reducing Valves</li>
<li>
<strong>Shipping Weight:</strong> 0.4 lb</li>
<li>
<strong>Availability:</strong> In stock</li>
</ul>"
union-seal-washer-for-1-in,0901445,Pressure Reducing Valves,Resideo 0901445 Union Seal Washer for 1 in,315,"<p>The Union Seal Washer for 1 in by Resideo is part of our pressure reducing valves selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> 0901445</li>
<li>
<strong>UPC:</strong> 4019837030360</li>
<li>
<strong>Category:</strong> Pressure Reducing Valves</li>
</ul>"
water-heater-kit-directconnect-valve-tee-and-11-in-flex-connector-lf,AMX302TLF,Water Heater Tank Mixers,"Resideo AMX302TLF/U Water Heater Kit - DirectConnect Valve, Tee, and 11 in Flex Connector LF",416,"<p>The Water Heater Kit - DirectConnect Valve, Tee, and 11 in Flex Connector LF by Resideo is part of our water heater tank mixers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AMX302TLF/U</li>
<li>
<strong>UPC:</strong> 085267388597</li>
<li>
<strong>Category:</strong> Water Heater Tank Mixers</li>
<li>
<strong>Shipping Weight:</strong> 3.55 lb</li>
</ul>"
water-heater-kit-directconnect-valve-tee-and-8-in-flex-connector-lf,AMX300TLF,Water Heater Tank Mixers,"Resideo AMX300TLF/U Water Heater Kit - DirectConnect Valve, Tee, and 8 in Flex Connector LF",415,"<p>The Water Heater Kit - DirectConnect Valve, Tee, and 8 in Flex Connector LF by Resideo is part of our water heater tank mixers selection.</p><ul>
<li>
<strong>Brand:</strong> Resideo</li>
<li>
<strong>Manufacturer Part #:</strong> AMX300TLF/U</li>
<li>
<strong>UPC:</strong> 085267338059</li>
<li>
<strong>Category:</strong> Water Heater Tank Mixers</li>
<li>
<strong>Shipping Weight:</strong> 3.55 lb</li>
</ul>"
