Handle,Command,Variant Command,Variant SKU,Variant Weight,Variant Weight Unit
1-1-4-x-3-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-125.075-CPL-G,0.74,lb
1-1-2-x-1-1-2-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-150.100-TEE-G,1.62,lb
2-black-iron-plug,UPDATE,UPDATE,BLIF-200-PLG,0.89,lb
2-1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-250-CPL,2.91,lb
3-black-iron-elbow-45,UPDATE,UPDATE,BLIF-300-45EL,5.36,lb
3-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-300-ST90,6.41,lb
2-galvanized-plug,UPDATE,UPDATE,GAIF-200-PLG-G,0.89,lb
1-2-black-iron-coupling,UPDATE,UPDATE,BLIF-050-CPL,0.21,lb
1-1-4-x-1-black-iron-coupling,UPDATE,UPDATE,BLIF-125.100-CPL,0.74,lb
1-1-4-x-1-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-125.100-CPL-G,0.74,lb
1-8-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-018-2,0.05,lb
3-4-x-3-4-x-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-075.050-TEE,0.5,lb
1-1-2-black-iron-cap,UPDATE,UPDATE,BLIF-150-CAP,0.65,lb
2-x-1-1-4-black-iron-coupling,UPDATE,UPDATE,BLIF-200.125-CPL,1.39,lb
3-4-x-3-4-x-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-075.050-TEE-G,0.5,lb
1-1-2-galvanized-cap,UPDATE,UPDATE,GAIF-150-CAP-G,0.65,lb
2-x-1-1-4-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-200.125-CPL-G,1.39,lb
1-x-1-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-100.075-TEE,0.84,lb
1-1-4-x-1-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.100.125-TEE,1.35,lb
1-x-1-x-3-4-galvanized-tee,UPDATE,UPDATE,GAIF-100.075-TEE-G,0.84,lb
1-1-4-x-1-x-1-1-4-galvanized-tee,UPDATE,UPDATE,GAIF-125.100.125-TEE-G,1.35,lb
1-1-2-x-1-black-iron-elbow-90,UPDATE,UPDATE,BLIF-150.100-90EL,1.14,lb
1-1-4-x-3-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-125.075-90EL,0.79,lb
1-1-4-x-3-4-x-1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-125.075.125-TEE,1.24,lb
1-1-2-x-3-4-x-1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150.075.150-TEE,1.59,lb
2-x-2-x-3-4-black-iron-tee,UPDATE,UPDATE,BLIF-200.075-TEE,2.02,lb
1-1-4-x-3-4-galvanized-elbow-90,UPDATE,UPDATE,GAIF-125.075-90EL-G,0.79,lb
1-black-iron-cap,UPDATE,UPDATE,BLIF-100-CAP,0.35,lb
1-1-2-black-iron-elbow-45,UPDATE,UPDATE,BLIF-150-45EL,1.16,lb
2-1-2-x-2-black-iron-coupling,UPDATE,UPDATE,BLIF-250.200-CPL,2.57,lb
1-galvanized-cap,UPDATE,UPDATE,GAIF-100-CAP-G,0.35,lb
1-1-2-galvanized-elbow-45,UPDATE,UPDATE,GAIF-150-45EL-G,1.16,lb
3-4-black-iron-elbow-90-street,UPDATE,UPDATE,BLIF-075-ST90,0.44,lb
1-x-3-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-100.075-90EL,0.55,lb
3-4-galvanized-street-elbow-90-gaif-075-st90-g,UPDATE,UPDATE,GAIF-075-ST90-G,0.44,lb
1-x-3-4-galvanized-elbow-90,UPDATE,UPDATE,GAIF-100.075-90EL-G,0.55,lb
1-1-4-x-1-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-125.100.100-TEE,1.17,lb
2-x-1-black-iron-coupling,UPDATE,UPDATE,BLIF-200.100-CPL,1.31,lb
1-8-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-018-CLS,0.02,lb
1-1-4-x-1-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-125.100.100-TEE-G,1.17,lb
2-x-1-galvanized-reducing-coupling,UPDATE,UPDATE,GAIF-200.100-CPL-G,1.31,lb
1-1-4-black-iron-cap,UPDATE,UPDATE,BLIF-125-CAP,0.51,lb
1-1-4-galvanized-cap,UPDATE,UPDATE,GAIF-125-CAP-G,0.51,lb
1-1-2-x-1-1-4-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-150.125.100-TEE,1.36,lb
3-galvanized-tee,UPDATE,UPDATE,GAIF-300-TEE-G,7.41,lb
3-8-x-close-galvanized-nipple,UPDATE,UPDATE,GAPN-038-CLS,0.05,lb
3-black-iron-elbow-90,UPDATE,UPDATE,BLIF-300-90EL,4.46,lb
3-4-x-3-black-iron-nipple,UPDATE,UPDATE,BLPN-075-3,0.26,lb
1-1-4-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-125-3.5,0.61,lb
4-x-4-black-iron-nipple,UPDATE,UPDATE,BLPN-400-4,3.3,lb
3-4-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-4.5,0.39,lb
1-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-4.5,0.58,lb
1-1-4-x-5-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-5.5,0.96,lb
1-1-4-black-iron-tee,UPDATE,UPDATE,BLIF-125-TEE,1.13,lb
1-4-x-2-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-025-2.5,0.08,lb
1-4-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-025-5,0.16,lb
3-8-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-038-3.5,0.15,lb
3-4-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-075-3.5,0.3,lb
1-1-4-x-3-black-iron-nipple,UPDATE,UPDATE,BLPN-125-3,0.52,lb
1-1-2-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-150-3.5,0.72,lb
2-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-200-3.5,0.97,lb
2-1-2-x-8-black-iron-nipple,UPDATE,UPDATE,BLPN-250-8,3.51,lb
3-x-4-black-iron-nipple,UPDATE,UPDATE,BLPN-300-4,2.3,lb
4-x-4-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-400-4.5,3.7,lb
4-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-400-5,4.1,lb
4-x-5-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-400-5.5,4.5,lb
4-x-6-black-iron-nipple,UPDATE,UPDATE,BLPN-400-6,4.9,lb
1-1-4-galvanized-tee,UPDATE,UPDATE,GAIF-125-TEE-G,1.13,lb
1-2-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-4.5,0.29,lb
1-2-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-050-6,0.39,lb
1-2-x-8-galvanized-nipple,UPDATE,UPDATE,GAPN-050-8,0.52,lb
1-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-100-4,0.51,lb
1-1-4-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-125-5,0.86,lb
2-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-200-5,1.38,lb
4-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-400-6,4.9,lb
1-x-3-4-x-1-black-iron-tee,UPDATE,UPDATE,BLIF-100.075.100-TEE,0.73,lb
1-1-2-black-iron-tee,UPDATE,UPDATE,BLIF-150-TEE,1.4,lb
2-1-2-x-6-black-iron-nipple,UPDATE,UPDATE,BLPN-250-6,2.6,lb
1-x-3-4-x-1-galvanized-tee,UPDATE,UPDATE,GAIF-100.075.100-TEE-G,0.73,lb
1-1-2-galvanized-tee,UPDATE,UPDATE,GAIF-150-TEE-G,1.4,lb
1-2-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-050-5,0.32,lb
1-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-100-3.5,0.44,lb
1-1-4-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-125-4,0.68,lb
1-1-2-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-150-6,1.23,lb
1-1-2-black-iron-elbow-90,UPDATE,UPDATE,BLIF-150-90EL,0.98,lb
1-4-x-3-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-025-3.5,0.11,lb
3-8-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-038-5,0.21,lb
1-2-x-2-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-050-2.5,0.16,lb
1-1-2-x-8-black-iron-nipple,UPDATE,UPDATE,BLPN-150-8,1.61,lb
1-1-2-galvanized-elbow-90,UPDATE,UPDATE,GAIF-150-90EL-G,0.98,lb
1-1-4-x-6-galvanized-nipple,UPDATE,UPDATE,GAPN-125-6,1.02,lb
2-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-200-4,1.09,lb
2-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-200-4.5,1.22,lb
1-1-4-black-iron-elbow-90,UPDATE,UPDATE,BLIF-125-90EL,0.74,lb
1-1-4-galvanized-elbow-90,UPDATE,UPDATE,GAIF-125-90EL-G,0.74,lb
1-2-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-050-3.5,0.22,lb
1-2-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-050-4,0.25,lb
3-4-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-075-3,0.25,lb
1-1-2-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-3.5,0.7,lb
1-1-2-x-4-galvanized-nipple,UPDATE,UPDATE,GAPN-150-4,0.8,lb
1-1-2-x-5-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-5.5,1.1,lb
2-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-200-3,0.8,lb
2-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-200-3.5,0.94,lb
3-4-black-iron-tee,UPDATE,UPDATE,BLIF-075-TEE,0.43,lb
2-x-1-1-2-black-iron-elbow-90,UPDATE,UPDATE,BLIF-200.150-90EL,1.45,lb
3-8-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-038-CLS,0.04,lb
2-1-2-x-5-black-iron-nipple,UPDATE,UPDATE,BLPN-250-5,2.1,lb
3-4-galvanized-tee,UPDATE,UPDATE,GAIF-075-TEE-G,0.43,lb
1-1-2-x-5-galvanized-nipple,UPDATE,UPDATE,GAPN-150-5,0.99,lb
1-2-black-iron-tee,UPDATE,UPDATE,BLIF-050-TEE,0.26,lb
1-1-4-x-1-black-iron-elbow-90,UPDATE,UPDATE,BLIF-125.100-90EL,0.69,lb
1-2-galvanized-tee,UPDATE,UPDATE,GAIF-050-TEE-G,0.26,lb
1-1-4-x-1-galvanized-elbow-90,UPDATE,UPDATE,GAIF-125.100-90EL-G,0.69,lb
1-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-100-3,0.36,lb
1-1-4-x-3-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-3.5,0.57,lb
2-1-2-x-4-black-iron-nipple,UPDATE,UPDATE,BLPN-250-4,1.65,lb
3-x-5-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-300-5.5,2.96,lb
3-8-x-1-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-038-1.5,0.06,lb
3-4-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-2.5,0.2,lb
1-1-2-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-150-3,0.58,lb
1-1-2-x-4-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-4.5,0.87,lb
3-x-close-black-iron-nipple,UPDATE,UPDATE,BLPN-300-CLS,1.4,lb
1-2-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-050-3,0.18,lb
3-4-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-075-2,0.16,lb
1-1-4-x-3-galvanized-nipple,UPDATE,UPDATE,GAPN-125-3,0.48,lb
2-1-2-x-5-1-2-black-iron-nipple,UPDATE,UPDATE,BLPN-250-5.5,2.18,lb
1-1-4-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-125-2.5,0.39,lb
1-1-2-x-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-2,0.37,lb
1-1-2-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-150-2.5,0.46,lb
2-x-2-1-2-galvanized-nipple,UPDATE,UPDATE,GAPN-200-2.5,0.62,lb
